case_id;date;start_of_week;start_of_month;translated_comments;sentiment;sentiment_rate;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-16399;2023-03-11;2023-03-05;2023-03-01;Email support exceeded my expectations with their quick reply.;positive;4;email;123;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Card Issues
CASE-26439;2024-10-10;2024-10-06;2024-10-01;The email team took days to reply with nothing useful.;negative;1;phone;113;1;DETRACTOR;0;0;Grupo C,Grupo C,Grupo J,Grupo E;3;4;Grupo E;Card Issues
CASE-20989;2023-09-21;2023-09-17;2023-09-01;Email support was slow and totally useless.;negative;1;chatbot;32;2;DETRACTOR;0;0;Grupo H,Grupo F;2;2;Grupo F;Card Issues
CASE-28552;2023-07-01;2023-06-25;2023-07-01;The chatbot failed to process my payment request.;negative;1;chatbot;29;2;DETRACTOR;0;0;Grupo D;1;1;Grupo D;Login Problems
CASE-19373;2023-03-03;2023-02-26;2023-03-01;The chatbot failed to answer my mortgage question.;negative;1;email;4131;2;DETRACTOR;0;0;Grupo E,Grupo I,Grupo H,Grupo I;3;4;Grupo I;General Inquiry
CASE-15021;2022-11-20;2022-11-20;2022-11-01;The email response was okay, not very helpful.;neutral;3;phone;37;4;PROMOTER;0;1;Grupo H,Grupo G,Grupo B,Grupo H;3;4;Grupo H;Card Issues
CASE-18357;2022-04-02;2022-03-27;2022-04-01;The phone agent was so patient with my account setup.;positive;5;chatbot;2;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-24974;2022-04-01;2022-03-27;2022-04-01;The chatbot gave me outdated info about my fees.;negative;2;chatbot;30;2;DETRACTOR;0;0;Grupo F,Grupo J,Grupo I,Grupo D;4;4;Grupo D;Balance Inquiry
CASE-18367;2022-03-02;2022-02-27;2022-03-01;The phone representative was unhelpful and impatient.;negative;1;email;2022;2;DETRACTOR;0;0;Grupo E,Grupo C;2;2;Grupo C;Transaction Error
CASE-25909;2023-02-18;2023-02-12;2023-02-01;Phone support was friendly and resolved my concern.;positive;5;phone;12;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Login Problems
CASE-15173;2023-01-05;2023-01-01;2023-01-01;The email response was clear and solved my problem.;positive;4;phone;14;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Account Setup
CASE-27457;2024-09-10;2024-09-08;2024-09-01;Phone support was okay, nothing to rave about.;neutral;3;email;302;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Transaction Error
CASE-20946;2022-01-04;2022-01-02;2022-01-01;The chatbot answered my mortgage question accurately.;positive;4;chatbot;3;4;PROMOTER;1;1;Grupo E,Grupo C;2;2;Grupo C;Transaction Error
CASE-22389;2024-03-11;2024-03-10;2024-03-01;The email team was courteous and efficient.;positive;5;chatbot;5;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-25976;2022-05-27;2022-05-22;2022-05-01;Email support was reliable and resolved my concern.;positive;4;email;299;5;PROMOTER;1;0;Grupo D;1;1;Grupo D;Payment Issues
CASE-20275;2022-11-26;2022-11-20;2022-11-01;Phone support was amazing, they handled my complaint well.;positive;5;phone;8;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Transaction Error
CASE-20439;2022-09-08;2022-09-04;2022-09-01;The email team helped me update my contact info effortlessly.;positive;5;chatbot;4;4;PROMOTER;1;1;Grupo I,Grupo D;2;2;Grupo D;Transaction Error
CASE-28458;2024-08-16;2024-08-11;2024-08-01;The chatbot answered my fees query, but it took time.;neutral;3;email;970;3;DETRACTOR;1;1;Grupo I,Grupo J,Grupo H;3;3;Grupo H;Balance Inquiry
CASE-27790;2025-01-23;2025-01-19;2025-01-01;I’m impressed with how fast my loan application was processed.;positive;4;phone;6;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;General Inquiry
CASE-20686;2023-07-20;2023-07-16;2023-07-01;The chatbot gave me nonsense answers all the time.;negative;1;phone;33;2;DETRACTOR;0;1;Grupo H,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-28858;2024-04-30;2024-04-28;2024-04-01;Phone support made me feel confident about my banking.;positive;4;chatbot;5;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-15074;2022-06-12;2022-06-12;2022-06-01;Phone support was regular, solved my problem.;neutral;3;chatbot;10;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-26341;2023-04-22;2023-04-16;2023-04-01;The phone agent was rude and didn’t solve my issue.;negative;1;email;6982;2;DETRACTOR;0;0;Grupo E,Grupo B,Grupo D;3;3;Grupo D;Transaction Error
CASE-28634;2022-09-11;2022-09-11;2022-09-01;The email team provided excellent service, I’m happy!;positive;4;email;236;5;PROMOTER;1;0;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-28152;2023-03-07;2023-03-05;2023-03-01;The chatbot handled my payment query perfectly.;positive;5;email;236;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-18223;2023-10-14;2023-10-08;2023-10-01;The email team responded promptly and solved my issue.;positive;5;chatbot;5;5;PROMOTER;1;1;Grupo C,Grupo H;2;2;Grupo H;Loan Inquiry
CASE-18234;2023-03-21;2023-03-19;2023-03-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;4;email;81;5;PROMOTER;1;0;Grupo C;1;1;Grupo C;Payment Issues
CASE-28052;2022-01-11;2022-01-09;2022-01-01;Email support didn’t even read my message properly.;negative;1;chatbot;46;1;DETRACTOR;0;0;Grupo C,Grupo C,Grupo C;1;3;Grupo C;Payment Issues
CASE-15350;2022-08-31;2022-08-28;2022-08-01;The email team sent me a reply that made no sense.;negative;2;phone;84;1;DETRACTOR;0;0;Grupo C,Grupo I,Grupo C;2;3;Grupo C;Account Setup
CASE-28619;2024-07-21;2024-07-21;2024-07-01;The chatbot couldn’t assist with my statement.;negative;1;email;3685;1;DETRACTOR;0;0;Grupo G,Grupo C;2;2;Grupo C;Login Problems
CASE-29867;2022-09-16;2022-09-11;2022-09-01;The agent was very helpful and resolved my issue quickly.;positive;5;phone;9;4;PROMOTER;1;1;Grupo G,Grupo F;2;2;Grupo F;Loan Inquiry
CASE-21687;2022-04-08;2022-04-03;2022-04-01;The chatbot failed to process my savings request.;negative;2;chatbot;36;1;DETRACTOR;0;0;Grupo C,Grupo F,Grupo A;3;3;Grupo A;Card Issues
CASE-21564;2024-07-24;2024-07-21;2024-07-01;The chatbot couldn’t assist with my bill payment.;negative;2;chatbot;39;2;DETRACTOR;0;0;Grupo F,Grupo F,Grupo C;2;3;Grupo C;Transaction Error
CASE-20563;2024-04-21;2024-04-21;2024-04-01;I’m impressed with how fast my loan application was processed.;positive;5;email;288;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-19305;2022-09-29;2022-09-25;2022-09-01;Email support was polite and answered all my questions.;positive;5;email;76;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-24424;2024-05-09;2024-05-05;2024-05-01;The email team provided excellent service, I’m happy!;positive;4;phone;8;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Account Setup
CASE-20515;2025-01-27;2025-01-26;2025-01-01;The chatbot was quick to assist with my card issue.;positive;5;chatbot;5;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Payment Issues
CASE-18552;2023-01-29;2023-01-29;2023-01-01;Super satisfied with the email response to my inquiry.;positive;4;phone;10;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-16069;2023-12-03;2023-12-03;2023-12-01;The chatbot crashed during my payment request.;negative;2;phone;96;1;DETRACTOR;0;1;Grupo C,Grupo C,Grupo G,Grupo G,Grupo E;3;5;Grupo E;Transaction Error
CASE-29177;2024-12-15;2024-12-15;2024-12-01;The service was top-notch, I’m so happy with this bank!;positive;5;email;273;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-24585;2022-07-13;2022-07-10;2022-07-01;The email response was rude and incomplete.;negative;1;phone;115;1;DETRACTOR;0;0;Grupo I,Grupo B,Grupo F,Grupo D;4;4;Grupo D;Login Problems
CASE-24153;2022-12-25;2022-12-25;2022-12-01;The email response was vague and frustrating.;negative;2;chatbot;23;2;DETRACTOR;0;0;Grupo I,Grupo A,Grupo C,Grupo A;3;4;Grupo A;Transaction Error
CASE-16205;2024-12-25;2024-12-22;2024-12-01;The chatbot crashed during my transaction query.;negative;1;email;5466;2;DETRACTOR;0;0;Grupo H,Grupo C,Grupo I;3;3;Grupo I;Card Issues
CASE-28372;2024-07-23;2024-07-21;2024-07-01;Phone support was awful, they ignored my problem.;negative;1;email;5948;2;DETRACTOR;0;0;Grupo E,Grupo I;2;2;Grupo I;Transaction Error
CASE-18257;2024-02-16;2024-02-11;2024-02-01;Phone support was friendly and resolved my concern.;positive;5;chatbot;3;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-17994;2024-04-14;2024-04-14;2024-04-01;The email response was clear and solved my problem.;positive;5;chatbot;1;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Account Setup
CASE-24679;2024-08-07;2024-08-04;2024-08-01;Email support was fast and gave me all the info I needed.;positive;4;chatbot;5;5;PROMOTER;1;1;Grupo F,Grupo G,Grupo H;3;3;Grupo H;Login Problems
CASE-25848;2023-05-01;2023-04-30;2023-05-01;Email support was spot on, they fixed my login problem quickly.;positive;5;email;166;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;General Inquiry
CASE-28227;2022-03-02;2022-02-27;2022-03-01;Email support was amazing, they responded right away.;positive;5;chatbot;4;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-29131;2023-11-12;2023-11-12;2023-11-01;Quick and friendly service, my card issue was sorted out fast.;positive;4;email;123;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Card Issues
CASE-15830;2023-02-14;2023-02-12;2023-02-01;The email team provided a clear and quick solution.;positive;5;phone;10;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Account Setup
CASE-19349;2024-12-25;2024-12-22;2024-12-01;The chatbot quickly helped me reset my password.;positive;5;phone;12;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Card Issues
CASE-19330;2023-04-23;2023-04-23;2023-04-01;Email support was fast and gave me all the info I needed.;positive;5;phone;20;4;PROMOTER;1;1;Grupo I,Grupo E;2;2;Grupo E;Loan Inquiry
CASE-21101;2022-08-12;2022-08-07;2022-08-01;The chatbot saved me so much time with my transaction query.;positive;4;email;273;4;PROMOTER;1;1;Grupo J,Grupo G;2;2;Grupo G;Balance Inquiry
CASE-17059;2022-03-13;2022-03-13;2022-03-01;The email response was late and full of errors.;negative;2;chatbot;21;2;DETRACTOR;0;0;Grupo F,Grupo D;2;2;Grupo D;Transaction Error
CASE-18690;2023-03-02;2023-02-26;2023-03-01;Email support was excellent and very responsive.;positive;4;chatbot;2;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Payment Issues
CASE-19806;2024-02-02;2024-01-28;2024-02-01;The chatbot couldn’t help with my card replacement.;negative;2;chatbot;40;1;DETRACTOR;0;1;Grupo B,Grupo J,Grupo G,Grupo F;4;4;Grupo F;Login Problems
CASE-16294;2022-12-31;2022-12-25;2022-12-01;The chatbot kept looping with no solution.;negative;1;email;5474;2;DETRACTOR;0;0;Grupo D,Grupo F,Grupo E,Grupo E,Grupo G;4;5;Grupo G;Card Issues
CASE-26937;2022-05-17;2022-05-15;2022-05-01;Phone support was excellent, they helped me with my statement.;positive;4;email;325;4;PROMOTER;1;1;Grupo F,Grupo F;1;2;Grupo F;Fees Inquiry
CASE-15336;2022-01-01;2021-12-26;2022-01-01;The chatbot assisted with my bill payment perfectly.;positive;4;chatbot;3;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-20836;2023-03-28;2023-03-26;2023-03-01;Email support made resolving my issue so easy.;positive;4;email;99;4;PROMOTER;1;1;Grupo E,Grupo F,Grupo H;3;3;Grupo H;Balance Inquiry
CASE-20541;2024-11-28;2024-11-24;2024-11-01;The phone agent walked me through everything step-by-step.;positive;5;email;104;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Card Issues
CASE-17390;2023-01-27;2023-01-22;2023-01-01;The phone team was okay, nothing standout.;neutral;3;chatbot;9;3;DETRACTOR;1;1;Grupo B,Grupo A;2;2;Grupo A;Transaction Error
CASE-25509;2022-02-07;2022-02-06;2022-02-01;The email response was clear and professional.;positive;4;chatbot;5;4;PROMOTER;1;0;Grupo E,Grupo J;2;2;Grupo J;General Inquiry
CASE-29411;2022-07-03;2022-07-03;2022-07-01;I waited forever on the phone, and they didn’t help.;negative;1;chatbot;15;1;DETRACTOR;0;0;Grupo J,Grupo G,Grupo A;3;3;Grupo A;Fees Inquiry
CASE-27560;2022-12-06;2022-12-04;2022-12-01;Email support was a complete letdown.;negative;1;phone;72;2;DETRACTOR;0;0;Grupo E,Grupo A;2;2;Grupo A;Login Problems
CASE-15229;2022-06-22;2022-06-19;2022-06-01;Email support didn’t bother to read my email.;negative;2;chatbot;22;1;DETRACTOR;0;0;Grupo A,Grupo A;1;2;Grupo A;Balance Inquiry
CASE-28164;2023-12-05;2023-12-03;2023-12-01;The email response was fair, not very thorough.;neutral;3;phone;34;3;DETRACTOR;0;0;Grupo C,Grupo J,Grupo B,Grupo A;4;4;Grupo A;Transaction Error
CASE-18007;2022-08-24;2022-08-21;2022-08-01;The phone team made banking so easy for me.;positive;4;phone;12;5;PROMOTER;1;1;Grupo A,Grupo G;2;2;Grupo G;Balance Inquiry
CASE-19706;2022-01-14;2022-01-09;2022-01-01;The chatbot crashed when I asked about my loan.;negative;2;email;6113;2;DETRACTOR;0;0;Grupo B,Grupo A,Grupo C;3;3;Grupo C;Card Issues
CASE-29409;2022-08-16;2022-08-14;2022-08-01;Phone support was excellent, they helped me with my statement.;positive;5;email;229;4;PROMOTER;1;1;Grupo J,Grupo E,Grupo B;3;3;Grupo B;General Inquiry
CASE-15192;2023-07-08;2023-07-02;2023-07-01;Email support was the worst, no effort at all.;negative;2;chatbot;28;2;DETRACTOR;0;0;Grupo H,Grupo A;2;2;Grupo A;Account Setup
CASE-28402;2023-05-24;2023-05-21;2023-05-01;Great customer service, the phone representative was so polite!;positive;5;chatbot;1;4;PROMOTER;1;0;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-24247;2023-05-26;2023-05-21;2023-05-01;The email response was rude and incomplete.;negative;2;chatbot;34;2;DETRACTOR;0;0;Grupo E,Grupo J,Grupo G;3;3;Grupo G;Transaction Error
CASE-22543;2022-09-14;2022-09-11;2022-09-01;The chatbot couldn’t handle my simple transfer request.;negative;1;email;1656;1;DETRACTOR;0;0;Grupo G;1;1;Grupo G;Login Problems
CASE-24362;2023-10-29;2023-10-29;2023-10-01;The chatbot assisted with my fees, but it was slow.;neutral;3;phone;16;4;PROMOTER;1;0;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-23437;2022-02-21;2022-02-20;2022-02-01;Email support took a week to reply, ridiculous!;negative;1;email;4970;1;DETRACTOR;0;1;Grupo I,Grupo J;2;2;Grupo J;Transaction Error
CASE-27960;2025-01-13;2025-01-12;2025-01-01;The chatbot made paying my bill so easy and fast.;positive;5;phone;7;4;PROMOTER;1;1;Grupo E,Grupo C;2;2;Grupo C;Card Issues
CASE-22033;2023-06-07;2023-06-04;2023-06-01;The email response was fine, not very great.;neutral;3;email;2154;3;DETRACTOR;0;1;Grupo A,Grupo C,Grupo H;3;3;Grupo H;Payment Issues
CASE-29780;2023-04-22;2023-04-16;2023-04-01;The chatbot couldn’t assist with my bill payment.;negative;2;email;2633;1;DETRACTOR;0;0;Grupo G,Grupo F;2;2;Grupo F;Transaction Error
CASE-18342;2023-05-28;2023-05-28;2023-05-01;Phone support was rude and disconnected me.;negative;1;phone;109;1;DETRACTOR;0;0;Grupo F,Grupo E,Grupo C,Grupo J;4;4;Grupo J;Login Problems
CASE-17797;2024-07-05;2024-06-30;2024-07-01;The chatbot quickly helped me reset my password.;positive;4;phone;9;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-17753;2024-09-28;2024-09-22;2024-09-01;The chatbot gave me outdated info about my fees.;negative;1;chatbot;40;1;DETRACTOR;0;0;Grupo G,Grupo G,Grupo D;2;3;Grupo D;General Inquiry
CASE-22584;2024-03-06;2024-03-03;2024-03-01;Super satisfied with the email response to my inquiry.;positive;4;chatbot;6;5;PROMOTER;1;1;Grupo H,Grupo C;2;2;Grupo C;Login Problems
CASE-19324;2023-01-05;2023-01-01;2023-01-01;The chatbot couldn’t process my balance request.;negative;2;phone;103;1;DETRACTOR;0;0;Grupo C,Grupo I,Grupo J,Grupo E,Grupo E;4;5;Grupo E;Payment Issues
CASE-25235;2023-04-28;2023-04-23;2023-04-01;The email response was sloppy and unclear.;negative;1;chatbot;22;2;DETRACTOR;0;0;Grupo B,Grupo A,Grupo G;3;3;Grupo G;Transaction Error
CASE-25330;2024-09-09;2024-09-08;2024-09-01;Phone support was terrible, they wasted my time.;negative;1;chatbot;43;1;DETRACTOR;0;0;Grupo I,Grupo I;1;2;Grupo I;Login Problems
CASE-18400;2024-08-12;2024-08-11;2024-08-01;The email team provided excellent service, I’m happy!;positive;5;chatbot;1;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Balance Inquiry
CASE-17419;2023-07-16;2023-07-16;2023-07-01;The email team was neutral, response was fine.;neutral;3;chatbot;10;4;PROMOTER;1;1;Grupo H,Grupo I,Grupo C;3;3;Grupo C;Balance Inquiry
CASE-26367;2023-12-28;2023-12-24;2023-12-01;The email team took too long to fix my login issue.;negative;1;phone;80;2;DETRACTOR;0;0;Grupo A,Grupo C,Grupo F;3;3;Grupo F;Transaction Error
CASE-27623;2022-03-19;2022-03-13;2022-03-01;The chatbot was a lifesaver when I needed to block my card.;positive;5;chatbot;3;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Fees Inquiry
CASE-23911;2024-10-01;2024-09-29;2024-10-01;The chatbot quickly helped me reset my password.;positive;5;chatbot;5;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Card Issues
CASE-20217;2024-05-13;2024-05-12;2024-05-01;Great customer service, the phone representative was so polite!;positive;5;email;238;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-20797;2025-01-13;2025-01-12;2025-01-01;The chatbot explained my fees so clearly, I’m impressed!;positive;4;phone;16;5;PROMOTER;1;1;Grupo B,Grupo H,Grupo G;3;3;Grupo G;Balance Inquiry
CASE-29926;2024-05-05;2024-05-05;2024-05-01;Email support was neutral, did the minimum.;neutral;3;chatbot;16;3;DETRACTOR;0;1;Grupo E,Grupo D;2;2;Grupo D;Payment Issues
CASE-29173;2024-05-10;2024-05-05;2024-05-01;The chatbot was a lifesaver when I needed to block my card.;positive;4;phone;18;5;PROMOTER;1;1;Grupo I,Grupo A,Grupo H;3;3;Grupo H;Payment Issues
CASE-24858;2025-02-03;2025-02-02;2025-02-01;The chatbot gave me nonsense answers all the time.;negative;2;phone;86;1;DETRACTOR;0;0;Grupo F,Grupo G,Grupo J,Grupo B;4;4;Grupo B;Fees Inquiry
CASE-19042;2022-09-14;2022-09-11;2022-09-01;The staff made transferring funds so easy and stress-free.;positive;4;phone;14;4;PROMOTER;1;1;Grupo D,Grupo I;2;2;Grupo I;Payment Issues
CASE-29648;2022-05-19;2022-05-15;2022-05-01;The phone team resolved my overdraft issue professionally.;positive;5;phone;13;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Payment Issues
CASE-16507;2024-05-12;2024-05-12;2024-05-01;Phone support was regular, nothing impressive.;neutral;3;phone;25;3;DETRACTOR;1;1;Grupo E,Grupo G;2;2;Grupo G;Account Setup
CASE-27205;2022-06-19;2022-06-19;2022-06-01;The phone team made my experience so pleasant today.;positive;4;phone;6;5;PROMOTER;1;0;Grupo D;1;1;Grupo D;Account Setup
CASE-19245;2024-02-02;2024-01-28;2024-02-01;Phone support was outstanding and very helpful.;positive;4;chatbot;4;4;PROMOTER;1;1;Grupo E,Grupo B;2;2;Grupo B;Payment Issues
CASE-19902;2023-03-01;2023-02-26;2023-03-01;The phone team was great at helping me with my card.;positive;5;phone;13;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Account Setup
CASE-15751;2023-04-28;2023-04-23;2023-04-01;The phone team didn’t solve my transfer problem.;negative;2;email;7155;2;DETRACTOR;0;0;Grupo J,Grupo J,Grupo I,Grupo I;2;4;Grupo I;Transaction Error
CASE-26599;2025-02-07;2025-02-02;2025-02-01;The chatbot made banking so convenient, I love it!;positive;5;email;111;4;PROMOTER;1;1;Grupo H,Grupo H;1;2;Grupo H;Login Problems
CASE-19560;2024-08-20;2024-08-18;2024-08-01;Phone support was friendly and resolved my concern.;positive;4;phone;12;4;PROMOTER;1;1;Grupo E,Grupo A,Grupo I;3;3;Grupo I;Loan Inquiry
CASE-29993;2024-08-04;2024-08-04;2024-08-01;The email team didn’t address my issue at all.;negative;1;phone;59;2;DETRACTOR;0;0;Grupo I,Grupo I,Grupo B;2;3;Grupo B;Payment Issues
CASE-29604;2024-01-20;2024-01-14;2024-01-01;The chatbot failed to process my payment request.;negative;1;phone;34;1;DETRACTOR;0;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-22616;2022-01-07;2022-01-02;2022-01-01;The email response was thorough and polite.;positive;5;email;115;5;PROMOTER;1;1;Grupo I,Grupo D,Grupo A;3;3;Grupo A;Balance Inquiry
CASE-28000;2022-06-03;2022-05-29;2022-06-01;The email response was vague and frustrating.;negative;2;email;1669;2;DETRACTOR;0;0;Grupo A,Grupo I,Grupo C,Grupo H;4;4;Grupo H;Login Problems
CASE-19861;2023-06-04;2023-06-04;2023-06-01;The staff made transferring funds so easy and stress-free.;positive;5;email;307;4;PROMOTER;1;1;Grupo I,Grupo H;2;2;Grupo H;Card Issues
CASE-27229;2024-06-30;2024-06-30;2024-06-01;The email support team was professional and courteous.;positive;4;phone;16;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-16307;2024-03-26;2024-03-24;2024-03-01;Email support was reliable and resolved my concern.;positive;4;chatbot;2;4;PROMOTER;1;1;Grupo J,Grupo D;2;2;Grupo D;Transaction Error
CASE-21894;2022-09-28;2022-09-25;2022-09-01;The chatbot answered my mortgage question accurately.;positive;4;phone;18;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Fees Inquiry
CASE-23859;2023-09-02;2023-08-27;2023-09-01;Phone support made me feel confident about my banking.;positive;5;email;191;4;PROMOTER;1;0;Grupo F;1;1;Grupo F;Payment Issues
CASE-17446;2022-10-02;2022-10-02;2022-10-01;The chatbot kept freezing during my inquiry.;negative;2;email;2788;2;DETRACTOR;0;0;Grupo G,Grupo H,Grupo J,Grupo F,Grupo F;4;5;Grupo F;Payment Issues
CASE-26562;2024-07-04;2024-06-30;2024-07-01;The service was top-notch, I’m so happy with this bank!;positive;4;chatbot;4;5;PROMOTER;1;1;Grupo I,Grupo J;2;2;Grupo J;Account Setup
CASE-17557;2024-12-16;2024-12-15;2024-12-01;The phone team was unprofessional and unhelpful.;negative;1;email;3663;2;DETRACTOR;0;0;Grupo J,Grupo E;2;2;Grupo E;Card Issues
CASE-20064;2022-01-08;2022-01-02;2022-01-01;The email team didn’t care about my problem.;negative;2;email;1576;1;DETRACTOR;0;0;Grupo I,Grupo F,Grupo E,Grupo A;4;4;Grupo A;Payment Issues
CASE-18887;2024-09-06;2024-09-01;2024-09-01;Great customer service, the phone representative was so polite!;positive;5;phone;13;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Loan Inquiry
CASE-27518;2024-11-15;2024-11-10;2024-11-01;The chatbot handled my payment query perfectly.;positive;5;phone;13;4;PROMOTER;1;1;Grupo F,Grupo F,Grupo E;2;3;Grupo E;Transaction Error
CASE-25893;2023-12-26;2023-12-24;2023-12-01;The chatbot helped with my payment, but it was slow.;neutral;3;phone;29;3;DETRACTOR;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-20516;2023-08-14;2023-08-13;2023-08-01;The phone team made my experience so pleasant today.;positive;4;email;170;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-15083;2024-01-30;2024-01-28;2024-01-01;I love how efficient the phone support was today!;positive;5;phone;13;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Account Setup
CASE-15250;2025-02-04;2025-02-02;2025-02-01;The phone team was great at helping me with my card.;positive;5;chatbot;1;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;General Inquiry
CASE-20106;2024-12-13;2024-12-08;2024-12-01;The chatbot couldn’t handle my simple question.;negative;1;phone;48;2;DETRACTOR;0;0;Grupo A;1;1;Grupo A;Fraud Report
CASE-22042;2023-11-10;2023-11-05;2023-11-01;Email support didn’t bother to read my email.;negative;1;phone;58;1;DETRACTOR;0;0;Grupo C,Grupo A,Grupo J;3;3;Grupo J;Fraud Report
CASE-19283;2022-09-13;2022-09-11;2022-09-01;The phone agent was so patient with my account setup.;positive;4;email;252;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-25685;2024-10-05;2024-09-29;2024-10-01;The email response was clear and professional.;positive;4;email;122;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Account Setup
CASE-29888;2024-12-19;2024-12-15;2024-12-01;Phone support was disrespectful and unhelpful.;negative;2;phone;76;2;DETRACTOR;0;0;Grupo E,Grupo F,Grupo E;2;3;Grupo E;Card Issues
CASE-18113;2024-04-28;2024-04-28;2024-04-01;Quick and friendly service, my card issue was sorted out fast.;positive;4;email;209;4;PROMOTER;1;1;Grupo H,Grupo F,Grupo D;3;3;Grupo D;Card Issues
CASE-19473;2023-10-21;2023-10-15;2023-10-01;The email team took too long to fix my login issue.;negative;1;phone;33;2;DETRACTOR;0;0;Grupo C,Grupo I,Grupo F,Grupo I;3;4;Grupo I;Account Setup
CASE-22829;2025-02-04;2025-02-02;2025-02-01;The email team didn’t address my issue at all.;negative;1;email;3966;1;DETRACTOR;0;0;Grupo H,Grupo H,Grupo B,Grupo B;2;4;Grupo B;Transaction Error
CASE-24017;2024-01-05;2023-12-31;2024-01-01;The chatbot answered my loan question in seconds.;positive;5;email;283;5;PROMOTER;1;1;Grupo E,Grupo B,Grupo E;2;3;Grupo E;Fees Inquiry
CASE-19668;2022-08-12;2022-08-07;2022-08-01;Great customer service, the phone representative was so polite!;positive;5;chatbot;2;4;PROMOTER;1;1;Grupo H,Grupo H;1;2;Grupo H;Account Setup
CASE-18291;2023-08-21;2023-08-20;2023-08-01;The email team ignored my urgent request.;negative;1;phone;91;1;DETRACTOR;0;0;Grupo C,Grupo B;2;2;Grupo B;Card Issues
CASE-19131;2024-08-03;2024-07-28;2024-08-01;The chatbot helped me with my savings goal easily.;positive;4;chatbot;1;5;PROMOTER;1;0;Grupo I,Grupo B,Grupo A;3;3;Grupo A;Payment Issues
CASE-24053;2023-06-08;2023-06-04;2023-06-01;Phone support was friendly and resolved my concern.;positive;5;email;125;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-18837;2024-09-02;2024-09-01;2024-09-01;The chatbot was alright, took a few tries.;neutral;3;email;372;4;PROMOTER;1;1;Grupo E,Grupo C,Grupo A;3;3;Grupo A;Card Issues
CASE-22669;2022-05-27;2022-05-22;2022-05-01;The email response was detailed and very helpful.;positive;5;phone;13;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Login Problems
