case_id,date,start_of_week,start_of_month,translated_comments,sentiment,sentiment_rate,resolution_time_min,csat_rating_received,group_name_history,groups,total_groups,channel_email,channel_phone,classification_PROMOTER,resolved_in_sla_1,first_touch_resolution_1,csat_rated_group_name_Grupo B,csat_rated_group_name_Grupo C,csat_rated_group_name_Grupo D,csat_rated_group_name_Grupo E,csat_rated_group_name_Grupo F,csat_rated_group_name_Grupo G,csat_rated_group_name_Grupo H,csat_rated_group_name_Grupo I,csat_rated_group_name_Grupo J,issue_classification_Balance Inquiry,issue_classification_Card Issues,issue_classification_Fees Inquiry,issue_classification_Fraud Report,issue_classification_General Inquiry,issue_classification_Loan Inquiry,issue_classification_Login Problems,issue_classification_Payment Issues,issue_classification_Transaction Error,Key,Tipo_Outlier,Metodo_Seleccionado
CASE-28056,2022-02-04,2022-01-30,2022-02-01,The phone agent was unhelpful with my fees.,negative,1,4960,2,"Grupo J,Grupo E,Grupo B",3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-28056,Superior,MinCovDet
CASE-21326,2024-11-27,2024-11-24,2024-11-01,The chatbot couldn’t help with my card replacement.,negative,2,4593,1,"Grupo E,Grupo J,Grupo F,Grupo E",3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-21326,Superior,MinCovDet
CASE-27448,2022-04-10,2022-04-10,2022-04-01,"I waited forever on the phone, and they didn’t help.",negative,1,4475,1,"Grupo D,Grupo C,Grupo C",2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-27448,Superior,MinCovDet
CASE-27532,2023-10-08,2023-10-08,2023-10-01,Phone support was disrespectful and unhelpful.,negative,1,2116,1,"Grupo F,Grupo G,Grupo G,Grupo I,Grupo E",4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-27532,Superior,MinCovDet
CASE-29969,2023-03-01,2023-02-26,2023-03-01,The email response was late and full of errors.,negative,1,5007,1,"Grupo A,Grupo B,Grupo F,Grupo F",3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-29969,Superior,MinCovDet
CASE-25490,2023-01-12,2023-01-08,2023-01-01,The phone agent didn’t listen to my complaint.,negative,1,4213,1,"Grupo D,Grupo A",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-25490,Superior,MinCovDet
CASE-21504,2024-11-02,2024-10-27,2024-11-01,"Email support took a week to reply, ridiculous!",negative,2,4590,1,"Grupo J,Grupo F,Grupo B",3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-21504,Superior,MinCovDet
CASE-24054,2025-01-14,2025-01-12,2025-01-01,"Email support took days to reply, terrible service!",negative,2,4630,2,"Grupo J,Grupo G,Grupo F,Grupo F",3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-24054,Superior,MinCovDet
CASE-27337,2023-01-24,2023-01-22,2023-01-01,Email support was a complete letdown.,negative,1,3517,1,"Grupo E,Grupo I",2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-27337,Superior,MinCovDet
CASE-29222,2024-11-23,2024-11-17,2024-11-01,Email support was a complete letdown.,negative,1,3271,1,"Grupo J,Grupo B,Grupo A,Grupo J",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CASE-29222,Superior,MinCovDet
CASE-22579,2022-08-04,2022-07-31,2022-08-01,The chatbot couldn’t understand my simple question.,negative,2,4057,1,"Grupo J,Grupo J,Grupo G",2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CASE-22579,Superior,MinCovDet
CASE-18283,2024-03-15,2024-03-10,2024-03-01,The phone team was rude and hung up on me.,negative,1,6285,1,"Grupo F,Grupo C,Grupo J,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-18283,Superior,MinCovDet
CASE-15457,2025-01-31,2025-01-26,2025-01-01,"I waited on hold for an hour, this is unacceptable.",negative,1,7417,1,"Grupo G,Grupo D,Grupo I,Grupo J",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CASE-15457,Superior,MinCovDet
CASE-24245,2024-09-08,2024-09-08,2024-09-01,The phone agent was clueless about my account.,negative,2,32,2,"Grupo H,Grupo I,Grupo J,Grupo G,Grupo J",4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,CASE-24245,Superior,MinCovDet
CASE-21332,2024-04-13,2024-04-07,2024-04-01,The chatbot failed to process my savings request.,negative,2,7214,2,"Grupo I,Grupo H,Grupo B",3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-21332,Superior,MinCovDet
CASE-29945,2023-04-29,2023-04-23,2023-04-01,The chatbot gave me useless info about my card.,negative,2,2271,1,"Grupo C,Grupo I,Grupo G",3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CASE-29945,Superior,MinCovDet
CASE-20547,2023-09-10,2023-09-10,2023-09-01,The email team took too long to fix my login issue.,negative,2,10411,2,"Grupo G,Grupo F,Grupo G,Grupo F,Grupo D",3,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-20547,Superior,MinCovDet
CASE-16714,2023-12-01,2023-11-26,2023-12-01,The phone agent was impatient and rude.,negative,1,43,1,"Grupo J,Grupo G,Grupo G,Grupo E",3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-16714,Superior,MinCovDet
CASE-21156,2022-02-18,2022-02-13,2022-02-01,The chatbot couldn’t handle my payment issue.,negative,1,3928,1,"Grupo H,Grupo J",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CASE-21156,Superior,MinCovDet
CASE-15161,2022-10-04,2022-10-02,2022-10-01,The chatbot failed to process my savings request.,negative,1,43,1,"Grupo C,Grupo B,Grupo I,Grupo J",4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,CASE-15161,Superior,MinCovDet
CASE-20329,2022-01-07,2022-01-02,2022-01-01,The chatbot failed to process my payment request.,negative,1,2564,2,"Grupo B,Grupo G,Grupo D,Grupo J",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CASE-20329,Superior,MinCovDet
CASE-16392,2022-02-12,2022-02-06,2022-02-01,The email team didn’t fix my login problem.,negative,1,4431,1,"Grupo H,Grupo J,Grupo I",3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-16392,Superior,MinCovDet
CASE-22349,2022-10-21,2022-10-16,2022-10-01,"Phone support was a nightmare, no help at all.",negative,1,4194,2,"Grupo H,Grupo D,Grupo G",3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CASE-22349,Superior,MinCovDet
CASE-28637,2023-07-02,2023-07-02,2023-07-01,The chatbot kept looping with no solution.,negative,1,8696,2,"Grupo I,Grupo D,Grupo F,Grupo A",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-28637,Superior,MinCovDet
CASE-21689,2024-03-05,2024-03-03,2024-03-01,The chatbot gave me wrong info about my account.,negative,2,62,1,"Grupo I,Grupo B,Grupo E,Grupo F",4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-21689,Superior,MinCovDet
CASE-17413,2024-06-22,2024-06-16,2024-06-01,The chatbot failed to process my payment request.,negative,1,5915,2,"Grupo B,Grupo E,Grupo A",3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CASE-17413,Superior,MinCovDet
CASE-19983,2024-08-01,2024-07-28,2024-08-01,The chatbot gave me useless info about my card.,negative,1,92,1,"Grupo J,Grupo G,Grupo I,Grupo B,Grupo A",5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-19983,Superior,MinCovDet
CASE-17388,2022-11-20,2022-11-20,2022-11-01,The chatbot gave me incorrect balance info.,negative,1,2531,1,"Grupo A,Grupo A,Grupo H,Grupo C",3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-17388,Superior,MinCovDet
CASE-19282,2024-03-26,2024-03-24,2024-03-01,The chatbot couldn’t handle my simple transfer request.,negative,1,5317,2,"Grupo H,Grupo B,Grupo B",2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-19282,Superior,MinCovDet
CASE-24327,2024-04-04,2024-03-31,2024-04-01,The chatbot failed to assist with my rewards query.,negative,2,27,1,"Grupo H,Grupo E,Grupo C,Grupo H,Grupo A",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-24327,Superior,MinCovDet
CASE-24261,2022-06-06,2022-06-05,2022-06-01,The email response was vague and unhelpful.,negative,1,5361,2,"Grupo D,Grupo H,Grupo C,Grupo I",4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CASE-24261,Superior,MinCovDet
CASE-24454,2023-07-30,2023-07-30,2023-07-01,The phone agent gave me conflicting information.,negative,1,2966,2,"Grupo D,Grupo F,Grupo E,Grupo H",4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CASE-24454,Superior,MinCovDet
CASE-20440,2023-10-24,2023-10-22,2023-10-01,The chatbot kept freezing during my inquiry.,negative,1,6717,2,"Grupo E,Grupo A,Grupo I,Grupo A,Grupo D",4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-20440,Superior,MinCovDet
CASE-22987,2023-01-26,2023-01-22,2023-01-01,Email support didn’t even read my message properly.,negative,1,84,1,"Grupo A,Grupo E,Grupo E,Grupo J,Grupo C",4,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-22987,Superior,MinCovDet
CASE-27696,2022-07-31,2022-07-31,2022-07-01,Phone support was disrespectful and unhelpful.,negative,2,3760,1,"Grupo E,Grupo A,Grupo G,Grupo J,Grupo B",5,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-27696,Superior,MinCovDet
CASE-19048,2024-09-12,2024-09-08,2024-09-01,"I waited forever on the phone, and they didn’t help.",negative,1,4156,1,"Grupo A,Grupo C,Grupo C,Grupo J",3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CASE-19048,Superior,MinCovDet
CASE-22391,2022-07-13,2022-07-10,2022-07-01,The email team ignored my urgent request.,negative,2,3050,2,"Grupo A,Grupo F,Grupo J,Grupo B",4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-22391,Superior,MinCovDet
CASE-24620,2022-11-02,2022-10-30,2022-11-01,The chatbot crashed when I asked about my loan.,negative,1,3850,1,"Grupo A,Grupo J",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CASE-24620,Superior,MinCovDet
CASE-21088,2022-06-30,2022-06-26,2022-06-01,The email response was sloppy and unclear.,negative,2,1996,1,"Grupo H,Grupo C,Grupo E,Grupo B",4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-21088,Superior,MinCovDet
CASE-23464,2023-11-01,2023-10-29,2023-11-01,The phone team was incompetent and slow.,negative,2,38,2,"Grupo E,Grupo I,Grupo B,Grupo C,Grupo B",4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-23464,Superior,MinCovDet
CASE-16263,2023-12-10,2023-12-10,2023-12-01,The phone agent gave me conflicting information.,negative,1,6673,1,"Grupo D,Grupo D,Grupo H",2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CASE-16263,Superior,MinCovDet
CASE-23058,2022-03-27,2022-03-27,2022-03-01,The email team didn’t fix my login problem.,negative,2,1753,2,"Grupo J,Grupo J,Grupo G,Grupo C",3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-23058,Superior,MinCovDet
CASE-21064,2022-12-20,2022-12-18,2022-12-01,The chatbot crashed when I asked about my loan.,negative,2,4997,1,"Grupo G,Grupo G",1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,CASE-21064,Superior,MinCovDet
CASE-25749,2023-05-23,2023-05-21,2023-05-01,The chatbot couldn’t assist with my statement.,negative,1,4059,1,"Grupo F,Grupo F",1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-25749,Superior,MinCovDet
CASE-27485,2022-01-21,2022-01-16,2022-01-01,The phone agent didn’t understand my issue.,negative,1,64,2,"Grupo F,Grupo F,Grupo H,Grupo E,Grupo E",3,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-27485,Superior,MinCovDet
CASE-28282,2022-05-29,2022-05-29,2022-05-01,"I waited on hold for an hour, this is unacceptable.",negative,2,19,1,"Grupo I,Grupo F,Grupo H,Grupo C,Grupo E",5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-28282,Superior,MinCovDet
CASE-22438,2022-01-31,2022-01-30,2022-01-01,The phone representative was unhelpful and impatient.,negative,2,2002,2,"Grupo F,Grupo G,Grupo G,Grupo F,Grupo B",3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-22438,Superior,MinCovDet
CASE-24346,2023-01-15,2023-01-15,2023-01-01,The chatbot kept crashing when I needed help.,negative,1,3769,2,"Grupo I,Grupo D,Grupo B,Grupo F",4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-24346,Superior,MinCovDet
CASE-15712,2023-07-07,2023-07-02,2023-07-01,Email support didn’t bother to read my email.,negative,1,5547,1,"Grupo I,Grupo E,Grupo E,Grupo H",3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CASE-15712,Superior,MinCovDet
CASE-18794,2024-02-22,2024-02-18,2024-02-01,The chatbot failed to assist with my rewards query.,negative,1,3370,1,"Grupo D,Grupo E,Grupo J,Grupo H",4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,CASE-18794,Superior,MinCovDet
CASE-23758,2024-03-14,2024-03-10,2024-03-01,Email support didn’t bother to read my email.,negative,1,38,1,"Grupo H,Grupo G,Grupo I,Grupo C,Grupo I",4,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-23758,Superior,MinCovDet
CASE-20198,2022-12-01,2022-11-27,2022-12-01,The chatbot failed to assist with my rewards query.,negative,2,2613,1,"Grupo I,Grupo F,Grupo G",3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,CASE-20198,Superior,MinCovDet
CASE-28452,2024-09-28,2024-09-22,2024-09-01,The email team sent me a reply that made no sense.,negative,1,6727,2,"Grupo A,Grupo B,Grupo H,Grupo A",3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-28452,Superior,MinCovDet
CASE-17956,2024-04-08,2024-04-07,2024-04-01,Email support didn’t bother to read my email.,negative,2,4799,1,"Grupo I,Grupo D,Grupo I",2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-17956,Superior,MinCovDet
CASE-24215,2022-11-27,2022-11-27,2022-11-01,The phone agent gave me conflicting information.,negative,2,83,1,"Grupo D,Grupo B,Grupo E,Grupo G",4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CASE-24215,Superior,MinCovDet
CASE-22839,2024-02-05,2024-02-04,2024-02-01,The phone team was rude and hung up on me.,negative,2,82,2,"Grupo C,Grupo F,Grupo F,Grupo A,Grupo G",4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CASE-22839,Superior,MinCovDet
CASE-26536,2022-12-12,2022-12-11,2022-12-01,The phone agent refused to escalate my issue.,negative,1,5544,1,"Grupo I,Grupo A",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-26536,Superior,MinCovDet
CASE-26810,2024-03-15,2024-03-10,2024-03-01,Email support didn’t even try to fix my issue.,negative,1,3243,2,"Grupo F,Grupo H,Grupo H",2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,CASE-26810,Superior,MinCovDet
CASE-15253,2023-07-17,2023-07-16,2023-07-01,The phone team was incompetent and slow.,negative,2,12,1,"Grupo A,Grupo J,Grupo J,Grupo H,Grupo C",4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-15253,Superior,MinCovDet
CASE-23389,2022-08-08,2022-08-07,2022-08-01,The phone team was slow and didn’t care.,negative,2,109,2,"Grupo J,Grupo H,Grupo I,Grupo F,Grupo I",4,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CASE-23389,Superior,MinCovDet
CASE-24149,2022-11-26,2022-11-20,2022-11-01,The chatbot failed to process my savings request.,negative,2,2996,1,"Grupo F,Grupo G,Grupo B,Grupo E",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-24149,Superior,MinCovDet
CASE-16133,2024-08-31,2024-08-25,2024-08-01,The email response was delayed and unhelpful.,negative,2,5173,2,"Grupo J,Grupo C,Grupo F",3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-16133,Superior,MinCovDet
CASE-28304,2024-12-08,2024-12-08,2024-12-01,The chatbot couldn’t process my balance request.,negative,2,2684,2,"Grupo H,Grupo F,Grupo A,Grupo J,Grupo G",5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,CASE-28304,Superior,MinCovDet
CASE-25990,2023-10-12,2023-10-08,2023-10-01,The phone team was rude and hung up on me.,negative,2,4689,2,"Grupo D,Grupo I",2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CASE-25990,Superior,MinCovDet
CASE-28965,2024-11-10,2024-11-10,2024-11-01,Email support was slow and totally useless.,negative,1,4619,1,"Grupo I,Grupo G,Grupo H,Grupo C",4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CASE-28965,Superior,MinCovDet
CASE-27489,2022-02-14,2022-02-13,2022-02-01,The phone agent didn’t care about my complaint.,negative,1,8437,2,"Grupo E,Grupo J,Grupo B,Grupo F",4,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-27489,Superior,MinCovDet
CASE-23067,2024-12-25,2024-12-22,2024-12-01,The chatbot failed to help with my balance inquiry.,negative,2,50,1,"Grupo D,Grupo B,Grupo G,Grupo H,Grupo G",4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,CASE-23067,Superior,MinCovDet
CASE-22102,2024-07-21,2024-07-21,2024-07-01,The chatbot gave me outdated info about my fees.,negative,1,109,1,"Grupo E,Grupo A,Grupo C,Grupo J,Grupo D",5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-22102,Superior,MinCovDet
CASE-21736,2024-12-27,2024-12-22,2024-12-01,"Phone support was a disaster, they made it worse!",negative,2,120,1,"Grupo B,Grupo H,Grupo I,Grupo A,Grupo I",4,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CASE-21736,Superior,MinCovDet
CASE-26610,2024-06-09,2024-06-09,2024-06-01,The chatbot kept looping with no solution.,negative,1,5134,1,"Grupo H,Grupo J,Grupo C,Grupo B",4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-26610,Superior,MinCovDet
CASE-26203,2022-12-03,2022-11-27,2022-12-01,The chatbot gave me useless info about my card.,negative,1,42,1,"Grupo D,Grupo F,Grupo C,Grupo G",4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CASE-26203,Superior,MinCovDet
CASE-20190,2022-02-26,2022-02-20,2022-02-01,The email response was late and irrelevant.,negative,1,1602,1,"Grupo C,Grupo I,Grupo F,Grupo G",4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,CASE-20190,Superior,MinCovDet
CASE-25837,2024-02-02,2024-01-28,2024-02-01,The email response was rude and dismissive.,negative,2,41,1,"Grupo B,Grupo B,Grupo F,Grupo E,Grupo G",4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CASE-25837,Superior,MinCovDet
CASE-26617,2023-10-08,2023-10-08,2023-10-01,"Email support took a week to reply, ridiculous!",negative,2,4594,1,"Grupo E,Grupo H",2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CASE-26617,Superior,MinCovDet
CASE-20371,2022-09-01,2022-08-28,2022-09-01,The chatbot kept crashing when I needed help.,negative,1,4086,1,"Grupo E,Grupo F",2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CASE-20371,Superior,MinCovDet
CASE-20388,2023-12-04,2023-12-03,2023-12-01,The chatbot couldn’t assist with my statement.,negative,2,6250,2,"Grupo F,Grupo B,Grupo H,Grupo J",4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,CASE-20388,Superior,MinCovDet
CASE-21929,2022-12-17,2022-12-11,2022-12-01,Email support was a complete letdown.,negative,1,6144,1,"Grupo C,Grupo I,Grupo H,Grupo C",3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-21929,Superior,MinCovDet
CASE-16060,2025-02-27,2025-02-23,2025-02-01,The phone agent refused to escalate my issue.,negative,2,2658,1,"Grupo H,Grupo D,Grupo H",2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,CASE-16060,Superior,MinCovDet
CASE-25434,2024-12-16,2024-12-15,2024-12-01,The email team took days to reply with nothing useful.,negative,2,2758,1,"Grupo H,Grupo F,Grupo A,Grupo I",4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,CASE-25434,Superior,MinCovDet
CASE-21104,2023-11-17,2023-11-12,2023-11-01,The phone agent hung up on me mid-conversation.,negative,1,3319,2,"Grupo C,Grupo B,Grupo C,Grupo F",3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-21104,Superior,MinCovDet
CASE-29992,2023-06-09,2023-06-04,2023-06-01,The email response was vague and frustrating.,negative,1,9513,2,"Grupo G,Grupo D,Grupo A,Grupo J,Grupo I",5,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,CASE-29992,Superior,MinCovDet
CASE-26021,2024-02-13,2024-02-11,2024-02-01,The phone agent refused to escalate my issue.,negative,1,3818,2,"Grupo H,Grupo G,Grupo C,Grupo D,Grupo D",4,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-26021,Superior,MinCovDet
CASE-16902,2024-07-31,2024-07-28,2024-07-01,The email team sent me a reply that made no sense.,negative,1,85,1,"Grupo G,Grupo D,Grupo B,Grupo E,Grupo B",4,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-16902,Superior,MinCovDet
CASE-25934,2023-07-10,2023-07-09,2023-07-01,The chatbot failed to process my savings request.,negative,2,3480,2,"Grupo D,Grupo A,Grupo I,Grupo B",4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CASE-25934,Superior,MinCovDet
CASE-25321,2024-05-04,2024-04-28,2024-05-01,The phone agent didn’t understand my issue.,negative,2,3834,1,"Grupo J,Grupo F",2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CASE-25321,Superior,MinCovDet
CASE-24510,2023-05-11,2023-05-07,2023-05-01,The phone team didn’t solve my transfer problem.,negative,2,116,2,"Grupo D,Grupo H,Grupo C,Grupo C,Grupo E",4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CASE-24510,Superior,MinCovDet
CASE-16816,2024-12-25,2024-12-22,2024-12-01,"Email support was terrible, they ignored me.",negative,1,5283,2,"Grupo E,Grupo A,Grupo E,Grupo H",3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CASE-16816,Superior,MinCovDet
CASE-27175,2024-03-18,2024-03-17,2024-03-01,Email support didn’t even read my message properly.,negative,2,7627,1,"Grupo F,Grupo H,Grupo A,Grupo D",4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CASE-27175,Superior,MinCovDet
CASE-25643,2022-02-02,2022-01-30,2022-02-01,The phone team was rude and hung up on me.,negative,1,5290,1,"Grupo J,Grupo E,Grupo J",2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CASE-25643,Superior,MinCovDet
CASE-29240,2024-12-01,2024-12-01,2024-12-01,The chatbot kept crashing when I needed help.,negative,1,55,1,"Grupo A,Grupo J,Grupo G,Grupo G",3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,CASE-29240,Superior,MinCovDet
CASE-24249,2024-11-24,2024-11-24,2024-11-01,Email support was slow and totally useless.,negative,1,6192,1,"Grupo B,Grupo E",2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CASE-24249,Superior,MinCovDet
CASE-27597,2022-07-22,2022-07-17,2022-07-01,"Phone support was a disaster, they made it worse!",negative,1,4275,1,"Grupo B,Grupo F,Grupo B",2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CASE-27597,Superior,MinCovDet
CASE-28833,2022-05-20,2022-05-15,2022-05-01,The phone team was slow and didn’t care.,negative,1,2620,1,"Grupo J,Grupo A,Grupo D",3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CASE-28833,Superior,MinCovDet
