survey_id,employee_id,survey_date,satisfaction_score,response
1034,1333,2022-07-01,4,I'm very satisfied with my role. The unit is helpful and provides wonderful opportunities.
1035,1604,2023-12-13,3,"Management is fair, but communication could be improved."
1036,1570,2023-04-13,1,Work-life balance is terrible. Too many overtime hours required.
1037,1295,2022-07-18,5,Our department has great leadership and clear communication channels.
1038,1735,2025-03-19,3,average satisfaction with my current role and responsibilities.
1039,1075,2025-04-07,5,I feel respected in my position. The work-life balance is superior.
1040,1624,2021-03-04,5,The workplace culture is outstanding. Management really listens to our feedback.
1041,1234,2021-05-14,5,I feel respected in my position. The work-life balance is excellent.
1042,1032,2021-11-01,4,Our department has great leadership and clear communication channels.
1043,1223,2024-10-13,4,I'm very satisfied with my role. The group is encouraging and provides superior opportunities.
1044,1083,2024-11-22,5,The office culture is fantastic. Management really listens to our feedback.
1045,1006,2021-06-25,4,Our department has great leadership and clear communication channels.
1046,1093,2024-02-27,3,standard satisfaction with my current role and responsibilities.
1047,1097,2021-05-13,5,I'm very satisfied with my role. The unit is encouraging and provides excellent opportunities.
1048,1886,2024-05-12,3,"Work-life balance is tolerable, though there's room for improvement."
1049,1683,2024-12-14,5,Our department has fantastic leadership and clear communication channels.
1050,1465,2024-01-10,3,"Management is fair, but communication could be improved."
1051,1615,2022-01-12,4,I'm very satisfied with my role. The unit is collaborative and provides wonderful opportunities.
1052,1700,2025-03-09,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1053,1866,2025-05-04,1,Company culture needs significant improvement. Morale is low.
1054,1001,2025-04-17,4,The workplace culture is great. Management really responds to our feedback.
1055,1093,2023-07-25,4,I'm very satisfied with my role. The department is collaborative and provides wonderful opportunities.
1056,1351,2023-03-14,4,I feel appreciated in my position. The work-life balance is excellent.
1057,1707,2024-10-16,4,I'm very satisfied with my role. The group is collaborative and provides exceptional opportunities.
1058,1076,2025-03-16,5,I'm very satisfied with my role. The department is supportive and provides wonderful opportunities.
1059,1495,2021-09-07,5,excellent benefits and compensation package. I feel well rewarded for my work.
1060,1455,2025-03-12,4,I'm very satisfied with my role. The team is collaborative and provides exceptional opportunities.
1061,1611,2021-07-20,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1062,1182,2025-04-26,4,I feel appreciated in my position. The work-life balance is excellent.
1063,1193,2018-04-24,3,average satisfaction with my current role and responsibilities.
1064,1501,2020-09-02,4,I feel respected in my position. The work-life balance is excellent.
1065,1832,2020-06-23,4,Our department has outstanding leadership and clear communication channels.
1066,1368,2021-11-16,5,Our department has excellent leadership and clear communication channels.
1067,1579,2020-08-22,4,superior benefits and compensation package. I feel well rewarded for my work.
1068,1685,2023-06-15,4,Our department has fantastic leadership and clear communication channels.
1069,1164,2024-06-22,4,I'm very satisfied with my role. The team is encouraging and provides superior opportunities.
1070,1791,2024-01-22,5,I feel valued in my position. The work-life balance is excellent.
1071,1578,2025-03-05,4,I'm very satisfied with my role. The department is supportive and provides superior opportunities.
1072,1995,2024-06-27,4,Our department has great leadership and clear communication channels.
1073,1295,2023-09-14,1,Limited growth opportunities and lacking communication from management.
1074,1628,2018-09-25,1,Feeling exhausted and pressured due to high workload.
1075,1343,2022-03-01,4,I'm very satisfied with my role. The department is helpful and provides wonderful opportunities.
1076,1487,2017-07-19,3,The work environment is adequate. Some processes could be more efficient.
1077,1919,2020-09-10,5,The company culture is great. Management really responds to our feedback.
1078,1862,2018-02-14,4,I'm very satisfied with my role. The unit is collaborative and provides superior opportunities.
1079,1233,2025-01-31,4,The workplace culture is excellent. Management really acts on to our feedback.
1080,1804,2023-06-23,3,average satisfaction with my current role and responsibilities.
1081,1934,2024-12-22,3,"The team dynamics are alright, but we could use more collaboration."
1082,1899,2025-03-18,5,I'm very satisfied with my role. The unit is helpful and provides excellent opportunities.
1083,1779,2025-05-13,4,wonderful benefits and compensation package. I feel well rewarded for my work.
1084,1220,2023-06-24,5,Our department has outstanding leadership and clear communication channels.
1085,1213,2024-04-12,5,Our department has fantastic leadership and clear communication channels.
1086,1233,2016-09-21,5,The work environment culture is great. Management really listens to our feedback.
1087,1824,2021-09-22,5,The work environment culture is excellent. Management really responds to our feedback.
1088,1343,2020-07-04,3,moderate satisfaction with my current role and responsibilities.
1089,1840,2024-08-10,3,The work environment is satisfactory. Some processes could be more efficient.
1090,1708,2021-02-08,5,I feel respected in my position. The work-life balance is exceptional.
1091,1850,2024-09-17,3,"Work-life balance is tolerable, though there's room for improvement."
1092,1372,2025-01-19,4,I'm very satisfied with my role. The department is collaborative and provides excellent opportunities.
1093,1454,2017-01-27,2,Company culture needs significant improvement. Morale is concerning.
1094,1457,2022-08-11,4,I feel recognized in my position. The work-life balance is superior.
1095,1917,2023-07-21,5,The work environment culture is fantastic. Management really listens to our feedback.
1096,1226,2023-03-02,3,"The team dynamics are fine, but we could use more collaboration."
1097,1547,2024-10-24,5,The office culture is outstanding. Management really listens to our feedback.
1098,1424,2024-12-28,2,Company culture needs significant improvement. Morale is declining.
1099,1435,2020-03-17,5,I feel respected in my position. The work-life balance is excellent.
1100,1814,2022-12-13,5,Our department has fantastic leadership and clear communication channels.
1101,1171,2019-06-03,4,I'm very satisfied with my role. The team is encouraging and provides exceptional opportunities.
1102,1637,2018-06-27,1,Work-life balance is awful. Too many overtime hours required.
1103,1008,2025-03-25,5,I'm very satisfied with my role. The department is collaborative and provides excellent opportunities.
1104,1730,2021-07-27,5,Our department has outstanding leadership and clear communication channels.
1105,1382,2022-04-08,5,I'm very satisfied with my role. The unit is collaborative and provides exceptional opportunities.
1106,1401,2024-07-15,5,The company culture is outstanding. Management really acts on to our feedback.
1107,1664,2023-11-27,5,I'm very satisfied with my role. The group is supportive and provides superior opportunities.
1108,1172,2019-03-30,3,"The team dynamics are fine, but we could use more collaboration."
1109,1583,2023-03-12,4,I feel valued in my position. The work-life balance is exceptional.
1110,1201,2024-12-11,5,The workplace culture is fantastic. Management really listens to our feedback.
1111,1634,2024-10-30,5,I'm very satisfied with my role. The group is encouraging and provides superior opportunities.
1112,1436,2020-01-16,4,Our department has outstanding leadership and clear communication channels.
1113,1954,2021-04-02,2,Limited growth opportunities and lacking communication from management.
1114,1677,2021-08-02,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1115,1403,2023-02-04,2,Feeling overworked and anxious due to high workload.
1116,1166,2024-12-31,3,The work environment is satisfactory. Some processes could be more efficient.
1117,1387,2021-07-05,4,I feel appreciated in my position. The work-life balance is exceptional.
1118,1635,2020-02-21,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1119,1535,2021-10-28,3,moderate satisfaction with my current role and responsibilities.
1120,1754,2024-05-20,5,excellent benefits and compensation package. I feel well rewarded for my work.
1121,1997,2024-01-13,4,I'm very satisfied with my role. The group is encouraging and provides excellent opportunities.
1122,1608,2024-06-16,5,I'm very satisfied with my role. The department is encouraging and provides wonderful opportunities.
1123,1859,2016-05-07,5,I'm very satisfied with my role. The department is supportive and provides wonderful opportunities.
1124,1653,2024-11-12,4,Our department has great leadership and clear communication channels.
1125,1268,2024-09-09,3,"Work-life balance is manageable, though there's room for improvement."
1126,1237,2021-02-17,4,I'm very satisfied with my role. The group is encouraging and provides wonderful opportunities.
1127,1931,2021-10-22,3,"The team dynamics are fine, but we could use more collaboration."
1128,1041,2025-04-19,5,excellent benefits and compensation package. I feel well rewarded for my work.
1129,1131,2025-04-01,5,I feel respected in my position. The work-life balance is wonderful.
1130,1198,2020-08-01,5,The workplace culture is excellent. Management really listens to our feedback.
1131,1508,2025-05-03,4,I'm very satisfied with my role. The department is collaborative and provides wonderful opportunities.
1132,1985,2025-04-11,4,I'm very satisfied with my role. The group is collaborative and provides excellent opportunities.
1133,1875,2017-02-21,3,"The team dynamics are alright, but we could use more collaboration."
1134,1159,2022-04-07,2,insufficient support and resources to perform effectively.
1135,1344,2023-05-15,5,I feel valued in my position. The work-life balance is superior.
1136,1338,2017-05-27,5,Our department has outstanding leadership and clear communication channels.
1137,1796,2024-02-22,4,I feel valued in my position. The work-life balance is excellent.
1138,1343,2022-03-02,3,"Management is fair, but communication could be improved."
1139,1630,2025-04-04,4,Our department has great leadership and clear communication channels.
1140,1656,2016-06-17,4,superior benefits and compensation package. I feel well rewarded for my work.
1141,1336,2025-03-02,4,Our department has fantastic leadership and clear communication channels.
1142,1753,2024-09-26,5,I'm very satisfied with my role. The department is helpful and provides exceptional opportunities.
1143,1514,2021-06-09,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1144,1989,2025-01-12,4,superior benefits and compensation package. I feel well rewarded for my work.
1145,1917,2022-08-09,2,Company culture needs significant improvement. Morale is declining.
1146,1051,2024-03-09,4,superior benefits and compensation package. I feel well rewarded for my work.
1147,1370,2022-07-18,1,Company culture needs significant improvement. Morale is low.
1148,1932,2024-05-28,3,"Work-life balance is satisfactory, though there's room for improvement."
1149,1260,2021-01-02,4,wonderful benefits and compensation package. I feel well rewarded for my work.
1150,1447,2025-04-18,5,The work environment culture is outstanding. Management really acts on to our feedback.
1151,1260,2019-08-25,3,"The team dynamics are alright, but we could use more collaboration."
1152,1825,2025-04-06,5,I feel appreciated in my position. The work-life balance is superior.
1153,1292,2024-08-10,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1154,1792,2025-04-14,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1155,1724,2022-01-10,2,Feeling overworked and stressed due to high workload.
1156,1312,2020-07-23,4,excellent benefits and compensation package. I feel well rewarded for my work.
1157,1930,2021-08-05,4,I'm very satisfied with my role. The unit is collaborative and provides exceptional opportunities.
1158,1358,2016-12-28,4,Our department has fantastic leadership and clear communication channels.
1159,1371,2023-02-01,5,I'm very satisfied with my role. The department is encouraging and provides wonderful opportunities.
1160,1639,2024-10-01,4,Our department has excellent leadership and clear communication channels.
1161,1865,2024-01-23,1,Company culture needs significant improvement. Morale is low.
1162,1705,2023-05-04,5,I feel respected in my position. The work-life balance is excellent.
1163,1177,2024-03-04,4,Our department has outstanding leadership and clear communication channels.
1164,1290,2024-07-29,5,I'm very satisfied with my role. The unit is helpful and provides wonderful opportunities.
1165,1288,2022-05-05,3,"Management is moderate, but communication could be improved."
1166,1398,2024-03-16,4,I'm very satisfied with my role. The unit is encouraging and provides wonderful opportunities.
1167,1036,2016-08-27,5,I'm very satisfied with my role. The unit is supportive and provides excellent opportunities.
1168,1945,2022-06-29,1,Limited growth opportunities and poor communication from management.
1169,1466,2018-08-01,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1170,1892,2024-11-03,5,The work environment culture is excellent. Management really responds to our feedback.
1171,1322,2018-08-08,5,I feel appreciated in my position. The work-life balance is exceptional.
1172,1873,2019-09-06,2,insufficient support and resources to perform effectively.
1173,1862,2017-07-13,5,excellent benefits and compensation package. I feel well rewarded for my work.
1174,1888,2023-05-18,4,Our department has excellent leadership and clear communication channels.
1175,1233,2023-11-20,4,I feel respected in my position. The work-life balance is exceptional.
1176,1705,2021-07-03,5,I'm very satisfied with my role. The group is collaborative and provides superior opportunities.
1177,1018,2018-03-26,4,I'm very satisfied with my role. The unit is collaborative and provides wonderful opportunities.
1178,1483,2022-02-07,4,The company culture is excellent. Management really listens to our feedback.
1179,1729,2023-08-26,4,Our department has great leadership and clear communication channels.
1180,1354,2021-09-06,3,average satisfaction with my current role and responsibilities.
1181,1974,2021-01-05,4,wonderful benefits and compensation package. I feel well rewarded for my work.
1182,1449,2025-02-15,3,"Management is fair, but communication could be improved."
1183,1294,2023-07-15,5,I feel respected in my position. The work-life balance is wonderful.
1184,1013,2024-10-24,4,I feel valued in my position. The work-life balance is excellent.
1185,1781,2025-04-30,4,The office culture is outstanding. Management really listens to our feedback.
1186,1014,2020-09-15,1,Work-life balance is unacceptable. Too many overtime hours required.
1187,1170,2023-09-07,3,The work environment is satisfactory. Some processes could be more efficient.
1188,1910,2023-05-21,3,"The team dynamics are average, but we could use more collaboration."
1189,1710,2024-03-08,5,I'm very satisfied with my role. The team is encouraging and provides excellent opportunities.
1190,1817,2024-09-30,5,The workplace culture is excellent. Management really responds to our feedback.
1191,1706,2023-01-14,4,I feel recognized in my position. The work-life balance is superior.
1192,1399,2019-09-13,5,Our department has excellent leadership and clear communication channels.
1193,1065,2024-04-29,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1194,1158,2023-02-09,3,"Management is acceptable, but communication could be improved."
1195,1282,2024-09-05,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1196,1514,2023-11-03,4,wonderful benefits and compensation package. I feel well rewarded for my work.
1197,1604,2022-10-11,4,Our department has great leadership and clear communication channels.
1198,1925,2025-04-27,5,Our department has great leadership and clear communication channels.
1199,1889,2022-09-26,4,I feel recognized in my position. The work-life balance is excellent.
1200,1030,2021-07-17,5,Our department has excellent leadership and clear communication channels.
1201,1126,2025-04-11,4,The office culture is fantastic. Management really considers to our feedback.
1202,1225,2020-07-22,5,I'm very satisfied with my role. The group is collaborative and provides wonderful opportunities.
1203,1410,2024-11-09,5,I'm very satisfied with my role. The group is helpful and provides superior opportunities.
1204,1247,2025-03-12,4,I'm very satisfied with my role. The group is helpful and provides wonderful opportunities.
1205,1314,2023-12-21,5,I'm very satisfied with my role. The unit is collaborative and provides wonderful opportunities.
1206,1560,2024-09-03,5,Our department has outstanding leadership and clear communication channels.
1207,1620,2024-01-26,3,"The team dynamics are standard, but we could use more collaboration."
1208,1738,2021-03-17,5,superior benefits and compensation package. I feel well rewarded for my work.
1209,1668,2023-08-11,5,I feel appreciated in my position. The work-life balance is excellent.
1210,1616,2019-04-02,4,The company culture is excellent. Management really considers to our feedback.
1211,1900,2024-07-08,5,excellent benefits and compensation package. I feel well rewarded for my work.
1212,1338,2019-05-09,4,I feel valued in my position. The work-life balance is exceptional.
1213,1949,2024-01-13,3,The work environment is okay. Some processes could be more efficient.
1214,1867,2021-05-21,5,superior benefits and compensation package. I feel well rewarded for my work.
1215,1342,2025-03-19,1,Work-life balance is terrible. Too many overtime hours required.
1216,1637,2018-07-21,1,Feeling exhausted and anxious due to high workload.
1217,1870,2022-12-20,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1218,1051,2024-05-15,5,excellent benefits and compensation package. I feel well rewarded for my work.
1219,1743,2022-01-03,5,superior benefits and compensation package. I feel well rewarded for my work.
1220,1665,2022-04-14,4,Our department has great leadership and clear communication channels.
1221,1134,2020-03-27,1,poor support and resources to perform effectively.
1222,1965,2019-03-06,4,I'm very satisfied with my role. The team is supportive and provides superior opportunities.
1223,1730,2022-02-09,5,I feel respected in my position. The work-life balance is superior.
1224,1166,2025-02-08,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1225,1168,2022-02-05,5,Our department has excellent leadership and clear communication channels.
1226,1811,2022-05-26,3,"The team dynamics are fine, but we could use more collaboration."
1227,1482,2023-03-23,2,Feeling overwhelmed and stressed due to high workload.
1228,1202,2018-04-22,5,I feel appreciated in my position. The work-life balance is wonderful.
1229,1162,2024-12-20,4,superior benefits and compensation package. I feel well rewarded for my work.
1230,1360,2025-03-23,5,superior benefits and compensation package. I feel well rewarded for my work.
1231,1516,2023-12-05,4,I feel appreciated in my position. The work-life balance is excellent.
1232,1776,2016-08-03,5,The office culture is fantastic. Management really acts on to our feedback.
1233,1307,2022-09-12,4,The workplace culture is outstanding. Management really listens to our feedback.
1234,1753,2025-01-14,4,The work environment culture is great. Management really acts on to our feedback.
1235,1032,2023-07-07,3,The work environment is reasonable. Some processes could be more efficient.
1236,1104,2022-08-04,4,I feel respected in my position. The work-life balance is superior.
1237,1416,2024-05-08,4,I feel recognized in my position. The work-life balance is superior.
1238,1035,2018-04-13,4,I'm very satisfied with my role. The department is supportive and provides excellent opportunities.
1239,1212,2022-12-28,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1240,1353,2020-10-02,5,The office culture is outstanding. Management really listens to our feedback.
1241,1913,2023-02-04,3,"Management is acceptable, but communication could be improved."
1242,1846,2023-09-21,5,I'm very satisfied with my role. The department is supportive and provides exceptional opportunities.
1243,1963,2022-06-20,1,Feeling burned out and pressured due to high workload.
1244,1234,2020-12-29,3,"Work-life balance is acceptable, though there's room for improvement."
1245,1154,2020-07-07,1,Company culture needs significant improvement. Morale is declining.
1246,1221,2020-10-17,3,"The team dynamics are average, but we could use more collaboration."
1247,1021,2024-02-28,4,The work environment culture is outstanding. Management really responds to our feedback.
1248,1463,2020-11-03,4,I'm very satisfied with my role. The department is collaborative and provides superior opportunities.
1249,1885,2021-03-17,5,Our department has great leadership and clear communication channels.
1250,1960,2019-09-30,5,I feel appreciated in my position. The work-life balance is exceptional.
1251,1366,2019-07-02,1,Feeling burned out and stressed due to high workload.
1252,1915,2021-08-12,5,excellent benefits and compensation package. I feel well rewarded for my work.
1253,1816,2021-01-24,3,"Management is acceptable, but communication could be improved."
1254,1931,2024-10-28,4,wonderful benefits and compensation package. I feel well rewarded for my work.
1255,1405,2017-10-08,3,typical satisfaction with my current role and responsibilities.
1256,1907,2023-08-11,4,The company culture is great. Management really acts on to our feedback.
1257,1832,2019-09-16,3,"The team dynamics are average, but we could use more collaboration."
1258,1664,2025-05-21,5,The company culture is great. Management really acts on to our feedback.
1259,1053,2018-06-30,4,I feel valued in my position. The work-life balance is exceptional.
1260,1900,2024-08-06,2,Work-life balance is poor. Too many overtime hours required.
1261,1240,2022-02-09,3,typical satisfaction with my current role and responsibilities.
1262,1557,2024-10-28,4,Our department has outstanding leadership and clear communication channels.
1263,1250,2024-09-27,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1264,1202,2017-06-15,3,moderate satisfaction with my current role and responsibilities.
1265,1708,2024-10-12,4,Our department has excellent leadership and clear communication channels.
1266,1066,2021-04-25,5,Our department has great leadership and clear communication channels.
1267,1483,2023-08-15,4,I'm very satisfied with my role. The group is supportive and provides superior opportunities.
1268,1745,2020-07-29,4,superior benefits and compensation package. I feel well rewarded for my work.
1269,1973,2022-08-29,3,"Management is acceptable, but communication could be improved."
1270,1687,2021-06-19,4,excellent benefits and compensation package. I feel well rewarded for my work.
1271,1598,2023-05-12,4,Our department has fantastic leadership and clear communication channels.
1272,1966,2018-10-20,4,The workplace culture is excellent. Management really acts on to our feedback.
1273,1135,2025-05-04,5,Our department has excellent leadership and clear communication channels.
1274,1145,2020-07-10,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1275,1515,2025-01-30,4,I'm very satisfied with my role. The unit is collaborative and provides wonderful opportunities.
1276,1986,2025-05-23,5,I feel respected in my position. The work-life balance is exceptional.
1277,1409,2024-12-14,5,I feel valued in my position. The work-life balance is wonderful.
1278,1649,2016-12-19,2,lacking support and resources to perform effectively.
1279,1751,2022-02-03,4,Our department has outstanding leadership and clear communication channels.
1280,1410,2025-04-07,5,excellent benefits and compensation package. I feel well rewarded for my work.
1281,1445,2023-07-28,5,I'm very satisfied with my role. The group is helpful and provides superior opportunities.
1282,1687,2023-10-10,3,The work environment is adequate. Some processes could be more efficient.
1283,1257,2023-05-05,4,I feel respected in my position. The work-life balance is superior.
1284,1985,2023-02-03,5,The workplace culture is outstanding. Management really responds to our feedback.
1285,1777,2019-10-29,4,I feel respected in my position. The work-life balance is excellent.
1286,1115,2023-06-14,1,Company culture needs significant improvement. Morale is concerning.
1287,1100,2024-08-03,3,"Work-life balance is tolerable, though there's room for improvement."
1288,1344,2023-10-31,4,I'm very satisfied with my role. The team is supportive and provides superior opportunities.
1289,1617,2025-01-18,5,I feel valued in my position. The work-life balance is superior.
1290,1555,2018-01-24,3,The work environment is satisfactory. Some processes could be more efficient.
1291,1414,2024-03-17,3,"Management is decent, but communication could be improved."
1292,1853,2021-10-05,4,Our department has great leadership and clear communication channels.
1293,1633,2018-12-27,4,The office culture is excellent. Management really listens to our feedback.
1294,1428,2022-10-05,4,The company culture is great. Management really acts on to our feedback.
1295,1737,2021-02-06,4,The work environment culture is outstanding. Management really acts on to our feedback.
1296,1859,2017-01-31,3,"The team dynamics are alright, but we could use more collaboration."
1297,1523,2018-11-15,3,"Work-life balance is satisfactory, though there's room for improvement."
1298,1402,2024-07-16,3,standard satisfaction with my current role and responsibilities.
1299,1167,2024-09-01,4,I'm very satisfied with my role. The department is collaborative and provides wonderful opportunities.
1300,1004,2024-03-25,4,excellent benefits and compensation package. I feel well rewarded for my work.
1301,1630,2025-04-18,5,I'm very satisfied with my role. The unit is helpful and provides superior opportunities.
1302,1378,2022-09-13,1,Limited growth opportunities and poor communication from management.
1303,1400,2025-02-06,3,standard satisfaction with my current role and responsibilities.
1304,1173,2024-04-28,5,I feel valued in my position. The work-life balance is wonderful.
1305,1706,2023-07-27,5,I'm very satisfied with my role. The group is helpful and provides excellent opportunities.
1306,1253,2021-04-07,3,The work environment is okay. Some processes could be more efficient.
1307,1364,2024-06-25,5,I feel respected in my position. The work-life balance is exceptional.
1308,1790,2020-07-20,4,Our department has fantastic leadership and clear communication channels.
1309,1004,2024-03-14,5,I'm very satisfied with my role. The team is collaborative and provides wonderful opportunities.
1310,1788,2021-05-10,5,I feel appreciated in my position. The work-life balance is excellent.
1311,1468,2022-10-16,4,Our department has outstanding leadership and clear communication channels.
1312,1112,2024-02-08,5,Our department has outstanding leadership and clear communication channels.
1313,1118,2022-08-28,4,excellent benefits and compensation package. I feel well rewarded for my work.
1314,1960,2017-11-15,1,lacking support and resources to perform effectively.
1315,1094,2019-02-10,5,The company culture is outstanding. Management really acts on to our feedback.
1316,1075,2025-05-09,4,superior benefits and compensation package. I feel well rewarded for my work.
1317,1663,2021-12-20,3,average satisfaction with my current role and responsibilities.
1318,1905,2022-10-06,5,I feel respected in my position. The work-life balance is exceptional.
1319,1109,2019-06-08,5,excellent benefits and compensation package. I feel well rewarded for my work.
1320,1697,2021-12-28,3,"The team dynamics are standard, but we could use more collaboration."
1321,1162,2025-03-27,5,I'm very satisfied with my role. The team is helpful and provides wonderful opportunities.
1322,1433,2023-01-16,4,Our department has outstanding leadership and clear communication channels.
1323,1083,2024-10-11,3,"Work-life balance is manageable, though there's room for improvement."
1324,1898,2024-07-11,5,I feel valued in my position. The work-life balance is excellent.
1325,1090,2023-11-14,3,"Management is decent, but communication could be improved."
1326,1685,2024-07-30,5,excellent benefits and compensation package. I feel well rewarded for my work.
1327,1708,2025-01-28,5,I feel appreciated in my position. The work-life balance is excellent.
1328,1836,2025-02-16,5,I feel valued in my position. The work-life balance is wonderful.
1329,1959,2018-08-31,3,The work environment is satisfactory. Some processes could be more efficient.
1330,1674,2021-07-18,4,I'm very satisfied with my role. The group is supportive and provides excellent opportunities.
1331,1666,2025-03-12,4,superior benefits and compensation package. I feel well rewarded for my work.
1332,1674,2023-02-28,4,I feel valued in my position. The work-life balance is wonderful.
1333,1003,2017-03-04,3,"Work-life balance is tolerable, though there's room for improvement."
1334,1457,2022-06-28,5,I'm very satisfied with my role. The department is supportive and provides superior opportunities.
1335,1727,2017-10-02,4,Our department has fantastic leadership and clear communication channels.
1336,1570,2022-12-25,5,I feel recognized in my position. The work-life balance is superior.
1337,1447,2019-10-13,2,Limited growth opportunities and inadequate communication from management.
1338,1810,2024-10-10,3,"Work-life balance is satisfactory, though there's room for improvement."
1339,1025,2023-04-03,5,I'm very satisfied with my role. The unit is helpful and provides excellent opportunities.
1340,1975,2016-01-17,5,The office culture is outstanding. Management really acts on to our feedback.
1341,1975,2016-01-21,5,I feel valued in my position. The work-life balance is wonderful.
1342,1698,2025-04-27,3,moderate satisfaction with my current role and responsibilities.
1343,1100,2020-03-12,3,The work environment is satisfactory. Some processes could be more efficient.
1344,1105,2021-06-28,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1345,1942,2024-06-26,5,The company culture is fantastic. Management really acts on to our feedback.
1346,1332,2021-06-27,4,exceptional benefits and compensation package. I feel well rewarded for my work.
1347,1921,2021-06-26,5,I feel respected in my position. The work-life balance is exceptional.
1348,1701,2017-12-07,4,I'm very satisfied with my role. The group is collaborative and provides wonderful opportunities.
1349,1864,2024-08-05,5,I feel appreciated in my position. The work-life balance is superior.
1350,1263,2025-01-06,2,insufficient support and resources to perform effectively.
1351,1486,2021-10-29,3,"The team dynamics are standard, but we could use more collaboration."
1352,1742,2023-11-06,3,"The team dynamics are alright, but we could use more collaboration."
1353,1202,2024-10-25,5,Our department has excellent leadership and clear communication channels.
1354,1420,2021-07-21,4,I'm very satisfied with my role. The department is helpful and provides excellent opportunities.
1355,1397,2021-08-11,4,The company culture is outstanding. Management really acts on to our feedback.
1356,1678,2023-05-18,4,I'm very satisfied with my role. The group is encouraging and provides exceptional opportunities.
1357,1758,2023-08-01,4,The company culture is outstanding. Management really responds to our feedback.
1358,1445,2023-10-21,3,"Management is moderate, but communication could be improved."
1359,1564,2024-09-19,5,I feel valued in my position. The work-life balance is superior.
1360,1417,2021-10-22,1,Feeling overwhelmed and tense due to high workload.
1361,1956,2025-01-24,4,I'm very satisfied with my role. The unit is supportive and provides excellent opportunities.
1362,1638,2022-08-10,2,Feeling overwhelmed and stressed due to high workload.
1363,1183,2023-10-06,4,Our department has excellent leadership and clear communication channels.
1364,1399,2020-10-17,1,Company culture needs significant improvement. Morale is low.
1365,1488,2020-08-02,4,The work environment culture is fantastic. Management really listens to our feedback.
1366,1724,2018-07-01,5,I'm very satisfied with my role. The group is helpful and provides superior opportunities.
1367,1468,2024-03-19,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1368,1901,2025-03-12,5,Our department has excellent leadership and clear communication channels.
1369,1798,2019-12-26,5,Our department has outstanding leadership and clear communication channels.
1370,1855,2023-06-27,5,I'm very satisfied with my role. The unit is supportive and provides excellent opportunities.
1371,1734,2024-07-02,5,I feel valued in my position. The work-life balance is wonderful.
1372,1566,2023-12-03,5,The workplace culture is excellent. Management really considers to our feedback.
1373,1038,2023-12-05,5,I feel recognized in my position. The work-life balance is wonderful.
1374,1614,2023-11-17,2,poor support and resources to perform effectively.
1375,1610,2024-11-28,2,Company culture needs significant improvement. Morale is poor.
1376,1957,2024-07-23,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1377,1197,2025-03-10,5,I feel valued in my position. The work-life balance is wonderful.
1378,1894,2025-03-18,5,The workplace culture is outstanding. Management really responds to our feedback.
1379,1989,2024-02-12,5,superior benefits and compensation package. I feel well rewarded for my work.
1380,1614,2024-01-28,5,Our department has great leadership and clear communication channels.
1381,1840,2023-09-17,5,Our department has great leadership and clear communication channels.
1382,1982,2019-05-06,4,excellent benefits and compensation package. I feel well rewarded for my work.
1383,1817,2025-01-17,4,Our department has excellent leadership and clear communication channels.
1384,1326,2021-03-10,5,exceptional benefits and compensation package. I feel well rewarded for my work.
1385,1788,2023-02-20,4,I feel valued in my position. The work-life balance is wonderful.
1386,1564,2025-04-27,3,typical satisfaction with my current role and responsibilities.
1387,1031,2024-12-13,4,The company culture is fantastic. Management really acts on to our feedback.
1388,1977,2025-03-28,1,Company culture needs significant improvement. Morale is declining.
1389,1420,2019-08-20,3,"The team dynamics are standard, but we could use more collaboration."
1390,1977,2018-09-16,5,wonderful benefits and compensation package. I feel well rewarded for my work.
1391,1811,2022-03-25,4,I'm very satisfied with my role. The team is encouraging and provides wonderful opportunities.
1392,1794,2024-08-11,4,I'm very satisfied with my role. The department is encouraging and provides excellent opportunities.
1393,1484,2021-02-25,5,I feel respected in my position. The work-life balance is exceptional.
1394,1786,2022-09-05,3,"Work-life balance is satisfactory, though there's room for improvement."
1395,1732,2020-10-03,4,The work environment culture is excellent. Management really acts on to our feedback.
1396,1924,2018-03-01,1,insufficient support and resources to perform effectively.
1397,1702,2022-06-29,4,wonderful benefits and compensation package. I feel well rewarded for my work.
1398,1713,2021-10-05,5,I feel appreciated in my position. The work-life balance is excellent.
1399,1822,2022-03-02,3,The work environment is satisfactory. Some processes could be more efficient.
1400,1856,2018-10-15,3,"Work-life balance is satisfactory, though there's room for improvement."
