REGION,CATEGORIA,PRODUCTO,VALOR,DATA_TYPE,FECHA,LOWER_BOUND,UPPER_BOUND
Tolima,Agua,Agua Sin Gas 1L x 1uds,0.178,ACTUAL,2024-01-01,,
Tolima,Bebida de Té,Té Verde 300mL x 6uds,0.0828,ACTUAL,2024-01-01,,
Tolima,Jugo,Jugo Manzana 2000mL x 24uds,5.088,ACTUAL,2024-01-01,,
Tolima,Jugo,Jugo Naranja 2000mL x 24uds,3.072,ACTUAL,2024-01-01,,
Tolima,Agua,Agua con Gas 5L x 1uds,0.58,ACTUAL,2024-01-01,,
Tolima,Jugo,Jugo Lima 2000mL x 12uds,5.712,ACTUAL,2024-01-01,,
Tolima,Bebida de Té,Té Verde 500mL x 12uds,0.252,ACTUAL,2024-01-01,,
Tolima,Jugo,Jugo Lima 1000mL x 6uds,0.348,ACTUAL,2024-01-01,,
Tolima,Gaseosa,Cola 600mL x 24uds,1.4112,ACTUAL,2024-01-01,,
Santander,Jugo,Jugo Lima 1000mL x 6uds,0.888,ACTUAL,2024-01-01,,
Santander,Bebida de Té,Té Negro 500mL x 6uds,0.12,ACTUAL,2024-01-01,,
Santander,Gaseosa,Uva 600mL x 24uds,3.3408,ACTUAL,2024-01-01,,
Santander,Agua,Agua Sin Gas 1L x 6uds,1.92,ACTUAL,2024-01-01,,
Santander,Agua,Agua con Gas 500mL x 6uds,0.048,ACTUAL,2024-01-01,,
Meta,Agua,Agua con Gas 5L x 1uds,0.36,ACTUAL,2024-01-01,,
Tolima,Bebida de Té,Té Negro 500mL x 6uds,0.306,ACTUAL,2024-01-01,,
Valle del Cauca,Agua,Agua Sin Gas 1L x 6uds,4.368,ACTUAL,2024-01-01,,
Valle del Cauca,Agua,Agua Sin Gas 1L x 1uds,0.392,ACTUAL,2024-01-01,,
Valle del Cauca,Agua,Agua con Gas 500mL x 6uds,1.236,ACTUAL,2024-01-01,,
Valle del Cauca,Bebida de Té,Té Verde 300mL x 6uds,0.6156,ACTUAL,2024-01-01,,
Valle del Cauca,Bebida de Té,Té Verde 500mL x 12uds,2.16,ACTUAL,2024-01-01,,
Valle del Cauca,Bebida Energética,Power Up 500mL x 6uds,1.224,ACTUAL,2024-01-01,,
Valle del Cauca,Gaseosa,Cola 600mL x 24uds,4.8384,ACTUAL,2024-01-01,,
Valle del Cauca,Bebida de Té,Té Negro 500mL x 6uds,0.786,ACTUAL,2024-01-01,,
Valle del Cauca,Jugo,Jugo Naranja 2000mL x 24uds,33.696,ACTUAL,2024-01-01,,
Valle del Cauca,Agua,Agua con Gas 5L x 1uds,2.95,ACTUAL,2024-01-01,,
Valle del Cauca,Gaseosa,Uva 600mL x 24uds,3.744,ACTUAL,2024-01-01,,
Valle del Cauca,Jugo,Jugo Lima 2000mL x 12uds,13.968,ACTUAL,2024-01-01,,
Valle del Cauca,Jugo,Jugo Lima 1000mL x 6uds,2.136,ACTUAL,2024-01-01,,
Valle del Cauca,Jugo,Jugo Manzana 2000mL x 24uds,18.432,ACTUAL,2024-01-01,,
Meta,Agua,Agua con Gas 500mL x 6uds,0.342,ACTUAL,2024-01-01,,
Norte de Santander,Jugo,Jugo Naranja 2000mL x 24uds,15.168,ACTUAL,2024-01-01,,
Norte de Santander,Agua,Agua con Gas 5L x 1uds,0.47,ACTUAL,2024-01-01,,
Norte de Santander,Agua,Agua Sin Gas 1L x 1uds,0.076,ACTUAL,2024-01-01,,
Norte de Santander,Bebida de Té,Té Negro 500mL x 6uds,0.396,ACTUAL,2024-01-01,,
Meta,Gaseosa,Uva 600mL x 24uds,0.288,ACTUAL,2024-01-01,,
Meta,Jugo,Jugo Lima 1000mL x 6uds,0.012,ACTUAL,2024-01-01,,
Meta,Bebida de Té,Té Verde 500mL x 12uds,0.54,ACTUAL,2024-01-01,,
Meta,Gaseosa,Cola 600mL x 24uds,0.7488,ACTUAL,2024-01-01,,
Santander,Jugo,Jugo Lima 2000mL x 12uds,2.976,ACTUAL,2024-01-01,,
Meta,Bebida de Té,Té Negro 500mL x 6uds,0.15,ACTUAL,2024-01-01,,
Meta,Agua,Agua Sin Gas 1L x 6uds,0.696,ACTUAL,2024-01-01,,
Meta,Jugo,Jugo Lima 2000mL x 12uds,0.912,ACTUAL,2024-01-01,,
Meta,Bebida Energética,Power Up 500mL x 6uds,0.138,ACTUAL,2024-01-01,,
Meta,Bebida de Té,Té Verde 300mL x 6uds,0.1224,ACTUAL,2024-01-01,,
Meta,Jugo,Jugo Manzana 2000mL x 24uds,2.016,ACTUAL,2024-01-01,,
Santander,Bebida Energética,Power Up 500mL x 6uds,0.582,ACTUAL,2024-01-01,,
Norte de Santander,Bebida de Té,Té Verde 500mL x 12uds,0.636,ACTUAL,2024-01-01,,
Norte de Santander,Jugo,Jugo Lima 1000mL x 6uds,0.48,ACTUAL,2024-01-01,,
Santander,Agua,Agua Sin Gas 1L x 1uds,0.152,ACTUAL,2024-01-01,,
Santander,Jugo,Jugo Naranja 2000mL x 24uds,17.376,ACTUAL,2024-01-01,,
Santander,Gaseosa,Cola 600mL x 24uds,0.0288,ACTUAL,2024-01-01,,
Santander,Agua,Agua con Gas 5L x 1uds,1.35,ACTUAL,2024-01-01,,
Santander,Bebida de Té,Té Verde 500mL x 12uds,1.476,ACTUAL,2024-01-01,,
Santander,Jugo,Jugo Manzana 2000mL x 24uds,11.712,ACTUAL,2024-01-01,,
Santander,Bebida de Té,Té Verde 300mL x 6uds,0.1368,ACTUAL,2024-01-01,,
Norte de Santander,Jugo,Jugo Lima 2000mL x 12uds,1.584,ACTUAL,2024-01-01,,
Norte de Santander,Agua,Agua Sin Gas 1L x 6uds,1.44,ACTUAL,2024-01-01,,
Norte de Santander,Bebida de Té,Té Verde 300mL x 6uds,0.252,ACTUAL,2024-01-01,,
Norte de Santander,Gaseosa,Uva 600mL x 24uds,0.0576,ACTUAL,2024-01-01,,
Norte de Santander,Jugo,Jugo Manzana 2000mL x 24uds,2.304,ACTUAL,2024-01-01,,
Norte de Santander,Bebida Energética,Power Up 500mL x 6uds,0.138,ACTUAL,2024-01-01,,
Norte de Santander,Gaseosa,Cola 600mL x 24uds,0.2592,ACTUAL,2024-01-01,,
Santander,Bebida Energética,Power Up 500mL x 6uds,0.744,ACTUAL,2023-12-01,,
Santander,Bebida de Té,Té Negro 500mL x 6uds,0.432,ACTUAL,2023-12-01,,
Tolima,Bebida de Té,Té Negro 500mL x 6uds,0.228,ACTUAL,2023-12-01,,
Tolima,Agua,Agua Sin Gas 1L x 6uds,0.408,ACTUAL,2023-12-01,,
Tolima,Bebida de Té,Té Verde 500mL x 12uds,0.456,ACTUAL,2023-12-01,,
Tolima,Agua,Agua con Gas 500mL x 6uds,0.366,ACTUAL,2023-12-01,,
Tolima,Gaseosa,Cola 600mL x 24uds,0.3456,ACTUAL,2023-12-01,,
Tolima,Agua,Agua con Gas 5L x 1uds,0.93,ACTUAL,2023-12-01,,
Tolima,Bebida Energética,Power Up 500mL x 6uds,0.222,ACTUAL,2023-12-01,,
Tolima,Bebida de Té,Té Verde 300mL x 6uds,0.1764,ACTUAL,2023-12-01,,
Santander,Bebida de Té,Té Verde 300mL x 6uds,0.3024,ACTUAL,2023-12-01,,
Santander,Gaseosa,Uva 600mL x 24uds,2.2464,ACTUAL,2023-12-01,,
Santander,Agua,Agua Sin Gas 1L x 6uds,3.684,ACTUAL,2023-12-01,,
Santander,Gaseosa,Cola 600mL x 24uds,1.872,ACTUAL,2023-12-01,,
Santander,Jugo,Jugo Lima 1000mL x 6uds,1.224,ACTUAL,2023-12-01,,
Santander,Jugo,Jugo Lima 2000mL x 12uds,3.264,ACTUAL,2023-12-01,,
Santander,Agua,Agua con Gas 500mL x 6uds,0.414,ACTUAL,2023-12-01,,
Santander,Agua,Agua con Gas 5L x 1uds,1.11,ACTUAL,2023-12-01,,
Santander,Jugo,Jugo Manzana 2000mL x 24uds,2.4,ACTUAL,2023-12-01,,
Santander,Bebida de Té,Té Verde 500mL x 12uds,0.816,ACTUAL,2023-12-01,,
Santander,Agua,Agua Sin Gas 1L x 1uds,0.156,ACTUAL,2023-12-01,,
Valle del Cauca,Agua,Agua Sin Gas 1L x 1uds,0.476,ACTUAL,2023-12-01,,
Norte de Santander,Gaseosa,Uva 600mL x 24uds,1.4112,ACTUAL,2023-12-01,,
Valle del Cauca,Gaseosa,Cola 600mL x 24uds,2.016,ACTUAL,2023-12-01,,
Valle del Cauca,Agua,Agua con Gas 500mL x 6uds,0.984,ACTUAL,2023-12-01,,
Valle del Cauca,Agua,Agua con Gas 5L x 1uds,3.12,ACTUAL,2023-12-01,,
Valle del Cauca,Bebida Energética,Power Up 500mL x 6uds,1.026,ACTUAL,2023-12-01,,
Valle del Cauca,Agua,Agua Sin Gas 1L x 6uds,5.712,ACTUAL,2023-12-01,,
Valle del Cauca,Bebida de Té,Té Negro 500mL x 6uds,1.122,ACTUAL,2023-12-01,,
Valle del Cauca,Bebida de Té,Té Verde 500mL x 12uds,2.352,ACTUAL,2023-12-01,,
Valle del Cauca,Bebida de Té,Té Verde 300mL x 6uds,0.4248,ACTUAL,2023-12-01,,
Valle del Cauca,Jugo,Jugo Lima 1000mL x 6uds,1.368,ACTUAL,2023-12-01,,
Tolima,Agua,Agua Sin Gas 1L x 1uds,0.122,ACTUAL,2023-12-01,,
Valle del Cauca,Jugo,Jugo Lima 2000mL x 12uds,10.656,ACTUAL,2023-12-01,,
Valle del Cauca,Jugo,Jugo Manzana 2000mL x 24uds,27.84,ACTUAL,2023-12-01,,
Valle del Cauca,Jugo,Jugo Naranja 2000mL x 24uds,37.152,ACTUAL,2023-12-01,,
Valle del Cauca,Gaseosa,Uva 600mL x 24uds,3.168,ACTUAL,2023-12-01,,
Tolima,Jugo,Jugo Lima 1000mL x 6uds,0.288,ACTUAL,2023-12-01,,
Tolima,Jugo,Jugo Naranja 2000mL x 24uds,11.328,ACTUAL,2023-12-01,,
Tolima,Gaseosa,Uva 600mL x 24uds,1.9872,ACTUAL,2023-12-01,,
Tolima,Jugo,Jugo Lima 2000mL x 12uds,8.592,ACTUAL,2023-12-01,,
Tolima,Jugo,Jugo Manzana 2000mL x 24uds,4.992,ACTUAL,2023-12-01,,
Bolívar,Gaseosa,Cola 600mL x 24uds,3.3408,ACTUAL,2023-12-01,,
Atlántico,Agua,Agua Sin Gas 1L x 1uds,0.368,ACTUAL,2023-12-01,,
Atlántico,Agua,Agua con Gas 500mL x 6uds,1.26,ACTUAL,2023-12-01,,
Atlántico,Bebida Energética,Power Up 500mL x 6uds,0.93,ACTUAL,2023-12-01,,
Atlántico,Agua,Agua Sin Gas 1L x 6uds,4.404,ACTUAL,2023-12-01,,
Atlántico,Agua,Agua con Gas 5L x 1uds,2.5,ACTUAL,2023-12-01,,
Atlántico,Jugo,Jugo Naranja 2000mL x 24uds,29.568,ACTUAL,2023-12-01,,
Bolívar,Gaseosa,Uva 600mL x 24uds,3.9456,ACTUAL,2023-12-01,,
Bolívar,Jugo,Jugo Naranja 2000mL x 24uds,24,ACTUAL,2023-12-01,,
Bolívar,Bebida Energética,Power Up 500mL x 6uds,0.828,ACTUAL,2023-12-01,,
Bolívar,Agua,Agua con Gas 500mL x 6uds,0.9,ACTUAL,2023-12-01,,
Bolívar,Bebida de Té,Té Verde 300mL x 6uds,0.6912,ACTUAL,2023-12-01,,
Atlántico,Gaseosa,Cola 600mL x 24uds,1.728,ACTUAL,2023-12-01,,
Bolívar,Jugo,Jugo Manzana 2000mL x 24uds,20.832,ACTUAL,2023-12-01,,
Bolívar,Agua,Agua Sin Gas 1L x 6uds,3.12,ACTUAL,2023-12-01,,
Bolívar,Agua,Agua con Gas 5L x 1uds,2.16,ACTUAL,2023-12-01,,
Bolívar,Jugo,Jugo Lima 2000mL x 12uds,7.296,ACTUAL,2023-12-01,,
Bolívar,Bebida de Té,Té Negro 500mL x 6uds,0.93,ACTUAL,2023-12-01,,
Bolívar,Agua,Agua Sin Gas 1L x 1uds,0.468,ACTUAL,2023-12-01,,
Bolívar,Bebida de Té,Té Verde 500mL x 12uds,2.88,ACTUAL,2023-12-01,,
Bolívar,Jugo,Jugo Lima 1000mL x 6uds,1.356,ACTUAL,2023-12-01,,
Boyacá,Bebida de Té,Té Negro 500mL x 6uds,0.024,ACTUAL,2023-12-01,,
Boyacá,Jugo,Jugo Naranja 2000mL x 24uds,4.512,ACTUAL,2023-12-01,,
Boyacá,Agua,Agua Sin Gas 1L x 6uds,0.12,ACTUAL,2023-12-01,,
Antioquia,Bebida de Té,Té Verde 300mL x 6uds,1.0692,ACTUAL,2023-12-01,,
Santander,Jugo,Jugo Naranja 2000mL x 24uds,13.248,ACTUAL,2023-12-01,,
Antioquia,Bebida de Té,Té Verde 500mL x 12uds,3.9,ACTUAL,2023-12-01,,
Antioquia,Agua,Agua con Gas 5L x 1uds,5.58,ACTUAL,2023-12-01,,
Antioquia,Gaseosa,Uva 600mL x 24uds,4.8096,ACTUAL,2023-12-01,,
Antioquia,Agua,Agua con Gas 500mL x 6uds,0.75,ACTUAL,2023-12-01,,
Antioquia,Agua,Agua Sin Gas 1L x 6uds,6.012,ACTUAL,2023-12-01,,
Antioquia,Bebida de Té,Té Negro 500mL x 6uds,2.25,ACTUAL,2023-12-01,,
Antioquia,Jugo,Jugo Lima 1000mL x 6uds,2.892,ACTUAL,2023-12-01,,
Antioquia,Jugo,Jugo Lima 2000mL x 12uds,25.92,ACTUAL,2023-12-01,,
Antioquia,Jugo,Jugo Naranja 2000mL x 24uds,52.512,ACTUAL,2023-12-01,,
Antioquia,Jugo,Jugo Manzana 2000mL x 24uds,25.824,ACTUAL,2023-12-01,,
Norte de Santander,Jugo,Jugo Manzana 2000mL x 24uds,0.48,ACTUAL,2023-12-01,,
Antioquia,Gaseosa,Cola 600mL x 24uds,6.1344,ACTUAL,2023-12-01,,
Antioquia,Bebida Energética,Power Up 500mL x 6uds,2.25,ACTUAL,2023-12-01,,
Antioquia,Agua,Agua Sin Gas 1L x 1uds,0.744,ACTUAL,2023-12-01,,
Atlántico,Bebida de Té,Té Negro 500mL x 6uds,0.642,ACTUAL,2023-12-01,,
Atlántico,Bebida de Té,Té Verde 300mL x 6uds,0.684,ACTUAL,2023-12-01,,
Atlántico,Jugo,Jugo Lima 2000mL x 12uds,13.248,ACTUAL,2023-12-01,,
Atlántico,Gaseosa,Uva 600mL x 24uds,3.3696,ACTUAL,2023-12-01,,
Atlántico,Jugo,Jugo Lima 1000mL x 6uds,1.452,ACTUAL,2023-12-01,,
Atlántico,Jugo,Jugo Manzana 2000mL x 24uds,17.184,ACTUAL,2023-12-01,,
Atlántico,Bebida de Té,Té Verde 500mL x 12uds,2.16,ACTUAL,2023-12-01,,
Norte de Santander,Bebida de Té,Té Verde 500mL x 12uds,0.744,ACTUAL,2023-12-01,,
Meta,Bebida Energética,Power Up 500mL x 6uds,0.3,ACTUAL,2023-12-01,,
Meta,Bebida de Té,Té Verde 500mL x 12uds,0.228,ACTUAL,2023-12-01,,
Meta,Jugo,Jugo Naranja 2000mL x 24uds,4.32,ACTUAL,2023-12-01,,
Meta,Gaseosa,Cola 600mL x 24uds,0.0864,ACTUAL,2023-12-01,,
Meta,Jugo,Jugo Lima 2000mL x 12uds,1.776,ACTUAL,2023-12-01,,
Meta,Agua,Agua con Gas 500mL x 6uds,0.156,ACTUAL,2023-12-01,,
Meta,Gaseosa,Uva 600mL x 24uds,0.4608,ACTUAL,2023-12-01,,
Meta,Agua,Agua Sin Gas 1L x 6uds,0.516,ACTUAL,2023-12-01,,
Meta,Jugo,Jugo Lima 1000mL x 6uds,0.012,ACTUAL,2023-12-01,,
Boyacá,Agua,Agua con Gas 500mL x 6uds,0.054,ACTUAL,2023-12-01,,
Norte de Santander,Jugo,Jugo Lima 1000mL x 6uds,1.248,ACTUAL,2023-12-01,,
Boyacá,Jugo,Jugo Manzana 2000mL x 24uds,2.688,ACTUAL,2023-12-01,,
Norte de Santander,Bebida de Té,Té Verde 300mL x 6uds,0.0576,ACTUAL,2023-12-01,,
Norte de Santander,Agua,Agua Sin Gas 1L x 6uds,1.464,ACTUAL,2023-12-01,,
Norte de Santander,Gaseosa,Cola 600mL x 24uds,1.3824,ACTUAL,2023-12-01,,
Norte de Santander,Bebida Energética,Power Up 500mL x 6uds,0.288,ACTUAL,2023-12-01,,
Norte de Santander,Jugo,Jugo Lima 2000mL x 12uds,3.648,ACTUAL,2023-12-01,,
Norte de Santander,Agua,Agua Sin Gas 1L x 1uds,0.12,ACTUAL,2023-12-01,,
Norte de Santander,Agua,Agua con Gas 5L x 1uds,1.21,ACTUAL,2023-12-01,,
Norte de Santander,Bebida de Té,Té Negro 500mL x 6uds,0.312,ACTUAL,2023-12-01,,
Norte de Santander,Agua,Agua con Gas 500mL x 6uds,0.498,ACTUAL,2023-12-01,,
Norte de Santander,Jugo,Jugo Naranja 2000mL x 24uds,8.448,ACTUAL,2023-12-01,,
Meta,Agua,Agua Sin Gas 1L x 1uds,0.042,ACTUAL,2023-12-01,,
Meta,Bebida de Té,Té Negro 500mL x 6uds,0.138,ACTUAL,2023-12-01,,
Boyacá,Gaseosa,Cola 600mL x 24uds,0.6624,ACTUAL,2023-12-01,,
Boyacá,Agua,Agua Sin Gas 1L x 1uds,0.04,ACTUAL,2023-12-01,,
Boyacá,Jugo,Jugo Lima 1000mL x 6uds,0.084,ACTUAL,2023-12-01,,
Boyacá,Gaseosa,Uva 600mL x 24uds,0.6336,ACTUAL,2023-12-01,,
Cundinamarca,Jugo,Jugo Naranja 2000mL x 24uds,56.16,ACTUAL,2023-12-01,,
Cundinamarca,Agua,Agua con Gas 500mL x 6uds,1.59,ACTUAL,2023-12-01,,
Cundinamarca,Agua,Agua con Gas 5L x 1uds,3.64,ACTUAL,2023-12-01,,
Cundinamarca,Gaseosa,Uva 600mL x 24uds,7.1424,ACTUAL,2023-12-01,,
Cundinamarca,Agua,Agua Sin Gas 1L x 1uds,0.526,ACTUAL,2023-12-01,,
Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds,20.304,ACTUAL,2023-12-01,,
Cundinamarca,Bebida de Té,Té Verde 300mL x 6uds,1.026,ACTUAL,2023-12-01,,
Cundinamarca,Agua,Agua Sin Gas 1L x 6uds,11.292,ACTUAL,2023-12-01,,
Meta,Bebida de Té,Té Verde 300mL x 6uds,0.0972,ACTUAL,2023-12-01,,
Meta,Jugo,Jugo Manzana 2000mL x 24uds,1.056,ACTUAL,2023-12-01,,
Cundinamarca,Jugo,Jugo Lima 1000mL x 6uds,2.58,ACTUAL,2023-12-01,,
Cundinamarca,Gaseosa,Cola 600mL x 24uds,4.7808,ACTUAL,2023-12-01,,
Cundinamarca,Bebida de Té,Té Negro 500mL x 6uds,1.698,ACTUAL,2023-12-01,,
Cundinamarca,Bebida Energética,Power Up 500mL x 6uds,2.04,ACTUAL,2023-12-01,,
Cundinamarca,Bebida de Té,Té Verde 500mL x 12uds,3.948,ACTUAL,2023-12-01,,
Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds,23.52,ACTUAL,2023-12-01,,
Boyacá,Jugo,Jugo Lima 1000mL x 6uds,0.06,ACTUAL,2023-11-01,,
Boyacá,Bebida de Té,Té Verde 500mL x 12uds,0.24,ACTUAL,2023-11-01,,
Boyacá,Bebida de Té,Té Verde 300mL x 6uds,0.0144,ACTUAL,2023-11-01,,
Boyacá,Agua,Agua Sin Gas 1L x 1uds,0.044,ACTUAL,2023-11-01,,
Boyacá,Bebida de Té,Té Negro 500mL x 6uds,0.114,ACTUAL,2023-11-01,,
Boyacá,Agua,Agua Sin Gas 1L x 6uds,0.864,ACTUAL,2023-11-01,,
Boyacá,Jugo,Jugo Manzana 2000mL x 24uds,3.84,ACTUAL,2023-11-01,,
Boyacá,Jugo,Jugo Lima 2000mL x 12uds,1.152,ACTUAL,2023-11-01,,
Boyacá,Jugo,Jugo Naranja 2000mL x 24uds,4.512,ACTUAL,2023-11-01,,
Bolívar,Agua,Agua con Gas 5L x 1uds,1.95,ACTUAL,2023-11-01,,
Bolívar,Jugo,Jugo Manzana 2000mL x 24uds,16.32,ACTUAL,2023-11-01,,
Bolívar,Agua,Agua Sin Gas 1L x 1uds,0.198,ACTUAL,2023-11-01,,
Bolívar,Gaseosa,Uva 600mL x 24uds,2.7072,ACTUAL,2023-11-01,,
Bolívar,Bebida de Té,Té Negro 500mL x 6uds,1.116,ACTUAL,2023-11-01,,
Bolívar,Jugo,Jugo Lima 1000mL x 6uds,0.996,ACTUAL,2023-11-01,,
Bolívar,Bebida Energética,Power Up 500mL x 6uds,0.828,ACTUAL,2023-11-01,,
Bolívar,Agua,Agua Sin Gas 1L x 6uds,1.98,ACTUAL,2023-11-01,,
Cundinamarca,Bebida Energética,Power Up 500mL x 6uds,1.686,ACTUAL,2023-11-01,,
Meta,Agua,Agua Sin Gas 1L x 6uds,1.548,ACTUAL,2023-11-01,,
Meta,Bebida de Té,Té Verde 500mL x 12uds,0.492,ACTUAL,2023-11-01,,
Meta,Jugo,Jugo Manzana 2000mL x 24uds,3.36,ACTUAL,2023-11-01,,
Cundinamarca,Bebida de Té,Té Verde 500mL x 12uds,2.88,ACTUAL,2023-11-01,,
Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds,29.568,ACTUAL,2023-11-01,,
Cundinamarca,Jugo,Jugo Naranja 2000mL x 24uds,57.216,ACTUAL,2023-11-01,,
Cundinamarca,Agua,Agua Sin Gas 1L x 6uds,8.892,ACTUAL,2023-11-01,,
Cundinamarca,Jugo,Jugo Lima 1000mL x 6uds,2.772,ACTUAL,2023-11-01,,
Cundinamarca,Agua,Agua con Gas 5L x 1uds,4.51,ACTUAL,2023-11-01,,
Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds,17.472,ACTUAL,2023-11-01,,
Cundinamarca,Gaseosa,Uva 600mL x 24uds,4.464,ACTUAL,2023-11-01,,
Cundinamarca,Agua,Agua con Gas 500mL x 6uds,0.996,ACTUAL,2023-11-01,,
Cundinamarca,Bebida de Té,Té Negro 500mL x 6uds,1.152,ACTUAL,2023-11-01,,
Cundinamarca,Bebida de Té,Té Verde 300mL x 6uds,0.918,ACTUAL,2023-11-01,,
Cundinamarca,Gaseosa,Cola 600mL x 24uds,6.7392,ACTUAL,2023-11-01,,
Cundinamarca,Agua,Agua Sin Gas 1L x 1uds,0.526,ACTUAL,2023-11-01,,
Antioquia,Bebida de Té,Té Verde 500mL x 12uds,3.312,ACTUAL,2023-11-01,,
Atlántico,Bebida Energética,Power Up 500mL x 6uds,1.212,ACTUAL,2023-11-01,,
Atlántico,Agua,Agua Sin Gas 1L x 6uds,5.376,ACTUAL,2023-11-01,,
Antioquia,Jugo,Jugo Lima 2000mL x 12uds,20.928,ACTUAL,2023-11-01,,
Antioquia,Bebida de Té,Té Verde 300mL x 6uds,0.7524,ACTUAL,2023-11-01,,
Antioquia,Jugo,Jugo Naranja 2000mL x 24uds,32.928,ACTUAL,2023-11-01,,
Antioquia,Bebida de Té,Té Negro 500mL x 6uds,1.416,ACTUAL,2023-11-01,,
Antioquia,Agua,Agua con Gas 500mL x 6uds,0.966,ACTUAL,2023-11-01,,
Antioquia,Agua,Agua Sin Gas 1L x 6uds,5.88,ACTUAL,2023-11-01,,
Atlántico,Bebida de Té,Té Negro 500mL x 6uds,1.2,ACTUAL,2023-11-01,,
Antioquia,Agua,Agua con Gas 5L x 1uds,4.25,ACTUAL,2023-11-01,,
Antioquia,Gaseosa,Cola 600mL x 24uds,3.2832,ACTUAL,2023-11-01,,
Antioquia,Agua,Agua Sin Gas 1L x 1uds,0.438,ACTUAL,2023-11-01,,
Antioquia,Bebida Energética,Power Up 500mL x 6uds,1.5,ACTUAL,2023-11-01,,
Antioquia,Gaseosa,Uva 600mL x 24uds,5.0112,ACTUAL,2023-11-01,,
Antioquia,Jugo,Jugo Lima 1000mL x 6uds,1.224,ACTUAL,2023-11-01,,
Antioquia,Jugo,Jugo Manzana 2000mL x 24uds,13.536,ACTUAL,2023-11-01,,
Atlántico,Jugo,Jugo Manzana 2000mL x 24uds,21.12,ACTUAL,2023-11-01,,
Bolívar,Bebida de Té,Té Verde 500mL x 12uds,3.084,ACTUAL,2023-11-01,,
Bolívar,Agua,Agua con Gas 500mL x 6uds,0.906,ACTUAL,2023-11-01,,
Bolívar,Jugo,Jugo Lima 2000mL x 12uds,9.312,ACTUAL,2023-11-01,,
Bolívar,Jugo,Jugo Naranja 2000mL x 24uds,19.104,ACTUAL,2023-11-01,,
Bolívar,Bebida de Té,Té Verde 300mL x 6uds,0.5832,ACTUAL,2023-11-01,,
Atlántico,Agua,Agua con Gas 500mL x 6uds,1.272,ACTUAL,2023-11-01,,
Atlántico,Gaseosa,Cola 600mL x 24uds,2.6496,ACTUAL,2023-11-01,,
Atlántico,Gaseosa,Uva 600mL x 24uds,4.3776,ACTUAL,2023-11-01,,
Bolívar,Gaseosa,Cola 600mL x 24uds,0.432,ACTUAL,2023-11-01,,
Atlántico,Jugo,Jugo Lima 2000mL x 12uds,9.888,ACTUAL,2023-11-01,,
Atlántico,Bebida de Té,Té Verde 500mL x 12uds,2.184,ACTUAL,2023-11-01,,
Atlántico,Jugo,Jugo Lima 1000mL x 6uds,1.836,ACTUAL,2023-11-01,,
Atlántico,Jugo,Jugo Naranja 2000mL x 24uds,36.48,ACTUAL,2023-11-01,,
Atlántico,Agua,Agua con Gas 5L x 1uds,2.38,ACTUAL,2023-11-01,,
Atlántico,Bebida de Té,Té Verde 300mL x 6uds,0.3348,ACTUAL,2023-11-01,,
Atlántico,Agua,Agua Sin Gas 1L x 1uds,0.466,ACTUAL,2023-11-01,,
Tolima,Agua,Agua Sin Gas 1L x 1uds,0.028,ACTUAL,2023-11-01,,
Tolima,Agua,Agua con Gas 500mL x 6uds,0.282,ACTUAL,2023-11-01,,
Tolima,Jugo,Jugo Manzana 2000mL x 24uds,4.128,ACTUAL,2023-11-01,,
Tolima,Bebida de Té,Té Verde 500mL x 12uds,0.48,ACTUAL,2023-11-01,,
Tolima,Bebida de Té,Té Verde 300mL x 6uds,0.2808,ACTUAL,2023-11-01,,
Tolima,Jugo,Jugo Lima 2000mL x 12uds,4.368,ACTUAL,2023-11-01,,
Tolima,Bebida Energética,Power Up 500mL x 6uds,0.306,ACTUAL,2023-11-01,,
Tolima,Gaseosa,Uva 600mL x 24uds,1.6704,ACTUAL,2023-11-01,,
Tolima,Agua,Agua Sin Gas 1L x 6uds,1.128,ACTUAL,2023-11-01,,
Tolima,Jugo,Jugo Naranja 2000mL x 24uds,10.848,ACTUAL,2023-11-01,,
Tolima,Gaseosa,Cola 600mL x 24uds,0.9792,ACTUAL,2023-11-01,,
Tolima,Bebida de Té,Té Negro 500mL x 6uds,0.168,ACTUAL,2023-11-01,,
Tolima,Agua,Agua con Gas 5L x 1uds,0.67,ACTUAL,2023-11-01,,
Santander,Bebida de Té,Té Negro 500mL x 6uds,0.486,ACTUAL,2023-11-01,,
Santander,Jugo,Jugo Lima 2000mL x 12uds,4.128,ACTUAL,2023-11-01,,
Santander,Agua,Agua Sin Gas 1L x 6uds,2.052,ACTUAL,2023-11-01,,
Santander,Bebida de Té,Té Verde 300mL x 6uds,0.1404,ACTUAL,2023-11-01,,
Valle del Cauca,Jugo,Jugo Manzana 2000mL x 24uds,14.688,ACTUAL,2023-11-01,,
Meta,Jugo,Jugo Lima 1000mL x 6uds,0.54,ACTUAL,2023-11-01,,
Valle del Cauca,Agua,Agua Sin Gas 1L x 1uds,0.572,ACTUAL,2023-11-01,,
Valle del Cauca,Jugo,Jugo Lima 2000mL x 12uds,14.304,ACTUAL,2023-11-01,,
Valle del Cauca,Bebida de Té,Té Verde 300mL x 6uds,0.7056,ACTUAL,2023-11-01,,
