MES,NOMBRE_REGION,CATEGORIA,NOMBRE_PRODUCTO,REGION_CATEGORIA_PRODUCTO,TICKETS,CANTIDAD,PRECIO_PROMEDIO,VENTAS_TOTALES,VENTAS_BRUTAS,DESCUENTOS,DESC_PORCENTAJE,COSTOS,GANANCIA_BRUTA,MARGEN_GANANCIA_BRUTA_PORCENTAJE,M3_VENDIDOS
2024-01-01,Meta,Gaseosa,Cola 600mL x 24uds,Meta-Gaseosa-Cola 600mL x 24uds,6,63,57508.82000000,3156084.04160000,3623055.66,466971.61840000,12.888888888900,1818840.87,1337243.17160000,42.370328355500,0.907200000000
2024-01-01,Meta,Agua,Agua con Gas 500mL x 6uds,Meta-Agua-Agua con Gas 500mL x 6uds,4,37,8668.32000000,298883.67360000,320727.84,21844.16640000,6.810810810800,116886.33,181997.34360000,60.892367056300,0.111000000000
2024-01-01,Norte de Santander,Bebida de Té,Té Verde 500mL x 12uds,Norte de Santander-Bebida de Té-Té Verde 500mL x 12uds,11,128,39898.66000000,4863247.66740000,5107028.48,243780.81260000,4.773437500000,2504156.16,2359091.50740000,48.508561947500,0.768000000000
2024-01-01,Norte de Santander,Bebida de Té,Té Verde 300mL x 6uds,Norte de Santander-Bebida de Té-Té Verde 300mL x 6uds,5,17,12036.74000000,177541.91500000,204624.58,27082.66500000,13.235294117600,100491.59,77050.32500000,43.398385671300,0.030600000000
2024-01-01,Norte de Santander,Bebida Energética,Power Up 500mL x 6uds,Norte de Santander-Bebida Energética-Power Up 500mL x 6uds,1,3,33321.54000000,71974.52640000,99964.62,27990.09360000,28.000000000000,45232.95,26741.57640000,37.154223497600,0.009000000000
2024-01-01,Norte de Santander,Jugo,Jugo Lima 2000mL x 12uds,Norte de Santander-Jugo-Jugo Lima 2000mL x 12uds,5,78,105682.73000000,7902954.54940000,8243252.94,340298.39060000,4.128205128200,4527179.28,3375775.26940000,42.715357254000,1.872000000000
2024-01-01,Norte de Santander,Jugo,Jugo Manzana 2000mL x 24uds,Norte de Santander-Jugo-Jugo Manzana 2000mL x 24uds,10,116,209406.57000000,21372034.53420000,24291162.12,2919127.58580000,12.017241379300,13420592.16,7951442.37420000,37.204892035300,5.568000000000
2024-01-01,Norte de Santander,Gaseosa,Cola 600mL x 24uds,Norte de Santander-Gaseosa-Cola 600mL x 24uds,8,117,57508.82000000,6237406.61720000,6728531.94,491125.32280000,7.299145299100,3377847.33,2859559.28720000,45.845324230000,1.684800000000
2024-01-01,Norte de Santander,Bebida de Té,Té Negro 500mL x 6uds,Norte de Santander-Bebida de Té-Té Negro 500mL x 6uds,6,65,19862.08000000,1133528.90560000,1291035.20,157506.29440000,12.200000000000,657189.65,476339.25560000,42.022682725300,0.195000000000
2024-01-01,Norte de Santander,Gaseosa,Uva 600mL x 24uds,Norte de Santander-Gaseosa-Uva 600mL x 24uds,4,48,57487.70000000,2477719.87000000,2759409.60,281689.73000000,10.208333333300,1349203.68,1128516.19000000,45.546560919300,0.691200000000
2024-01-01,Norte de Santander,Jugo,Jugo Lima 1000mL x 6uds,Norte de Santander-Jugo-Jugo Lima 1000mL x 6uds,11,138,26062.47000000,3113422.66620000,3596620.86,483198.19380000,13.434782608700,2000536.32,1112886.34620000,35.744788469700,0.828000000000
2024-01-01,Norte de Santander,Agua,Agua con Gas 500mL x 6uds,Norte de Santander-Agua-Agua con Gas 500mL x 6uds,6,76,8668.32000000,567774.96000000,658792.32,91017.36000000,13.815789473700,240090.84,327684.12000000,57.713732215300,0.228000000000
2024-01-01,Norte de Santander,Agua,Agua Sin Gas 1L x 6uds,Norte de Santander-Agua-Agua Sin Gas 1L x 6uds,16,171,16458.55937500,2419459.67700000,2820980.55,401520.87300000,14.233379702000,1142195.61,1277264.06700000,52.791293822400,1.026000000000
2024-01-01,Norte de Santander,Jugo,Jugo Naranja 2000mL x 24uds,Norte de Santander-Jugo-Jugo Naranja 2000mL x 24uds,11,162,215898.83000000,31210334.86480000,34975610.46,3765275.59520000,10.765432098800,18678311.64,12532023.22480000,40.153440452000,7.776000000000
2024-01-01,Norte de Santander,Agua,Agua Sin Gas 1L x 1uds,Norte de Santander-Agua-Agua Sin Gas 1L x 1uds,9,103,2771.30000000,275688.92400000,285443.90,9754.97600000,3.417475728200,112741.74,162947.18400000,59.105451766400,0.103000000000
2024-01-01,Norte de Santander,Agua,Agua con Gas 5L x 1uds,Norte de Santander-Agua-Agua con Gas 5L x 1uds,10,140,14378.36000000,1690320.00160000,2012970.40,322650.39840000,16.028571428600,776214.60,914105.40160000,54.078837186700,0.700000000000
2024-01-01,Santander,Jugo,Jugo Manzana 2000mL x 24uds,Santander-Jugo-Jugo Manzana 2000mL x 24uds,11,107,209406.57000000,20262179.71320000,22406502.99,2144323.27680000,9.570093457900,12379339.32,7882840.39320000,38.904207270800,5.136000000000
2024-01-01,Santander,Jugo,Jugo Naranja 2000mL x 24uds,Santander-Jugo-Jugo Naranja 2000mL x 24uds,9,109,215898.83000000,22151219.95800000,23532972.47,1381752.51200000,5.871559633000,12567505.98,9583713.97800000,43.264948820700,5.232000000000
2024-01-01,Santander,Bebida de Té,Té Verde 500mL x 12uds,Santander-Bebida de Té-Té Verde 500mL x 12uds,9,132,39898.66000000,5131765.64920000,5266623.12,134857.47080000,2.560606060600,2582411.04,2549354.60920000,49.677923418000,0.792000000000
2024-01-01,Santander,Jugo,Jugo Lima 1000mL x 6uds,Santander-Jugo-Jugo Lima 1000mL x 6uds,10,120,26062.47000000,2915869.14360000,3127496.40,211627.25640000,6.766666666700,1739596.80,1176272.34360000,40.340368023100,0.720000000000
2024-01-01,Santander,Agua,Agua con Gas 500mL x 6uds,Santander-Agua-Agua con Gas 500mL x 6uds,8,97,8668.32000000,768013.15200000,840827.04,72813.88800000,8.659793814400,306431.73,461581.42200000,60.100718431400,0.291000000000
2024-01-01,Santander,Agua,Agua Sin Gas 1L x 1uds,Santander-Agua-Agua Sin Gas 1L x 1uds,10,147,2771.30000000,355336.08600000,407381.10,52045.01400000,12.775510204100,160903.26,194432.82600000,54.718007447200,0.147000000000
2024-01-01,Santander,Agua,Agua con Gas 5L x 1uds,Santander-Agua-Agua con Gas 5L x 1uds,9,123,14378.36000000,1572561.23320000,1768538.28,195977.04680000,11.081300813000,681959.97,890601.26320000,56.633805056200,0.615000000000
2024-01-01,Santander,Agua,Agua Sin Gas 1L x 6uds,Santander-Agua-Agua Sin Gas 1L x 6uds,14,125,16373.27500000,1880202.28550000,2046886.80,166684.51450000,8.143318648600,825360.49,1054841.79550000,56.102569581700,0.750000000000
2024-01-01,Santander,Gaseosa,Cola 600mL x 24uds,Santander-Gaseosa-Cola 600mL x 24uds,12,130,57508.82000000,6678499.26660000,7476146.60,797647.33340000,10.669230769200,3753163.70,2925335.56660000,43.802289254300,1.872000000000
2024-01-01,Santander,Jugo,Jugo Lima 2000mL x 12uds,Santander-Jugo-Jugo Lima 2000mL x 12uds,11,112,105682.73000000,10889548.49920000,11836465.76,946917.26080000,8.000000000000,6500565.12,4388983.37920000,40.304548710400,2.688000000000
2024-01-01,Santander,Gaseosa,Uva 600mL x 24uds,Santander-Gaseosa-Uva 600mL x 24uds,9,118,57487.70000000,6308700.19800000,6783548.60,474848.40200000,7.000000000000,3316792.38,2991907.81800000,47.425106980800,1.699200000000
2024-01-01,Santander,Bebida de Té,Té Verde 300mL x 6uds,Santander-Bebida de Té-Té Verde 300mL x 6uds,10,127,12036.74000000,1388076.85680000,1528665.98,140589.12320000,9.196850393700,750731.29,637345.56680000,45.915726040500,0.228600000000
2024-01-01,Santander,Bebida de Té,Té Negro 500mL x 6uds,Santander-Bebida de Té-Té Negro 500mL x 6uds,14,131,19862.08000000,2245010.90240000,2601932.48,356921.57760000,13.717557251900,1324489.91,920520.99240000,41.002963122200,0.393000000000
2024-01-01,Santander,Bebida Energética,Power Up 500mL x 6uds,Santander-Bebida Energética-Power Up 500mL x 6uds,8,73,33321.54000000,2329842.07680000,2432472.42,102630.34320000,4.219178082200,1100668.45,1229173.62680000,52.757808739000,0.219000000000
2024-01-01,Tolima,Bebida de Té,Té Verde 500mL x 12uds,Tolima-Bebida de Té-Té Verde 500mL x 12uds,6,81,39898.66000000,2788118.36080000,3231791.46,443673.09920000,13.728395061700,1584661.32,1203457.04080000,43.163771585900,0.486000000000
2024-01-01,Tolima,Gaseosa,Cola 600mL x 24uds,Tolima-Gaseosa-Cola 600mL x 24uds,5,58,57508.82000000,3303306.62080000,3335511.56,32204.93920000,0.965517241400,1674488.42,1628818.20080000,49.308719649100,0.835200000000
2024-01-01,Tolima,Jugo,Jugo Manzana 2000mL x 24uds,Tolima-Jugo-Jugo Manzana 2000mL x 24uds,5,56,209406.57000000,10233699.07590000,11726767.92,1493068.84410000,12.732142857100,6478906.56,3754792.51590000,36.690472213900,2.688000000000
2024-01-01,Tolima,Gaseosa,Uva 600mL x 24uds,Tolima-Gaseosa-Uva 600mL x 24uds,7,80,57487.70000000,3789014.30700000,4599016.00,810001.69300000,17.612500000000,2248672.80,1540341.50700000,40.652828999700,1.152000000000
2024-01-01,Tolima,Agua,Agua Sin Gas 1L x 6uds,Tolima-Agua-Agua Sin Gas 1L x 6uds,8,64,16373.27500000,969102.42700000,1048344.45,79242.02300000,7.558777365600,422797.34,546305.08700000,56.372275187800,0.384000000000
2024-01-01,Tolima,Bebida de Té,Té Verde 300mL x 6uds,Tolima-Bebida de Té-Té Verde 300mL x 6uds,3,30,12036.74000000,357009.70840000,361102.20,4092.49160000,1.133333333300,177338.10,179671.60840000,50.326813017300,0.054000000000
2024-01-01,Tolima,Bebida Energética,Power Up 500mL x 6uds,Tolima-Bebida Energética-Power Up 500mL x 6uds,5,56,33321.54000000,1614095.39760000,1866006.24,251910.84240000,13.500000000000,844348.40,769746.99760000,47.689064645400,0.168000000000
2024-01-01,Tolima,Jugo,Jugo Lima 2000mL x 12uds,Tolima-Jugo-Jugo Lima 2000mL x 12uds,1,23,105682.73000000,2430702.79000000,2430702.79,0.00000000,0.000000000000,1334937.48,1095765.31000000,45.080184813500,0.552000000000
2024-01-01,Tolima,Bebida de Té,Té Negro 500mL x 6uds,Tolima-Bebida de Té-Té Negro 500mL x 6uds,4,62,19862.08000000,1014555.04640000,1231448.96,216893.91360000,17.612903225800,626857.82,387697.22640000,38.213523039100,0.186000000000
2024-01-01,Tolima,Agua,Agua Sin Gas 1L x 1uds,Tolima-Agua-Agua Sin Gas 1L x 1uds,6,67,2771.30000000,168411.90100000,185677.10,17265.19900000,9.298507462700,73336.86,95075.04100000,56.453873173700,0.067000000000
2024-01-01,Tolima,Jugo,Jugo Lima 1000mL x 6uds,Tolima-Jugo-Jugo Lima 1000mL x 6uds,7,75,26062.47000000,1886922.82800000,1954685.25,67762.42200000,3.466666666700,1087248.00,799674.82800000,42.379837486400,0.450000000000
2024-01-01,Tolima,Agua,Agua con Gas 5L x 1uds,Tolima-Agua-Agua con Gas 5L x 1uds,3,45,14378.36000000,494040.44960000,647026.20,152985.75040000,23.644444444400,249497.55,244542.89960000,49.498558224900,0.225000000000
2024-01-01,Tolima,Agua,Agua con Gas 500mL x 6uds,Tolima-Agua-Agua con Gas 500mL x 6uds,5,54,8668.32000000,356441.31840000,468089.28,111647.96160000,23.851851851900,170590.86,185850.45840000,52.140548473500,0.162000000000
2024-01-01,Tolima,Jugo,Jugo Naranja 2000mL x 24uds,Tolima-Jugo-Jugo Naranja 2000mL x 24uds,7,94,215898.83000000,17936874.79640000,20294490.02,2357615.22360000,11.617021276600,10838032.68,7098842.11640000,39.576805864900,4.512000000000
2024-01-01,Valle del Cauca,Jugo,Jugo Naranja 2000mL x 24uds,Valle del Cauca-Jugo-Jugo Naranja 2000mL x 24uds,23,234,215898.83000000,44509702.79280000,50520326.22,6010623.42720000,11.897435897400,26979783.48,17529919.31280000,39.384489702000,11.232000000000
2024-01-01,Valle del Cauca,Jugo,Jugo Lima 1000mL x 6uds,Valle del Cauca-Jugo-Jugo Lima 1000mL x 6uds,28,277,26062.47000000,6485124.41010000,7219304.19,734179.77990000,10.169675090300,4015569.28,2469555.13010000,38.080304616100,1.662000000000
2024-01-01,Valle del Cauca,Bebida de Té,Té Negro 500mL x 6uds,Valle del Cauca-Bebida de Té-Té Negro 500mL x 6uds,31,310,19862.08000000,5349255.38560000,6157244.80,807989.41440000,13.122580645200,3134289.10,2214966.28560000,41.407002020600,0.930000000000
2024-01-01,Valle del Cauca,Gaseosa,Cola 600mL x 24uds,Valle del Cauca-Gaseosa-Cola 600mL x 24uds,37,388,57508.82000000,19742777.90600000,22313422.16,2570644.25400000,11.520618556700,11201750.12,8541027.78600000,43.261529996800,5.587200000000
2024-01-01,Valle del Cauca,Jugo,Jugo Lima 2000mL x 12uds,Valle del Cauca-Jugo-Jugo Lima 2000mL x 12uds,45,562,105682.73000000,55567979.43400000,59393694.26,3825714.82600000,6.441281138800,32618907.12,22949072.31400000,41.299094456500,13.488000000000
2024-01-01,Valle del Cauca,Agua,Agua Sin Gas 1L x 1uds,Valle del Cauca-Agua-Agua Sin Gas 1L x 1uds,20,212,2771.30000000,574213.36000000,587515.60,13302.24000000,2.264150943400,232050.96,342162.40000000,59.588024911200,0.212000000000
2024-01-01,Valle del Cauca,Jugo,Jugo Manzana 2000mL x 24uds,Valle del Cauca-Jugo-Jugo Manzana 2000mL x 24uds,29,368,209406.57000000,73095457.32420000,77061617.76,3966160.43580000,5.146739130400,42575671.68,30519785.64420000,41.753327445300,17.664000000000
2024-01-01,Valle del Cauca,Agua,Agua con Gas 500mL x 6uds,Valle del Cauca-Agua-Agua con Gas 500mL x 6uds,18,184,8668.32000000,1440241.36800000,1594970.88,154729.51200000,9.701086956500,581272.56,858968.80800000,59.640614905600,0.552000000000
2024-01-01,Valle del Cauca,Gaseosa,Uva 600mL x 24uds,Valle del Cauca-Gaseosa-Uva 600mL x 24uds,24,280,57487.70000000,14238553.53600000,16096556.00,1858002.46400000,11.542857142900,7870354.80,6368198.73600000,44.725039800600,4.032000000000
2024-01-01,Valle del Cauca,Agua,Agua con Gas 5L x 1uds,Valle del Cauca-Agua-Agua con Gas 5L x 1uds,42,524,14378.36000000,6919298.18280000,7534260.64,614962.45720000,8.162213740500,2905260.36,4014037.82280000,58.012210440300,2.620000000000
2024-01-01,Valle del Cauca,Bebida Energética,Power Up 500mL x 6uds,Valle del Cauca-Bebida Energética-Power Up 500mL x 6uds,17,191,33321.54000000,5911241.19600000,6364414.14,453172.94400000,7.120418848200,2879831.15,3031410.04600000,51.282124100300,0.573000000000
2024-01-01,Valle del Cauca,Bebida de Té,Té Verde 500mL x 12uds,Valle del Cauca-Bebida de Té-Té Verde 500mL x 12uds,32,357,39898.66000000,12842181.69420000,14243821.62,1401639.92580000,9.840336134500,6984248.04,5857933.65420000,45.614785662500,2.142000000000
2024-01-01,Valle del Cauca,Agua,Agua Sin Gas 1L x 6uds,Valle del Cauca-Agua-Agua Sin Gas 1L x 6uds,66,743,16400.84166667,10687954.93200000,12192406.90,1504451.96800000,12.339253277400,4922108.63,5765846.30200000,53.947142729200,4.458000000000
2024-01-01,Valle del Cauca,Bebida de Té,Té Verde 300mL x 6uds,Valle del Cauca-Bebida de Té-Té Verde 300mL x 6uds,23,264,12036.74000000,2925168.55480000,3177699.36,252530.80520000,7.946969697000,1560575.28,1364593.27480000,46.650073294400,0.475200000000
2024-02-01,Antioquia,Jugo,Jugo Naranja 2000mL x 24uds,Antioquia-Jugo-Jugo Naranja 2000mL x 24uds,29,395,216454.95000000,75196449.63000000,85499705.25,10303255.62000000,12.050632911400,46161094.35,29035355.28000000,38.612667782700,18.960000000000
2024-02-01,Antioquia,Jugo,Jugo Lima 1000mL x 6uds,Antioquia-Jugo-Jugo Lima 1000mL x 6uds,35,393,26137.14000000,8939947.36560000,10271896.02,1331948.65440000,12.966921119600,5753598.60,3186348.76560000,35.641694914900,2.358000000000
2024-02-01,Antioquia,Gaseosa,Uva 600mL x 24uds,Antioquia-Gaseosa-Uva 600mL x 24uds,36,425,58450.58000000,21426813.61640000,24841496.50,3414682.88360000,13.745882352900,12051584.75,9375228.86640000,43.754657291800,6.120000000000
2024-02-01,Antioquia,Bebida de Té,Té Verde 500mL x 12uds,Antioquia-Bebida de Té-Té Verde 500mL x 12uds,31,328,40222.17000000,10927559.14560000,13192871.76,2265312.61440000,17.170731707300,6465270.32,4462288.82560000,40.835183467300,1.968000000000
2024-02-01,Antioquia,Agua,Agua Sin Gas 1L x 1uds,Antioquia-Agua-Agua Sin Gas 1L x 1uds,24,283,2776.18000000,724277.60020000,785658.94,61381.33980000,7.812720848100,312621.61,411655.99020000,56.836769504700,0.283000000000
2024-02-01,Antioquia,Gaseosa,Cola 600mL x 24uds,Antioquia-Gaseosa-Cola 600mL x 24uds,35,380,58425.96000000,19957139.41680000,22201864.80,2244725.38320000,10.110526315800,11029173.20,8927966.21680000,44.735700995700,5.472000000000
2024-02-01,Antioquia,Agua,Agua Sin Gas 1L x 6uds,Antioquia-Agua-Agua Sin Gas 1L x 6uds,87,1073,16548.41379310,15636616.71840000,17757388.40,2120771.68160000,11.943038209400,7163577.06,8473039.65840000,54.187167281700,6.438000000000
2024-02-01,Antioquia,Jugo,Jugo Lima 2000mL x 12uds,Antioquia-Jugo-Jugo Lima 2000mL x 12uds,40,447,107497.75000000,42603508.28000000,48051494.25,5447985.97000000,11.337807606300,25998704.55,16604803.73000000,38.975202748300,10.728000000000
2024-02-01,Antioquia,Agua,Agua con Gas 5L x 1uds,Antioquia-Agua-Agua con Gas 5L x 1uds,52,651,14587.29000000,8577180.64710000,9496325.79,919145.14290000,9.678955453100,3621434.88,4955745.76710000,57.778260374800,3.255000000000
2024-02-01,Antioquia,Bebida de Té,Té Verde 300mL x 6uds,Antioquia-Bebida de Té-Té Verde 300mL x 6uds,30,422,12154.61000000,4646707.40300000,5129245.42,482538.01700000,9.407582938400,2499805.62,2146901.78300000,46.202646235400,0.759600000000
2024-02-01,Antioquia,Bebida de Té,Té Negro 500mL x 6uds,Antioquia-Bebida de Té-Té Negro 500mL x 6uds,31,388,19864.71000000,6917289.31620000,7707507.48,790218.16380000,10.252577319600,3955376.76,2961912.55620000,42.818977504100,1.164000000000
2024-02-01,Antioquia,Bebida Energética,Power Up 500mL x 6uds,Antioquia-Bebida Energética-Power Up 500mL x 6uds,23,267,33752.97000000,8289391.90230000,9012042.99,722651.08770000,8.018726591800,4066655.64,4222736.26230000,50.941447962300,0.801000000000
2024-02-01,Antioquia,Agua,Agua con Gas 500mL x 6uds,Antioquia-Agua-Agua con Gas 500mL x 6uds,32,321,8788.84000000,2450328.59200000,2821217.64,370889.04800000,13.146417445500,1023656.16,1426672.43200000,58.223718919100,0.963000000000
2024-02-01,Antioquia,Jugo,Jugo Manzana 2000mL x 24uds,Antioquia-Jugo-Jugo Manzana 2000mL x 24uds,30,361,210172.45000000,66469139.03700000,75872254.45,9403115.41300000,12.393351800600,42016891.08,24452247.95700000,36.787369764800,17.328000000000
2024-02-01,Atlántico,Gaseosa,Uva 600mL x 24uds,Atlántico-Gaseosa-Uva 600mL x 24uds,24,264,58450.58000000,14046843.38560000,15430953.12,1384109.73440000,8.969696969700,7486160.88,6560682.50560000,46.705742532300,3.801600000000
2024-02-01,Atlántico,Bebida de Té,Té Negro 500mL x 6uds,Atlántico-Bebida de Té-Té Negro 500mL x 6uds,14,178,19864.71000000,3189279.19050000,3535918.38,346639.18950000,9.803370786500,1814580.06,1374699.13050000,43.103756315700,0.534000000000
2024-02-01,Atlántico,Gaseosa,Cola 600mL x 24uds,Atlántico-Gaseosa-Cola 600mL x 24uds,24,333,58425.96000000,16494817.02720000,19455844.68,2961027.65280000,15.219219219200,9665038.62,6829778.40720000,41.405602717100,4.795200000000
2024-02-01,Atlántico,Jugo,Jugo Naranja 2000mL x 24uds,Atlántico-Jugo-Jugo Naranja 2000mL x 24uds,23,290,216454.95000000,56890854.50850000,62771935.50,5881080.99150000,9.368965517200,33890423.70,23000430.80850000,40.429047879900,13.920000000000
2024-02-01,Atlántico,Jugo,Jugo Manzana 2000mL x 24uds,Atlántico-Jugo-Jugo Manzana 2000mL x 24uds,33,393,210172.45000000,77133289.15000000,82597772.85,5464483.70000000,6.615776081400,45741380.04,31391909.11000000,40.698263299700,18.864000000000
2024-02-01,Atlántico,Agua,Agua Sin Gas 1L x 6uds,Atlántico-Agua-Agua Sin Gas 1L x 6uds,55,638,16527.07054545,9605118.67680000,10549612.48,944493.80320000,8.952876752500,4249670.26,5355448.41680000,55.756192057600,3.828000000000
2024-02-01,Atlántico,Agua,Agua con Gas 5L x 1uds,Atlántico-Agua-Agua con Gas 5L x 1uds,31,345,14587.29000000,4529353.54500000,5032615.05,503261.50500000,10.000000000000,1919193.60,2610159.94500000,57.627648605200,1.725000000000
2024-02-01,Atlántico,Agua,Agua Sin Gas 1L x 1uds,Atlántico-Agua-Agua Sin Gas 1L x 1uds,21,226,2776.18000000,573392.21720000,627416.68,54024.46280000,8.610619469000,249655.42,323736.79720000,56.459921758400,0.226000000000
2024-02-01,Atlántico,Bebida de Té,Té Verde 500mL x 12uds,Atlántico-Bebida de Té-Té Verde 500mL x 12uds,24,271,40222.17000000,9531447.62490000,10900208.07,1368760.44510000,12.557195572000,5341732.49,4189715.13490000,43.956755571500,1.626000000000
2024-02-01,Atlántico,Jugo,Jugo Lima 1000mL x 6uds,Atlántico-Jugo-Jugo Lima 1000mL x 6uds,31,359,26137.14000000,8252279.21220000,9383233.26,1130954.04780000,12.052924791100,5255831.80,2996447.41220000,36.310543246900,2.154000000000
2024-02-01,Atlántico,Agua,Agua con Gas 500mL x 6uds,Atlántico-Agua-Agua con Gas 500mL x 6uds,32,317,8788.84000000,2442506.52440000,2786062.28,343555.75560000,12.331230283900,1010900.32,1431606.20440000,58.612175242900,0.951000000000
2024-02-01,Atlántico,Bebida Energética,Power Up 500mL x 6uds,Atlántico-Bebida Energética-Power Up 500mL x 6uds,17,165,33752.97000000,4821611.76450000,5569240.05,747628.28550000,13.424242424200,2513101.80,2308509.96450000,47.878387503100,0.495000000000
2024-02-01,Atlántico,Jugo,Jugo Lima 2000mL x 12uds,Atlántico-Jugo-Jugo Lima 2000mL x 12uds,26,302,107497.75000000,28118186.46750000,32464320.50,4346134.03250000,13.387417218500,17565120.30,10553066.16750000,37.531105285500,7.248000000000
2024-02-01,Atlántico,Bebida de Té,Té Verde 300mL x 6uds,Atlántico-Bebida de Té-Té Verde 300mL x 6uds,24,278,12154.61000000,3046066.81210000,3378981.58,332914.76790000,9.852517985600,1646791.38,1399275.43210000,45.937122145200,0.500400000000
2024-02-01,Bolívar,Agua,Agua Sin Gas 1L x 1uds,Bolívar-Agua-Agua Sin Gas 1L x 1uds,13,189,2776.18000000,504098.76440000,524698.02,20599.25560000,3.925925925900,208782.63,295316.13440000,58.582991123100,0.189000000000
2024-02-01,Bolívar,Jugo,Jugo Lima 2000mL x 12uds,Bolívar-Jugo-Jugo Lima 2000mL x 12uds,22,297,107497.75000000,27072233.36000000,31926831.75,4854598.39000000,15.205387205400,17274307.05,9797926.31000000,36.191791714100,7.128000000000
2024-02-01,Bolívar,Gaseosa,Uva 600mL x 24uds,Bolívar-Gaseosa-Uva 600mL x 24uds,13,169,58450.58000000,9084973.64940000,9878148.02,793174.37060000,8.029585798800,4792277.23,4292696.41940000,47.250510403900,2.433600000000
2024-02-01,Bolívar,Bebida de Té,Té Negro 500mL x 6uds,Bolívar-Bebida de Té-Té Negro 500mL x 6uds,14,219,19864.71000000,3684307.76370000,4350371.49,666063.72630000,15.310502283100,2232545.13,1451762.63370000,39.403945783300,0.657000000000
2024-02-01,Bolívar,Agua,Agua Sin Gas 1L x 6uds,Bolívar-Agua-Agua Sin Gas 1L x 6uds,32,349,16532.20000000,5356269.16880000,5768139.12,411869.95120000,7.140430260600,2321648.38,3034620.78880000,56.655494583400,2.094000000000
2024-02-01,Bolívar,Jugo,Jugo Naranja 2000mL x 24uds,Bolívar-Jugo-Jugo Naranja 2000mL x 24uds,20,191,216454.95000000,34637121.09900000,41342895.45,6705774.35100000,16.219895288000,22320934.23,12316186.86900000,35.557767153300,9.168000000000
2024-02-01,Bolívar,Bebida de Té,Té Verde 300mL x 6uds,Bolívar-Bebida de Té-Té Verde 300mL x 6uds,17,152,12154.61000000,1588121.34260000,1847500.72,259379.37740000,14.039473684200,900403.92,687717.42260000,43.303833539200,0.273600000000
2024-02-01,Bolívar,Jugo,Jugo Manzana 2000mL x 24uds,Bolívar-Jugo-Jugo Manzana 2000mL x 24uds,26,350,210172.45000000,63411129.88950000,73560357.50,10149227.61050000,13.797142857100,40736598.00,22674531.88950000,35.757968560100,16.800000000000
2024-02-01,Bolívar,Jugo,Jugo Lima 1000mL x 6uds,Bolívar-Jugo-Jugo Lima 1000mL x 6uds,16,147,26137.14000000,3264267.41460000,3842159.58,577892.16540000,15.040816326500,2152109.40,1112158.01460000,34.070677225300,0.882000000000
2024-02-01,Bolívar,Bebida de Té,Té Verde 500mL x 12uds,Bolívar-Bebida de Té-Té Verde 500mL x 12uds,15,202,40222.17000000,7619687.88480000,8124878.34,505190.45520000,6.217821782200,3981660.38,3638027.50480000,47.745098746900,1.212000000000
2024-02-01,Bolívar,Gaseosa,Cola 600mL x 24uds,Bolívar-Gaseosa-Cola 600mL x 24uds,28,323,58425.96000000,16242416.88000000,18871585.08,2629168.20000000,13.931888544900,9374797.22,6867619.66000000,42.282005878400,4.651200000000
2024-02-01,Bolívar,Bebida Energética,Power Up 500mL x 6uds,Bolívar-Bebida Energética-Power Up 500mL x 6uds,13,124,33752.97000000,3452928.83100000,4185368.28,732439.44900000,17.500000000000,1888634.08,1564294.75100000,45.303417115200,0.372000000000
2024-02-01,Bolívar,Agua,Agua con Gas 5L x 1uds,Bolívar-Agua-Agua con Gas 5L x 1uds,21,258,14587.29000000,3388773.33990000,3763520.82,374747.48010000,9.957364341100,1435223.04,1953550.29990000,57.647712135200,1.290000000000
2024-02-01,Bolívar,Agua,Agua con Gas 500mL x 6uds,Bolívar-Agua-Agua con Gas 500mL x 6uds,11,97,8788.84000000,766035.29440000,852517.48,86482.18560000,10.144329896900,309329.12,456706.17440000,59.619468938100,0.291000000000
2024-02-01,Boyacá,Jugo,Jugo Manzana 2000mL x 24uds,Boyacá-Jugo-Jugo Manzana 2000mL x 24uds,1,20,210172.45000000,3614966.14000000,4203449.00,588482.86000000,14.000000000000,2327805.60,1287160.54000000,35.606434200200,0.960000000000
2024-02-01,Boyacá,Bebida de Té,Té Negro 500mL x 6uds,Boyacá-Bebida de Té-Té Negro 500mL x 6uds,1,3,19864.71000000,59594.13000000,59594.13,0.00000000,0.000000000000,30582.81,29011.32000000,48.681506047700,0.009000000000
2024-02-01,Boyacá,Jugo,Jugo Lima 1000mL x 6uds,Boyacá-Jugo-Jugo Lima 1000mL x 6uds,1,18,26137.14000000,470468.52000000,470468.52,0.00000000,0.000000000000,263523.60,206944.92000000,43.986985569200,0.108000000000
2024-02-01,Boyacá,Bebida de Té,Té Verde 500mL x 12uds,Boyacá-Bebida de Té-Té Verde 500mL x 12uds,2,34,40222.17000000,1299176.09100000,1367553.78,68377.68900000,5.000000000000,670180.46,628995.63100000,48.414963557100,0.204000000000
2024-02-01,Boyacá,Bebida Energética,Power Up 500mL x 6uds,Boyacá-Bebida Energética-Power Up 500mL x 6uds,3,10,33752.97000000,257197.63140000,337529.70,80332.06860000,23.800000000000,152309.20,104888.43140000,40.781258687800,0.030000000000
2024-02-01,Boyacá,Bebida de Té,Té Verde 300mL x 6uds,Boyacá-Bebida de Té-Té Verde 300mL x 6uds,1,6,12154.61000000,72927.66000000,72927.66,0.00000000,0.000000000000,35542.26,37385.40000000,51.263676909400,0.010800000000
