REGION_CATEGORIA_PRODUCTO,MES,M3_PRODUCTO,ORIGEN,LOWER_BOUND,UPPER_BOUND,REGION,CATEGORIA,PRODUCTO
Cundinamarca-Gaseosa-Uva 600mL x 24uds,2026-01-01 00:00:00.000,53.630886078,FORECAST 1,36.127677082,71.134095073,Cundinamarca,Gaseosa,Uva 600mL x 24uds
Cundinamarca-Gaseosa-Uva 600mL x 24uds,2026-01-01 00:00:00.000,54.186943054,FORECAST 2,36.683734059,71.69015205,Cundinamarca,Gaseosa,Uva 600mL x 24uds
Cundinamarca-Gaseosa-Uva 600mL x 24uds,2026-02-01 00:00:00.000,58.33247757,FORECAST 1,40.829268574,75.835686565,Cundinamarca,Gaseosa,Uva 600mL x 24uds
Cundinamarca-Gaseosa-Uva 600mL x 24uds,2026-02-01 00:00:00.000,59.018585205,FORECAST 2,41.51537621,76.521794201,Cundinamarca,Gaseosa,Uva 600mL x 24uds
Cundinamarca-Gaseosa-Uva 600mL x 24uds,2026-03-01 00:00:00.000,59.018585205,FORECAST 1,41.51537621,76.521794201,Cundinamarca,Gaseosa,Uva 600mL x 24uds
Cundinamarca-Gaseosa-Uva 600mL x 24uds,2026-03-01 00:00:00.000,59.018585205,FORECAST 2,41.51537621,76.521794201,Cundinamarca,Gaseosa,Uva 600mL x 24uds
Cundinamarca-Gaseosa-Uva 600mL x 24uds,2026-04-01 00:00:00.000,61.820587158,FORECAST 1,44.317378163,79.323796154,Cundinamarca,Gaseosa,Uva 600mL x 24uds
Cundinamarca-Gaseosa-Uva 600mL x 24uds,2026-04-01 00:00:00.000,61.820587158,FORECAST 2,44.317378163,79.323796154,Cundinamarca,Gaseosa,Uva 600mL x 24uds
Cundinamarca-Gaseosa-Uva 600mL x 24uds,2026-05-01 00:00:00.000,57.60174942,FORECAST 1,40.098540425,75.104958416,Cundinamarca,Gaseosa,Uva 600mL x 24uds
Cundinamarca-Gaseosa-Uva 600mL x 24uds,2026-05-01 00:00:00.000,57.60174942,FORECAST 2,40.098540425,75.104958416,Cundinamarca,Gaseosa,Uva 600mL x 24uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2023-01-01 00:00:00.000,121.392,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2023-02-01 00:00:00.000,117.192,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2023-03-01 00:00:00.000,136.752,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2023-04-01 00:00:00.000,123.744,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2023-05-01 00:00:00.000,127.824,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2023-06-01 00:00:00.000,131.664,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2023-07-01 00:00:00.000,95.064,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2023-08-01 00:00:00.000,113.496,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2023-09-01 00:00:00.000,94.152,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2023-10-01 00:00:00.000,103.272,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2023-11-01 00:00:00.000,94.632,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2023-12-01 00:00:00.000,112.296,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2024-01-01 00:00:00.000,107.04,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2024-02-01 00:00:00.000,102.072,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2024-03-01 00:00:00.000,122.256,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2024-04-01 00:00:00.000,119.592,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2024-05-01 00:00:00.000,97.224,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2024-06-01 00:00:00.000,115.248,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2024-07-01 00:00:00.000,91.56,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2024-08-01 00:00:00.000,108.624,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2024-09-01 00:00:00.000,99.888,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2024-10-01 00:00:00.000,78.72,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2024-11-01 00:00:00.000,82.608,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2024-12-01 00:00:00.000,104.208,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-01-01 00:00:00.000,87.456,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-02-01 00:00:00.000,105.144,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-03-01 00:00:00.000,131.76,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-04-01 00:00:00.000,100.032,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-05-01 00:00:00.000,121.488,ACTUAL,,,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-06-01 00:00:00.000,126.118740038,FORECAST 1,91.705338431,160.532141644,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-06-01 00:00:00.000,126.118740038,FORECAST 2,91.705338431,160.532141644,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-07-01 00:00:00.000,110.677937717,FORECAST 1,75.097816043,146.258059392,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-07-01 00:00:00.000,110.677937717,FORECAST 2,75.097816043,146.258059392,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-08-01 00:00:00.000,114.905681278,FORECAST 1,74.766271127,155.04509143,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-08-01 00:00:00.000,114.905681278,FORECAST 2,74.766271127,155.04509143,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-09-01 00:00:00.000,126.118740038,FORECAST 1,80.192016127,172.045463948,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-09-01 00:00:00.000,126.118740038,FORECAST 2,80.192016127,172.045463948,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-10-01 00:00:00.000,110.677937717,FORECAST 1,63.824233376,157.531642059,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-10-01 00:00:00.000,110.677937717,FORECAST 2,63.824233376,157.531642059,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-11-01 00:00:00.000,114.905681278,FORECAST 1,64.458693997,165.35266856,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-11-01 00:00:00.000,114.905681278,FORECAST 2,64.458693997,165.35266856,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-12-01 00:00:00.000,126.118740038,FORECAST 1,70.915230679,181.322249397,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2025-12-01 00:00:00.000,126.118740038,FORECAST 2,70.915230679,181.322249397,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2026-01-01 00:00:00.000,110.677937717,FORECAST 1,54.661527598,166.694347837,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2026-01-01 00:00:00.000,110.677937717,FORECAST 2,54.661527598,166.694347837,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2026-02-01 00:00:00.000,114.905681278,FORECAST 1,55.813114388,173.998248168,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2026-02-01 00:00:00.000,114.905681278,FORECAST 2,55.813114388,173.998248168,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2026-03-01 00:00:00.000,126.118740038,FORECAST 1,62.881405395,189.356074681,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2026-03-01 00:00:00.000,126.118740038,FORECAST 2,62.881405395,189.356074681,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2026-04-01 00:00:00.000,110.677937717,FORECAST 1,46.694818253,174.661057182,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2026-04-01 00:00:00.000,110.677937717,FORECAST 2,46.694818253,174.661057182,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2026-05-01 00:00:00.000,114.905681278,FORECAST 1,48.178919864,181.632442692,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Lima 2000mL x 12uds,2026-05-01 00:00:00.000,114.905681278,FORECAST 2,48.178919864,181.632442692,Cundinamarca,Jugo,Jugo Lima 2000mL x 12uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2023-01-01 00:00:00.000,65.472,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2023-02-01 00:00:00.000,65.688,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2023-03-01 00:00:00.000,67.824,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2023-04-01 00:00:00.000,86.832,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2023-05-01 00:00:00.000,63.312,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2023-06-01 00:00:00.000,61.344,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2023-07-01 00:00:00.000,67.032,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2023-08-01 00:00:00.000,44.304,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2023-09-01 00:00:00.000,55.08,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2023-10-01 00:00:00.000,49.296,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2023-11-01 00:00:00.000,45.168,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2023-12-01 00:00:00.000,50.088,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2024-01-01 00:00:00.000,40.776,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2024-02-01 00:00:00.000,42.84,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2024-03-01 00:00:00.000,51.144,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2024-04-01 00:00:00.000,50.016,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2024-05-01 00:00:00.000,50.256,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2024-06-01 00:00:00.000,53.568,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2024-07-01 00:00:00.000,46.08,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2024-08-01 00:00:00.000,26.232,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2024-09-01 00:00:00.000,31.824,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2024-10-01 00:00:00.000,30.288,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2024-11-01 00:00:00.000,39.264,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2024-12-01 00:00:00.000,32.28,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-01-01 00:00:00.000,42.624,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-02-01 00:00:00.000,42.792,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-03-01 00:00:00.000,35.16,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-04-01 00:00:00.000,49.344,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-05-01 00:00:00.000,44.16,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-06-01 00:00:00.000,56.6633161,FORECAST 1,54.181863032,59.147971662,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-06-01 00:00:00.000,38.500211975,FORECAST 2,36.018758906,40.984867537,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-07-01 00:00:00.000,55.092805985,FORECAST 1,52.452278828,57.733070051,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-07-01 00:00:00.000,37.740554723,FORECAST 2,35.100027565,40.380818788,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-08-01 00:00:00.000,35.287023102,FORECAST 1,32.559462577,38.159370665,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-08-01 00:00:00.000,18.745624702,FORECAST 2,16.018064177,21.617972265,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-09-01 00:00:00.000,42.160517709,FORECAST 1,39.07736745,45.270428276,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-09-01 00:00:00.000,26.429972172,FORECAST 2,23.346821912,29.539882739,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-10-01 00:00:00.000,40.972810609,FORECAST 1,37.865953347,44.46307294,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-10-01 00:00:00.000,26.285528471,FORECAST 2,23.178671208,29.775790801,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-11-01 00:00:00.000,49.583510265,FORECAST 1,45.568252838,53.424713783,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-11-01 00:00:00.000,35.939491525,FORECAST 2,31.924234098,39.780695043,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-12-01 00:00:00.000,46.441911612,FORECAST 1,42.129390337,50.859325149,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2025-12-01 00:00:00.000,33.051994054,FORECAST 2,28.739472778,37.46940759,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2026-01-01 00:00:00.000,52.554769827,FORECAST 1,47.87090033,57.525393726,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2026-01-01 00:00:00.000,40.208115667,FORECAST 2,35.52424617,45.178739566,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2026-02-01 00:00:00.000,54.698701151,FORECAST 1,49.476825543,60.500197024,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2026-02-01 00:00:00.000,42.930489319,FORECAST 2,37.70861371,48.731985192,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2026-03-01 00:00:00.000,53.110770425,FORECAST 1,47.332388507,59.434835753,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2026-03-01 00:00:00.000,42.153411455,FORECAST 2,36.375029537,48.477476783,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2026-04-01 00:00:00.000,69.546223232,FORECAST 1,63.170965584,76.290365747,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2026-04-01 00:00:00.000,58.680794871,FORECAST 2,52.305537223,65.424937386,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2026-05-01 00:00:00.000,60.893405649,FORECAST 1,53.988997613,68.725515837,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 1000mL x 24uds,2026-05-01 00:00:00.000,51.465821795,FORECAST 2,44.561413759,59.297931983,Cundinamarca,Jugo,Jugo Manzana 1000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2023-01-01 00:00:00.000,244.56,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2023-02-01 00:00:00.000,261.84,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2023-03-01 00:00:00.000,219.648,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2023-04-01 00:00:00.000,297.504,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2023-05-01 00:00:00.000,266.064,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2023-06-01 00:00:00.000,339.6,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2023-07-01 00:00:00.000,269.088,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2023-08-01 00:00:00.000,241.824,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2023-09-01 00:00:00.000,254.64,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2023-10-01 00:00:00.000,257.712,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2023-11-01 00:00:00.000,240.048,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2023-12-01 00:00:00.000,213.12,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2024-01-01 00:00:00.000,212.448,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2024-02-01 00:00:00.000,214.272,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2024-03-01 00:00:00.000,245.328,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2024-04-01 00:00:00.000,228.24,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2024-05-01 00:00:00.000,240.192,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2024-06-01 00:00:00.000,246.432,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2024-07-01 00:00:00.000,195.6,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2024-08-01 00:00:00.000,209.472,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2024-09-01 00:00:00.000,149.136,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2024-10-01 00:00:00.000,182.928,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2024-11-01 00:00:00.000,220.848,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2024-12-01 00:00:00.000,262.464,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2025-01-01 00:00:00.000,208.224,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2025-02-01 00:00:00.000,171.744,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2025-03-01 00:00:00.000,219.264,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2025-04-01 00:00:00.000,222.048,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
Cundinamarca-Jugo-Jugo Manzana 2000mL x 24uds,2025-05-01 00:00:00.000,197.664,ACTUAL,,,Cundinamarca,Jugo,Jugo Manzana 2000mL x 24uds
