REGION_CATEGORIA_PRODUCTO,MES,ORIGEN,M3_PRODUCTO,LOWER_BOUND,UPPER_BOUND,REGION,CATEGORIA,PRODUCTO,PERCENT_CHANGE_MONTH_OVER_MONTH
Bolívar-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-02-01 00:00:00.000,FORECAST 2,1.911,1.232,2.591,Bolívar,Bebida Energética,Power Cell Booster Guaraná 500mL x 6uds,-2
Bolívar-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-03-01 00:00:00.000,FORECAST 2,1.911,1.232,2.591,Bolívar,Bebida Energética,Power Cell Booster Guaraná 500mL x 6uds,0
Bolívar-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-04-01 00:00:00.000,FORECAST 2,2.192,1.513,2.871,Bolívar,Bebida Energética,Power Cell Booster Guaraná 500mL x 6uds,14.7
Bolívar-Bebida Energética-Power Cell Booster Guaraná 500mL x 6uds,2026-05-01 00:00:00.000,FORECAST 2,2.039,1.36,2.718,Bolívar,Bebida Energética,Power Cell Booster Guaraná 500mL x 6uds,-7
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2023-01-01 00:00:00.000,ACTUAL,0.055,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2023-02-01 00:00:00.000,ACTUAL,0.086,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,58.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2023-03-01 00:00:00.000,ACTUAL,0.061,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-29.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2023-04-01 00:00:00.000,ACTUAL,0.08,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,31.4
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2023-05-01 00:00:00.000,ACTUAL,0.089,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,10.1
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2023-06-01 00:00:00.000,ACTUAL,0.039,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-55.9
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2023-07-01 00:00:00.000,ACTUAL,0.188,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,380.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2023-08-01 00:00:00.000,ACTUAL,0.053,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-71.7
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2023-09-01 00:00:00.000,ACTUAL,0.083,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,55.4
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2023-10-01 00:00:00.000,ACTUAL,0.152,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,83.6
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2023-11-01 00:00:00.000,ACTUAL,0.119,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-21.4
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2023-12-01 00:00:00.000,ACTUAL,0.039,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-67.5
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-01-01 00:00:00.000,ACTUAL,0.136,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,250.4
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-02-01 00:00:00.000,ACTUAL,0.094,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-30.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-03-01 00:00:00.000,ACTUAL,0.077,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-18.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-04-01 00:00:00.000,ACTUAL,0.094,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,21.9
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-05-01 00:00:00.000,ACTUAL,0.098,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,4.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-06-01 00:00:00.000,ACTUAL,0.046,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-52.6
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-07-01 00:00:00.000,ACTUAL,0.087,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,88.3
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-08-01 00:00:00.000,ACTUAL,0.132,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,51.4
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-09-01 00:00:00.000,ACTUAL,0.097,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-26.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-10-01 00:00:00.000,ACTUAL,0.045,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-54
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-11-01 00:00:00.000,ACTUAL,0.094,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,110.7
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2024-12-01 00:00:00.000,ACTUAL,0.009,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-90.1
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-01-01 00:00:00.000,ACTUAL,0.074,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,700
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-02-01 00:00:00.000,ACTUAL,0.052,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-30.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-03-01 00:00:00.000,ACTUAL,0.052,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,0.6
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-04-01 00:00:00.000,ACTUAL,0.011,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-78.7
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-05-01 00:00:00.000,FORECAST 1,0.066,0.058,0.073,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,491.9
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-06-01 00:00:00.000,FORECAST 1,0.02,0.009,0.03,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-70.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-07-01 00:00:00.000,FORECAST 1,0.015,0.002,0.029,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-21.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-08-01 00:00:00.000,FORECAST 1,0.106,0.091,0.122,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,593.1
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-09-01 00:00:00.000,FORECAST 1,0.077,0.06,0.094,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-27.3
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-10-01 00:00:00.000,FORECAST 1,-0.004,-0.023,0.015,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-104.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-11-01 00:00:00.000,FORECAST 1,0.076,0.055,0.096,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-2153.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-12-01 00:00:00.000,FORECAST 1,-0.004,-0.026,0.018,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-105.6
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-01-01 00:00:00.000,FORECAST 1,0.058,0.035,0.082,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-1467
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-02-01 00:00:00.000,FORECAST 1,0.042,0.018,0.067,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-27.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-03-01 00:00:00.000,FORECAST 1,0.047,0.02,0.073,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,9.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-04-01 00:00:00.000,FORECAST 1,0.011,-0.016,0.038,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-76.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-05-01 00:00:00.000,FORECAST 1,0.066,0.037,0.094,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,491.9
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-05-01 00:00:00.000,FORECAST 2,0.066,0.058,0.073,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,491.9
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-06-01 00:00:00.000,FORECAST 2,0.02,0.009,0.03,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-70.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-07-01 00:00:00.000,FORECAST 2,0.015,0.002,0.029,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-21.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-08-01 00:00:00.000,FORECAST 2,0.106,0.091,0.122,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,593.1
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-09-01 00:00:00.000,FORECAST 2,0.077,0.06,0.094,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-27.3
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-10-01 00:00:00.000,FORECAST 2,-0.004,-0.023,0.015,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-104.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-11-01 00:00:00.000,FORECAST 2,0.076,0.055,0.096,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-2153.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2025-12-01 00:00:00.000,FORECAST 2,-0.004,-0.026,0.018,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-105.6
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-01-01 00:00:00.000,FORECAST 2,0.058,0.035,0.082,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-1467
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-02-01 00:00:00.000,FORECAST 2,0.042,0.018,0.067,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-27.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-03-01 00:00:00.000,FORECAST 2,0.047,0.02,0.073,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,9.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-04-01 00:00:00.000,FORECAST 2,0.011,-0.016,0.038,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,-76.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 1uds,2026-05-01 00:00:00.000,FORECAST 2,0.066,0.037,0.094,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 1uds,491.9
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-01-01 00:00:00.000,ACTUAL,0.306,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-02-01 00:00:00.000,ACTUAL,0.578,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,88.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-03-01 00:00:00.000,ACTUAL,0.673,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,16.5
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-04-01 00:00:00.000,ACTUAL,0.256,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-62
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-05-01 00:00:00.000,ACTUAL,0.382,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,49.3
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-06-01 00:00:00.000,ACTUAL,0.464,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,21.7
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-07-01 00:00:00.000,ACTUAL,0.288,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-38
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-08-01 00:00:00.000,ACTUAL,0.518,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,80
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-09-01 00:00:00.000,ACTUAL,0.925,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,78.5
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-10-01 00:00:00.000,ACTUAL,0.461,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-50.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-11-01 00:00:00.000,ACTUAL,0.695,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,50.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2023-12-01 00:00:00.000,ACTUAL,1.246,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,79.3
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-01-01 00:00:00.000,ACTUAL,0.817,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-34.4
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-02-01 00:00:00.000,ACTUAL,0.603,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-26.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-03-01 00:00:00.000,ACTUAL,0.074,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-87.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-04-01 00:00:00.000,ACTUAL,0.614,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,731.7
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-05-01 00:00:00.000,ACTUAL,0.563,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-8.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-06-01 00:00:00.000,ACTUAL,0.562,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-0.3
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-07-01 00:00:00.000,ACTUAL,0.824,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,46.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-08-01 00:00:00.000,ACTUAL,0.868,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,5.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-09-01 00:00:00.000,ACTUAL,0.202,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-76.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-10-01 00:00:00.000,ACTUAL,1.008,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,400
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-11-01 00:00:00.000,ACTUAL,0.58,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-42.5
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2024-12-01 00:00:00.000,ACTUAL,1.195,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,106.2
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-01-01 00:00:00.000,ACTUAL,0.758,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-36.6
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-02-01 00:00:00.000,ACTUAL,0.997,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,31.6
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-03-01 00:00:00.000,ACTUAL,0.385,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-61.4
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-04-01 00:00:00.000,ACTUAL,0.383,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-0.5
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-05-01 00:00:00.000,ACTUAL,0.446,,,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,16.4
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-06-01 00:00:00.000,FORECAST 1,0.824,0.68,0.969,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,84.7
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-07-01 00:00:00.000,FORECAST 1,0.971,0.823,1.119,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,17.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-08-01 00:00:00.000,FORECAST 1,1.008,0.854,1.161,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,3.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-09-01 00:00:00.000,FORECAST 1,0.823,0.667,0.974,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-18.4
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-10-01 00:00:00.000,FORECAST 1,1.152,1.005,1.306,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,40
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-11-01 00:00:00.000,FORECAST 1,1.047,0.898,1.195,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-9.1
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-12-01 00:00:00.000,FORECAST 1,1.425,1.275,1.58,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,36.1
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-01-01 00:00:00.000,FORECAST 1,1.089,0.942,1.243,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-23.5
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-02-01 00:00:00.000,FORECAST 1,1.23,1.078,1.38,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,13
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-03-01 00:00:00.000,FORECAST 1,1.04,0.89,1.187,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-15.5
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-04-01 00:00:00.000,FORECAST 1,0.92,0.77,1.072,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-11.6
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-05-01 00:00:00.000,FORECAST 1,1.082,0.927,1.233,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,17.7
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-06-01 00:00:00.000,FORECAST 2,0.149,0.005,0.294,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-66.6
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-07-01 00:00:00.000,FORECAST 2,0.296,0.148,0.444,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,98.4
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-08-01 00:00:00.000,FORECAST 2,0.379,0.225,0.532,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,28
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-09-01 00:00:00.000,FORECAST 2,0.203,0.047,0.354,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-46.4
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-10-01 00:00:00.000,FORECAST 2,0.588,0.441,0.742,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,189.4
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-11-01 00:00:00.000,FORECAST 2,0.492,0.343,0.64,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-16.3
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2025-12-01 00:00:00.000,FORECAST 2,0.925,0.776,1.081,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,88
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-01-01 00:00:00.000,FORECAST 2,0.581,0.433,0.734,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-37.3
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-02-01 00:00:00.000,FORECAST 2,0.741,0.588,0.89,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,27.6
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-03-01 00:00:00.000,FORECAST 2,0.624,0.473,0.771,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-15.8
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-04-01 00:00:00.000,FORECAST 2,0.587,0.438,0.739,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,-5.9
Bolívar-Bebida de Té-Té Negro Zulianita 300mL x 6uds,2026-05-01 00:00:00.000,FORECAST 2,0.721,0.566,0.872,Bolívar,Bebida de Té,Té Negro Zulianita 300mL x 6uds,22.8
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-01-01 00:00:00.000,ACTUAL,0.071,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-02-01 00:00:00.000,ACTUAL,0.09,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,26.8
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-03-01 00:00:00.000,ACTUAL,0.025,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-72.8
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-04-01 00:00:00.000,ACTUAL,0.278,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,1032.7
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-05-01 00:00:00.000,ACTUAL,0.084,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-69.7
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-06-01 00:00:00.000,ACTUAL,0.232,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,176.2
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-07-01 00:00:00.000,ACTUAL,0.136,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-41.4
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-08-01 00:00:00.000,ACTUAL,0.247,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,81.2
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-09-01 00:00:00.000,ACTUAL,0.112,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-54.6
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-10-01 00:00:00.000,ACTUAL,0.177,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,57.6
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-11-01 00:00:00.000,ACTUAL,0.151,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-14.4
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2023-12-01 00:00:00.000,ACTUAL,0.196,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,29.8
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-01-01 00:00:00.000,ACTUAL,0.292,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,48.7
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-02-01 00:00:00.000,ACTUAL,0.109,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-62.8
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-03-01 00:00:00.000,ACTUAL,0.286,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,163.1
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-04-01 00:00:00.000,ACTUAL,0.213,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-25.4
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-05-01 00:00:00.000,ACTUAL,0.208,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-2.3
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-06-01 00:00:00.000,ACTUAL,0.344,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,65.1
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-07-01 00:00:00.000,ACTUAL,0.353,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,2.8
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-08-01 00:00:00.000,ACTUAL,0.246,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-30.5
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-09-01 00:00:00.000,ACTUAL,0.286,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,16.3
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-10-01 00:00:00.000,ACTUAL,0.286,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,0.2
Bolívar-Bebida de Té-Té Negro Zulianita 500mL x 1uds,2024-11-01 00:00:00.000,ACTUAL,0.09,,,Bolívar,Bebida de Té,Té Negro Zulianita 500mL x 1uds,-68.7
