training_id,employee_id,course_name,status,training_date,plan_year,duration_hours
8650,1270,Workplace Safety and Compliance,Scheduled,2025-09-30,2025,2
8651,1148,Inventory Management Basics,Completed,2024-07-13,2024,3
8652,1612,Data Security Awareness,Scheduled,2025-08-29,2025,2
8653,1168,Data Security Awareness,Completed,2024-09-02,2024,2
8654,1280,Customer Service Excellence,Completed,2024-12-19,2024,4
8655,1161,Workplace Safety and Compliance,Scheduled,2025-05-29,2025,2
8656,1913,Marketing Campaign Strategies,Completed,2025-03-14,2025,5
8657,1015,Employee Wellness Program,Completed,2025-04-07,2025,2
8658,1614,Inventory Management Basics,Completed,2024-05-08,2024,3
8659,1919,Employee Wellness Program,Completed,2024-03-06,2024,2
8660,1096,Inventory Management Basics,Completed,2024-03-09,2024,3
8661,1476,Data Security Awareness,Scheduled,2025-02-02,2024,2
8662,1927,Advanced Inventory Control,Completed,2024-05-08,2024,4
8663,1084,Customer Service Excellence,Scheduled,2025-07-23,2025,4
8664,1238,Inventory Management Basics,Completed,2025-01-04,2025,3
8665,1193,Customer Service Excellence,Scheduled,2025-07-13,2025,4
8666,1815,Customer Service Excellence,Completed,2024-11-13,2024,4
8667,1537,Workplace Safety and Compliance,Scheduled,2024-10-24,2024,2
8668,1881,Customer Service Excellence,Scheduled,2025-03-08,2024,4
8669,1126,Inventory Management Basics,Completed,2024-02-09,2024,3
8670,1829,Customer Service Excellence,Scheduled,2024-10-01,2024,4
8671,1582,Workplace Safety and Compliance,Completed,2024-05-27,2024,2
8672,1207,Inventory Management Basics,Scheduled,2025-09-16,2025,3
8673,1438,Customer Service Excellence,Scheduled,2025-03-28,2024,4
8674,1723,Advanced Inventory Control,Completed,2024-06-02,2024,4
8675,1518,Financial Reporting for Retail,Scheduled,2024-06-21,2024,4
8676,1722,Financial Reporting for Retail,Scheduled,2025-07-26,2025,4
8677,1997,Workplace Safety and Compliance,Scheduled,2025-02-02,2024,2
8678,1348,Retail Sales Techniques,Completed,2024-03-27,2024,5
8679,1142,Customer Service Excellence,Completed,2024-05-07,2024,4
8680,1607,Data Security Awareness,Completed,2025-02-06,2025,2
8681,1238,Data Security Awareness,Completed,2025-01-03,2025,2
8682,1800,Inventory Management Basics,Completed,2024-10-05,2024,3
8683,1906,Inventory Management Basics,Completed,2024-10-16,2024,3
8684,1718,Inventory Management Basics,Scheduled,2025-11-20,2025,3
8685,1213,Customer Service Excellence,Completed,2024-10-27,2024,4
8686,1141,Inventory Management Basics,Scheduled,2025-08-12,2025,3
8687,1980,Marketing Campaign Strategies,Scheduled,2024-11-29,2024,5
8688,1694,Workplace Safety and Compliance,Completed,2024-04-12,2024,2
8689,1270,Data Security Awareness,Scheduled,2024-08-26,2024,2
8690,1603,Customer Service Excellence,Completed,2024-12-16,2024,4
8691,1519,Customer Service Excellence,Completed,2025-01-09,2025,4
8692,1276,Advanced Inventory Control,Completed,2025-03-07,2025,4
8693,1994,Retail Sales Techniques,Scheduled,2024-10-18,2024,5
8694,1458,Customer Service Excellence,Scheduled,2025-11-11,2025,4
8695,1065,Inventory Management Basics,Completed,2024-05-12,2024,3
8696,1068,Customer Service Excellence,Scheduled,2024-08-14,2024,4
8697,1759,Data Security Awareness,Completed,2024-09-14,2024,2
8698,1860,Workplace Safety and Compliance,Scheduled,2025-03-18,2024,2
8699,1202,Customer Service Excellence,Completed,2024-11-03,2024,4
8700,1640,Customer Service Excellence,Completed,2024-10-09,2024,4
8701,1956,Inventory Management Basics,Scheduled,2025-06-24,2025,3
8702,1096,Workplace Safety and Compliance,Scheduled,2025-07-02,2025,2
8703,1986,Customer Service Excellence,Completed,2024-09-30,2024,4
8704,1475,Data Security Awareness,Completed,2024-03-24,2024,2
8705,1213,Data Security Awareness,Scheduled,2025-12-05,2025,2
8706,1757,Customer Service Excellence,Completed,2025-02-12,2025,4
8707,1515,Customer Service Excellence,Scheduled,2025-05-30,2025,4
8708,1157,Leadership and Team Management,Scheduled,2025-10-24,2025,6
8709,1428,Inventory Management Basics,Completed,2024-07-14,2024,3
8710,1186,Workplace Safety and Compliance,Completed,2025-03-02,2025,2
8711,1074,Customer Service Excellence,Scheduled,2024-07-03,2024,4
8712,1812,Customer Service Excellence,Scheduled,2024-12-10,2024,4
8713,1056,Customer Service Excellence,Completed,2024-10-24,2024,4
8714,1401,Financial Reporting for Retail,Completed,2025-04-12,2025,4
8715,1811,Data Security Awareness,Scheduled,2025-08-25,2025,2
8716,1841,Customer Service Excellence,Completed,2025-02-02,2025,4
8717,1760,Advanced Inventory Control,Completed,2025-04-11,2025,4
8718,1890,Advanced Inventory Control,Completed,2024-11-04,2024,4
8719,1749,Employee Wellness Program,Scheduled,2024-12-02,2024,2
8720,1861,Workplace Safety and Compliance,Completed,2025-04-13,2025,2
8721,1905,Customer Service Excellence,Completed,2024-02-06,2024,4
8722,1655,Inventory Management Basics,Completed,2024-08-23,2024,3
8723,1207,Marketing Campaign Strategies,Scheduled,2025-06-17,2025,5
8724,1680,Marketing Campaign Strategies,Completed,2024-01-27,2024,5
8725,1017,Data Security Awareness,Scheduled,2025-07-11,2025,2
8726,1217,Advanced Inventory Control,Completed,2024-01-10,2024,4
8727,1229,Data Security Awareness,Scheduled,2025-10-10,2025,2
8728,1640,Workplace Safety and Compliance,Scheduled,2024-08-11,2024,2
8729,1996,Financial Reporting for Retail,Scheduled,2025-07-02,2025,4
8730,1733,Data Security Awareness,Completed,2024-10-07,2024,2
8731,1682,Inventory Management Basics,Completed,2024-03-19,2024,3
8732,1812,Data Security Awareness,Scheduled,2025-12-23,2025,2
8733,1443,Inventory Management Basics,Scheduled,2025-12-26,2025,3
8734,1207,Workplace Safety and Compliance,Completed,2024-04-18,2024,2
8735,1366,Data Security Awareness,Scheduled,2025-10-09,2025,2
8736,1263,Marketing Campaign Strategies,Completed,2024-01-13,2024,5
8737,1653,Leadership and Team Management,Scheduled,2024-12-30,2024,6
8738,1292,Workplace Safety and Compliance,Completed,2024-10-03,2024,2
8739,1532,Leadership and Team Management,Scheduled,2024-07-05,2024,6
8740,1840,Retail Sales Techniques,Completed,2024-09-04,2024,5
8741,1208,Employee Wellness Program,Scheduled,2025-03-10,2024,2
8742,1234,Workplace Safety and Compliance,Scheduled,2025-11-02,2025,2
8743,1612,Inventory Management Basics,Scheduled,2025-12-11,2025,3
8744,1804,Customer Service Excellence,Completed,2025-01-30,2025,4
8745,1487,Customer Service Excellence,Completed,2024-09-22,2024,4
8746,1261,Inventory Management Basics,Scheduled,2025-10-29,2025,3
8747,1253,Advanced Inventory Control,Scheduled,2024-11-25,2024,4
8748,1043,Workplace Safety and Compliance,Scheduled,2024-10-10,2024,2
8749,1186,Data Security Awareness,Completed,2025-02-02,2025,2
8750,1788,Employee Wellness Program,Scheduled,2025-07-27,2025,2
8751,1601,Data Security Awareness,Completed,2024-12-17,2024,2
8752,1887,Workplace Safety and Compliance,Completed,2024-09-15,2024,2
8753,1963,Workplace Safety and Compliance,Scheduled,2025-06-18,2025,2
8754,1190,Data Security Awareness,Completed,2024-12-16,2024,2
8755,1514,Customer Service Excellence,Scheduled,2025-08-07,2025,4
8756,1828,Data Security Awareness,Scheduled,2025-12-30,2025,2
8757,1094,Workplace Safety and Compliance,Completed,2024-09-09,2024,2
8758,1208,Employee Wellness Program,Scheduled,2025-12-22,2025,2
8759,1117,Customer Service Excellence,Completed,2024-03-31,2024,4
8760,1610,Inventory Management Basics,Scheduled,2025-12-09,2025,3
8761,1537,Inventory Management Basics,Completed,2024-04-09,2024,3
8762,1950,Data Security Awareness,Scheduled,2025-12-30,2025,2
8763,1230,Inventory Management Basics,Completed,2025-05-11,2025,3
8764,1043,Customer Service Excellence,Completed,2025-01-28,2025,4
8765,1337,Leadership and Team Management,Scheduled,2024-11-29,2024,6
8766,1957,Customer Service Excellence,Completed,2024-08-13,2024,4
8767,1964,Data Security Awareness,Scheduled,2024-07-20,2024,2
8768,1178,Data Security Awareness,Scheduled,2025-06-11,2025,2
8769,1819,Leadership and Team Management,Scheduled,2025-03-01,2024,6
8770,1786,Workplace Safety and Compliance,Scheduled,2024-08-01,2024,2
8771,1211,Inventory Management Basics,Completed,2024-02-14,2024,3
8772,1079,Data Security Awareness,Completed,2025-02-06,2025,2
8773,1601,Data Security Awareness,Scheduled,2025-10-27,2025,2
8774,1138,Customer Service Excellence,Completed,2024-03-07,2024,4
8775,1423,Customer Service Excellence,Completed,2025-01-27,2025,4
8776,1745,Workplace Safety and Compliance,Completed,2024-07-16,2024,2
8777,1489,Inventory Management Basics,Completed,2024-08-20,2024,3
8778,1065,Leadership and Team Management,Scheduled,2025-02-21,2024,6
8779,1763,Workplace Safety and Compliance,Scheduled,2025-07-05,2025,2
8780,1389,Inventory Management Basics,Completed,2024-12-22,2024,3
8781,1027,Customer Service Excellence,Completed,2024-05-26,2024,4
8782,1963,Data Security Awareness,Completed,2025-02-02,2025,2
8783,1523,Customer Service Excellence,Scheduled,2025-06-01,2025,4
8784,1482,Financial Reporting for Retail,Completed,2024-06-21,2024,4
8785,1715,Workplace Safety and Compliance,Completed,2025-04-22,2025,2
8786,1305,Customer Service Excellence,Scheduled,2025-02-09,2024,4
8787,1818,Workplace Safety and Compliance,Scheduled,2025-06-11,2025,2
8788,1168,Data Security Awareness,Completed,2024-03-10,2024,2
8789,1507,Workplace Safety and Compliance,Completed,2024-04-27,2024,2
8790,1841,Inventory Management Basics,Scheduled,2024-08-13,2024,3
8791,1180,Data Security Awareness,Completed,2024-11-14,2024,2
8792,1294,Customer Service Excellence,Scheduled,2025-12-10,2025,4
8793,1882,Customer Service Excellence,Scheduled,2025-06-12,2025,4
8794,1252,Customer Service Excellence,Completed,2024-02-28,2024,4
8795,1926,Customer Service Excellence,Scheduled,2025-10-07,2025,4
8796,1977,Retail Sales Techniques,Scheduled,2025-12-05,2025,5
8797,1950,Marketing Campaign Strategies,Completed,2025-04-11,2025,5
8798,1906,Inventory Management Basics,Scheduled,2025-06-25,2025,3
8799,2000,Data Security Awareness,Scheduled,2025-09-17,2025,2
8800,1072,Workplace Safety and Compliance,Completed,2025-02-06,2025,2
8801,1900,Advanced Inventory Control,Scheduled,2025-12-14,2025,4
8802,1824,Workplace Safety and Compliance,Completed,2025-01-15,2025,2
8803,1731,Data Security Awareness,Scheduled,2025-08-08,2025,2
8804,1355,Employee Wellness Program,Completed,2025-02-14,2025,2
8805,1771,Customer Service Excellence,Completed,2024-05-20,2024,4
8806,1313,Employee Wellness Program,Completed,2024-06-11,2024,2
8807,1231,Data Security Awareness,Scheduled,2024-11-25,2024,2
8808,1611,Inventory Management Basics,Completed,2025-03-15,2025,3
8809,1735,Marketing Campaign Strategies,Scheduled,2024-07-20,2024,5
8810,1257,Workplace Safety and Compliance,Completed,2024-05-25,2024,2
8811,1506,Workplace Safety and Compliance,Completed,2025-04-10,2025,2
8812,1371,Workplace Safety and Compliance,Completed,2025-03-08,2025,2
8813,1790,Customer Service Excellence,Completed,2024-03-04,2024,4
8814,1188,Data Security Awareness,Scheduled,2025-10-06,2025,2
8815,1309,Retail Sales Techniques,Completed,2024-02-19,2024,5
8816,1227,Workplace Safety and Compliance,Scheduled,2025-08-05,2025,2
8817,1848,Customer Service Excellence,Completed,2025-01-14,2025,4
8818,1716,Marketing Campaign Strategies,Scheduled,2025-09-17,2025,5
8819,1993,Workplace Safety and Compliance,Scheduled,2024-06-16,2024,2
8820,1690,Workplace Safety and Compliance,Scheduled,2024-12-15,2024,2
8821,1819,Leadership and Team Management,Scheduled,2025-12-24,2025,6
8822,1809,Workplace Safety and Compliance,Scheduled,2024-06-05,2024,2
8823,1872,Workplace Safety and Compliance,Completed,2025-02-13,2025,2
8824,1338,Customer Service Excellence,Scheduled,2025-08-19,2025,4
8825,1728,Employee Wellness Program,Completed,2025-04-09,2025,2
8826,1887,Data Security Awareness,Scheduled,2025-05-26,2025,2
8827,1598,Inventory Management Basics,Completed,2024-02-26,2024,3
8828,1423,Inventory Management Basics,Scheduled,2025-08-24,2025,3
8829,1763,Inventory Management Basics,Scheduled,2025-09-03,2025,3
8830,1612,Customer Service Excellence,Scheduled,2025-10-13,2025,4
8831,1225,Inventory Management Basics,Scheduled,2024-08-22,2024,3
8832,1774,Leadership and Team Management,Completed,2025-04-10,2025,6
8833,1686,Data Security Awareness,Scheduled,2025-12-30,2025,2
8834,1696,Inventory Management Basics,Completed,2025-03-26,2025,3
8835,1406,Data Security Awareness,Completed,2025-04-26,2025,2
8836,1506,Inventory Management Basics,Completed,2025-02-20,2025,3
8837,1804,Workplace Safety and Compliance,Scheduled,2024-06-27,2024,2
8838,1972,Customer Service Excellence,Completed,2024-03-12,2024,4
8839,1276,Workplace Safety and Compliance,Completed,2024-06-02,2024,2
8840,1724,Inventory Management Basics,Scheduled,2025-06-11,2025,3
8841,1837,Customer Service Excellence,Completed,2024-02-05,2024,4
8842,1411,Data Security Awareness,Completed,2024-07-20,2024,2
8843,1140,Inventory Management Basics,Scheduled,2025-09-28,2025,3
8844,1819,Customer Service Excellence,Scheduled,2025-02-17,2024,4
8845,1785,Inventory Management Basics,Completed,2024-08-14,2024,3
8846,1642,Customer Service Excellence,Completed,2024-05-29,2024,4
8847,1506,Inventory Management Basics,Completed,2024-03-04,2024,3
8848,1013,Advanced Inventory Control,Scheduled,2025-11-30,2025,4
8849,1802,Leadership and Team Management,Completed,2024-11-28,2024,6
8850,1166,Leadership and Team Management,Scheduled,2025-06-27,2025,6
8851,1645,Leadership and Team Management,Completed,2024-04-22,2024,6
8852,1215,Workplace Safety and Compliance,Scheduled,2025-10-11,2025,2
8853,1928,Customer Service Excellence,Scheduled,2025-10-27,2025,4
8854,1199,Workplace Safety and Compliance,Scheduled,2025-08-07,2025,2
8855,1679,Marketing Campaign Strategies,Completed,2024-05-02,2024,5
8856,1543,Data Security Awareness,Scheduled,2025-01-02,2024,2
8857,1307,Marketing Campaign Strategies,Completed,2024-11-24,2024,5
8858,1966,Retail Sales Techniques,Scheduled,2024-09-13,2024,5
8859,1681,Customer Service Excellence,Completed,2024-09-20,2024,4
8860,1862,Advanced Inventory Control,Completed,2025-03-17,2025,4
8861,1002,Data Security Awareness,Scheduled,2024-10-27,2024,2
8862,1546,Customer Service Excellence,Completed,2025-04-01,2025,4
8863,1089,Customer Service Excellence,Completed,2025-04-13,2025,4
8864,1624,Marketing Campaign Strategies,Completed,2024-04-22,2024,5
8865,1635,Data Security Awareness,Scheduled,2024-09-27,2024,2
8866,1690,Retail Sales Techniques,Scheduled,2025-06-13,2025,5
8867,1643,Customer Service Excellence,Completed,2025-02-02,2025,4
8868,1675,Data Security Awareness,Completed,2024-08-12,2024,2
8869,1938,Data Security Awareness,Completed,2024-11-14,2024,2
8870,1851,Workplace Safety and Compliance,Scheduled,2025-10-20,2025,2
8871,1261,Customer Service Excellence,Completed,2025-04-10,2025,4
8872,1478,Data Security Awareness,Completed,2025-05-01,2025,2
8873,1167,Leadership and Team Management,Completed,2025-01-20,2025,6
8874,1690,Retail Sales Techniques,Scheduled,2025-06-25,2025,5
8875,1872,Customer Service Excellence,Completed,2025-05-02,2025,4
8876,1883,Workplace Safety and Compliance,Completed,2025-03-20,2025,2
8877,1178,Workplace Safety and Compliance,Scheduled,2025-10-21,2025,2
8878,1950,Workplace Safety and Compliance,Scheduled,2025-07-03,2025,2
8879,1857,Workplace Safety and Compliance,Completed,2025-02-21,2025,2
8880,1282,Workplace Safety and Compliance,Completed,2025-03-26,2025,2
8881,1307,Inventory Management Basics,Completed,2025-02-20,2025,3
8882,1253,Workplace Safety and Compliance,Completed,2025-02-01,2025,2
8883,1638,Customer Service Excellence,Scheduled,2025-09-04,2025,4
8884,1452,Inventory Management Basics,Scheduled,2025-06-22,2025,3
8885,1725,Inventory Management Basics,Completed,2025-03-14,2025,3
8886,1037,Inventory Management Basics,Completed,2024-05-14,2024,3
8887,1707,Data Security Awareness,Scheduled,2024-08-30,2024,2
8888,1882,Customer Service Excellence,Scheduled,2025-07-09,2025,4
8889,1755,Customer Service Excellence,Scheduled,2024-12-17,2024,4
8890,1662,Data Security Awareness,Completed,2024-09-06,2024,2
8891,1837,Customer Service Excellence,Completed,2024-05-23,2024,4
8892,1634,Workplace Safety and Compliance,Scheduled,2024-08-06,2024,2
8893,1273,Retail Sales Techniques,Scheduled,2025-08-26,2025,5
8894,1462,Workplace Safety and Compliance,Completed,2024-04-21,2024,2
8895,1559,Workplace Safety and Compliance,Completed,2024-02-01,2024,2
8896,1070,Data Security Awareness,Scheduled,2024-11-18,2024,2
8897,1533,Inventory Management Basics,Completed,2024-10-15,2024,3
8898,1748,Customer Service Excellence,Scheduled,2025-06-15,2025,4
8899,1969,Inventory Management Basics,Completed,2025-01-16,2025,3
8900,1611,Workplace Safety and Compliance,Completed,2025-02-13,2025,2
8901,1894,Inventory Management Basics,Scheduled,2025-07-27,2025,3
8902,1709,Advanced Inventory Control,Completed,2024-12-20,2024,4
8903,1652,Advanced Inventory Control,Completed,2025-02-23,2025,4
8904,1721,Customer Service Excellence,Completed,2025-03-08,2025,4
8905,1847,Inventory Management Basics,Scheduled,2025-07-09,2025,3
8906,1685,Leadership and Team Management,Completed,2024-09-19,2024,6
8907,1526,Customer Service Excellence,Scheduled,2025-10-18,2025,4
8908,1978,Inventory Management Basics,Completed,2024-02-14,2024,3
8909,1378,Workplace Safety and Compliance,Completed,2025-02-06,2025,2
8910,1266,Workplace Safety and Compliance,Completed,2024-08-26,2024,2
8911,1248,Inventory Management Basics,Completed,2025-04-25,2025,3
8912,1597,Workplace Safety and Compliance,Scheduled,2025-03-19,2024,2
8913,1690,Customer Service Excellence,Completed,2025-03-13,2025,4
8914,1646,Customer Service Excellence,Scheduled,2025-09-20,2025,4
8915,1333,Employee Wellness Program,Completed,2024-12-09,2024,2
8916,1646,Data Security Awareness,Completed,2025-03-30,2025,2
8917,1470,Customer Service Excellence,Completed,2025-04-14,2025,4
8918,1934,Customer Service Excellence,Completed,2025-03-22,2025,4
8919,1160,Data Security Awareness,Scheduled,2025-09-09,2025,2
8920,1471,Workplace Safety and Compliance,Completed,2025-03-19,2025,2
8921,1388,Workplace Safety and Compliance,Completed,2024-02-24,2024,2
8922,1461,Data Security Awareness,Scheduled,2025-12-05,2025,2
8923,1629,Financial Reporting for Retail,Completed,2024-05-09,2024,4
8924,1339,Data Security Awareness,Completed,2024-02-25,2024,2
8925,1005,Workplace Safety and Compliance,Scheduled,2024-07-06,2024,2
8926,2000,Workplace Safety and Compliance,Completed,2024-09-18,2024,2
8927,1330,Advanced Inventory Control,Completed,2025-02-04,2025,4
8928,1597,Data Security Awareness,Completed,2024-06-29,2024,2
8929,1881,Financial Reporting for Retail,Scheduled,2025-06-16,2025,4
8930,1664,Inventory Management Basics,Completed,2024-12-20,2024,3
8931,1008,Workplace Safety and Compliance,Scheduled,2025-12-16,2025,2
8932,1963,Marketing Campaign Strategies,Completed,2024-03-01,2024,5
8933,1701,Customer Service Excellence,Scheduled,2024-07-01,2024,4
8934,1111,Retail Sales Techniques,Completed,2025-02-14,2025,5
8935,1052,Leadership and Team Management,Scheduled,2025-08-31,2025,6
8936,1942,Customer Service Excellence,Completed,2024-10-16,2024,4
8937,1990,Workplace Safety and Compliance,Completed,2024-04-10,2024,2
8938,1192,Customer Service Excellence,Scheduled,2025-06-08,2025,4
8939,1073,Workplace Safety and Compliance,Completed,2025-01-02,2025,2
8940,1552,Marketing Campaign Strategies,Scheduled,2025-06-14,2025,5
8941,1178,Customer Service Excellence,Completed,2025-04-27,2025,4
8942,1857,Workplace Safety and Compliance,Completed,2025-02-15,2025,2
8943,1514,Customer Service Excellence,Completed,2024-12-09,2024,4
8944,1913,Workplace Safety and Compliance,Completed,2025-02-26,2025,2
8945,1111,Customer Service Excellence,Scheduled,2025-06-14,2025,4
8946,1769,Inventory Management Basics,Scheduled,2025-08-21,2025,3
8947,1438,Data Security Awareness,Scheduled,2025-06-02,2025,2
8948,1567,Workplace Safety and Compliance,Scheduled,2025-11-22,2025,2
8949,1309,Leadership and Team Management,Scheduled,2024-08-07,2024,6
8950,1411,Employee Wellness Program,Completed,2024-05-25,2024,2
8951,1582,Workplace Safety and Compliance,Completed,2025-03-24,2025,2
8952,1496,Customer Service Excellence,Completed,2024-06-05,2024,4
8953,1757,Employee Wellness Program,Scheduled,2025-10-16,2025,2
8954,1243,Customer Service Excellence,Scheduled,2025-10-14,2025,4
8955,1602,Workplace Safety and Compliance,Completed,2025-05-15,2025,2
8956,1393,Workplace Safety and Compliance,Scheduled,2025-11-03,2025,2
8957,1882,Inventory Management Basics,Scheduled,2025-12-18,2025,3
8958,1779,Data Security Awareness,Completed,2025-04-20,2025,2
8959,1828,Inventory Management Basics,Completed,2024-02-22,2024,3
8960,1992,Inventory Management Basics,Completed,2024-05-29,2024,3
8961,1715,Inventory Management Basics,Completed,2024-03-29,2024,3
8962,1754,Workplace Safety and Compliance,Scheduled,2025-10-02,2025,2
8963,1280,Workplace Safety and Compliance,Scheduled,2025-09-10,2025,2
8964,1994,Data Security Awareness,Scheduled,2024-09-08,2024,2
8965,1481,Leadership and Team Management,Completed,2024-11-10,2024,6
8966,1771,Workplace Safety and Compliance,Completed,2024-08-07,2024,2
8967,1808,Inventory Management Basics,Scheduled,2025-02-17,2024,3
8968,1605,Workplace Safety and Compliance,Scheduled,2025-07-28,2025,2
8969,1425,Marketing Campaign Strategies,Scheduled,2024-12-04,2024,5
8970,1030,Workplace Safety and Compliance,Completed,2024-07-14,2024,2
8971,1276,Leadership and Team Management,Completed,2024-12-02,2024,6
8972,1211,Marketing Campaign Strategies,Scheduled,2025-01-13,2024,5
8973,1280,Customer Service Excellence,Scheduled,2024-07-10,2024,4
8974,1713,Advanced Inventory Control,Scheduled,2025-11-30,2025,4
8975,1654,Advanced Inventory Control,Scheduled,2025-09-09,2025,4
8976,1169,Inventory Management Basics,Completed,2024-11-12,2024,3
8977,1779,Employee Wellness Program,Completed,2025-02-26,2025,2
8978,1424,Advanced Inventory Control,Scheduled,2025-12-10,2025,4
8979,1093,Inventory Management Basics,Scheduled,2025-10-20,2025,3
8980,1725,Financial Reporting for Retail,Scheduled,2025-07-16,2025,4
8981,1620,Inventory Management Basics,Completed,2025-01-15,2025,3
8982,1190,Inventory Management Basics,Completed,2025-01-12,2025,3
8983,1843,Inventory Management Basics,Scheduled,2024-09-25,2024,3
8984,1014,Data Security Awareness,Completed,2024-09-26,2024,2
8985,1827,Marketing Campaign Strategies,Scheduled,2024-12-11,2024,5
8986,1449,Workplace Safety and Compliance,Completed,2024-11-01,2024,2
8987,1321,Workplace Safety and Compliance,Scheduled,2025-06-18,2025,2
8988,1094,Data Security Awareness,Completed,2025-04-13,2025,2
8989,1984,Workplace Safety and Compliance,Completed,2024-12-30,2024,2
8990,1485,Customer Service Excellence,Scheduled,2025-03-15,2024,4
8991,1158,Marketing Campaign Strategies,Completed,2025-02-17,2025,5
8992,1930,Inventory Management Basics,Scheduled,2025-06-18,2025,3
8993,1202,Data Security Awareness,Scheduled,2025-01-30,2024,2
8994,1480,Inventory Management Basics,Completed,2025-03-25,2025,3
8995,1906,Leadership and Team Management,Scheduled,2025-11-06,2025,6
8996,1903,Data Security Awareness,Scheduled,2025-01-27,2024,2
8997,1947,Workplace Safety and Compliance,Completed,2025-03-22,2025,2
8998,1809,Inventory Management Basics,Completed,2025-04-18,2025,3
8999,1039,Data Security Awareness,Completed,2024-12-15,2024,2
9000,1427,Customer Service Excellence,Completed,2024-06-18,2024,4
9001,1632,Marketing Campaign Strategies,Scheduled,2025-11-30,2025,5
9002,1266,Inventory Management Basics,Scheduled,2025-11-16,2025,3
9003,1015,Inventory Management Basics,Scheduled,2024-11-01,2024,3
9004,1039,Data Security Awareness,Scheduled,2024-09-20,2024,2
9005,1703,Customer Service Excellence,Completed,2024-04-17,2024,4
9006,1642,Workplace Safety and Compliance,Scheduled,2024-06-24,2024,2
9007,1638,Workplace Safety and Compliance,Completed,2025-01-25,2025,2
9008,1097,Data Security Awareness,Scheduled,2024-07-15,2024,2
9009,1647,Workplace Safety and Compliance,Scheduled,2025-10-05,2025,2
9010,1307,Inventory Management Basics,Completed,2025-05-20,2025,3
9011,1015,Workplace Safety and Compliance,Completed,2024-06-22,2024,2
9012,1506,Leadership and Team Management,Completed,2025-03-13,2025,6
9013,1006,Retail Sales Techniques,Scheduled,2025-10-06,2025,5
9014,1014,Workplace Safety and Compliance,Completed,2025-02-05,2025,2
9015,1572,Customer Service Excellence,Completed,2024-03-15,2024,4
9016,1733,Data Security Awareness,Completed,2024-08-12,2024,2
9017,1306,Inventory Management Basics,Completed,2024-11-30,2024,3
9018,1243,Customer Service Excellence,Completed,2024-06-29,2024,4
9019,1138,Inventory Management Basics,Completed,2024-12-07,2024,3
9020,1662,Inventory Management Basics,Scheduled,2024-06-19,2024,3
9021,1237,Leadership and Team Management,Scheduled,2025-09-30,2025,6
9022,1174,Data Security Awareness,Scheduled,2025-11-17,2025,2
9023,1675,Data Security Awareness,Scheduled,2025-12-11,2025,2
9024,1762,Customer Service Excellence,Scheduled,2024-07-16,2024,4
9025,1219,Workplace Safety and Compliance,Completed,2024-11-20,2024,2
9026,1763,Inventory Management Basics,Completed,2024-02-11,2024,3
9027,1777,Inventory Management Basics,Completed,2024-03-23,2024,3
9028,1514,Workplace Safety and Compliance,Scheduled,2025-05-26,2025,2
9029,1627,Financial Reporting for Retail,Scheduled,2025-01-17,2024,4
9030,1847,Customer Service Excellence,Completed,2024-01-03,2024,4
9031,1444,Data Security Awareness,Completed,2025-04-12,2025,2
9032,1720,Data Security Awareness,Completed,2024-04-09,2024,2
9033,1402,Workplace Safety and Compliance,Scheduled,2024-07-20,2024,2
9034,1627,Financial Reporting for Retail,Completed,2025-03-18,2025,4
9035,1720,Employee Wellness Program,Completed,2025-04-16,2025,2
9036,1452,Customer Service Excellence,Completed,2025-04-29,2025,4
9037,1406,Customer Service Excellence,Scheduled,2025-03-27,2024,4
9038,1413,Advanced Inventory Control,Completed,2024-11-02,2024,4
9039,1367,Marketing Campaign Strategies,Completed,2024-03-30,2024,5
9040,1872,Inventory Management Basics,Completed,2024-09-17,2024,3
9041,1585,Inventory Management Basics,Completed,2024-12-16,2024,3
9042,1425,Marketing Campaign Strategies,Completed,2024-01-04,2024,5
9043,1607,Inventory Management Basics,Completed,2025-03-22,2025,3
9044,1940,Inventory Management Basics,Completed,2024-05-30,2024,3
9045,1340,Workplace Safety and Compliance,Completed,2025-01-04,2025,2
9046,1719,Inventory Management Basics,Completed,2024-06-24,2024,3
9047,1461,Data Security Awareness,Completed,2025-05-08,2025,2
9048,1062,Retail Sales Techniques,Completed,2025-03-04,2025,5
9049,1548,Inventory Management Basics,Scheduled,2025-10-12,2025,3
9050,1195,Data Security Awareness,Completed,2024-05-30,2024,2
9051,1271,Workplace Safety and Compliance,Scheduled,2025-12-14,2025,2
9052,1948,Customer Service Excellence,Completed,2024-10-06,2024,4
9053,1352,Data Security Awareness,Scheduled,2025-12-23,2025,2
9054,1598,Inventory Management Basics,Completed,2024-03-31,2024,3
9055,1297,Customer Service Excellence,Completed,2024-11-25,2024,4
9056,1874,Data Security Awareness,Scheduled,2024-08-01,2024,2
9057,1001,Inventory Management Basics,Completed,2025-03-01,2025,3
9058,1611,Workplace Safety and Compliance,Completed,2024-08-15,2024,2
9059,1454,Leadership and Team Management,Completed,2025-04-14,2025,6
9060,1900,Advanced Inventory Control,Scheduled,2025-12-24,2025,4
9061,1240,Customer Service Excellence,Completed,2024-07-24,2024,4
9062,1076,Data Security Awareness,Completed,2025-03-31,2025,2
9063,1151,Data Security Awareness,Completed,2024-08-22,2024,2
9064,1605,Workplace Safety and Compliance,Completed,2024-08-07,2024,2
